sentence,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,subjectivity
"Não desmerecendo o livro, foi o que menos gostei da coleção dos Karas. A leitura é fácil, tem ação e aventura, mas nada dele me chamou a atenção em especial.",5.0,5.0,5.0,5.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,1.0
É aquele livro com uma leitura levinha e bem fluida em que você se senta no sofá e já lê tudo de uma vez de tão bom que é.,3.0,3.0,3.0,3.0,0.1,0.1,0.1,0.1,1.0
"Eu gostei muito desse livro principalmente porque ele traz um pouco da história de Gallifrey, personalidades e lendas. Aqui dá pra saber um pouco mais da cultura e a forma de agir dos Senhores do Tempo.",6.0,6.0,6.0,6.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,1.0
"Curti bastante a história, me surpreendi em alguns momentos, dei boas risadas e agora estou mais ansiosa para começar a ver essa série direito.",3.0,3.0,3.0,3.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0
E estou dentro dessa fatia de fãs filmes de terror e gostei muito da autora ter juntado sobrenatural com serial killer e lenda urbana.,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,1.0
Só senti falta de um final para alguns personagens.,2.0,2.0,2.0,2.0,0.2,0.2,0.2,0.2,1.0
Muito bom.,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
Ransom Riggs é definitivamente o autor que poderia escrever uma lista de compras que eu compraria e leria feliz,2.0,2.0,2.0,2.0,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,1.0
"É nítido o quanto ele cresceu desde o primeiro livro até esse. Mesmo eu amando os três anteriores, tinha a sensação de que ele não sabia exatamente onde a história iria terminar",3.0,3.0,3.0,3.0,0.088235294117647,0.088235294117647,0.088235294117647,0.088235294117647,1.0
É super legal.,2.0,2.0,2.0,2.0,0.5,0.5,0.5,0.5,1.0
Sou uma fã de carteirinha desse autor. Tenho e já li todos os livros dele.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Particularmente, como fã do autor, não achei essa a sua melhor história, mas tem todos os méritos e com certeza deixa sua marca.",3.0,3.0,3.0,3.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0
"A história é bonita, bem escrita...bem elaborada, triste na maior parte das vezes, mas no contexto geral, não me encantou nem me comoveu.",7.0,7.0,7.0,7.0,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.2333333333333333,1.0
"Enfim, a autora, que na minha visão tinha a intenção de comover com sua historinha, não alcança o objetivo e nos deixa apenas com mais um livro superficial, com um incrível potencial que não soube ser aproveitado.",3.0,3.0,3.0,3.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,1.0
"Gostei menos do que achei que ia gostar quando comecei a leitura, senti falta de saber mais sobre a historia da Mãe, sobre os sentimentos dela",3.0,3.0,3.0,3.0,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.1071428571428571,1.0
"A vida fora do quarto parece mais do mesmo, acho que poderia ser mais resumido ou objetivo e não ser metade do livro.",1.0,1.0,1.0,1.0,0.04,0.04,0.04,0.04,1.0
"O que mais me prendeu à leitura foi a crítica velada que Adams faz à sociedade em que vivia e que se aplica tão bem hoje, mais de 40 anos depois.",1.0,1.0,1.0,1.0,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0303030303030303,1.0
É um livro que quero ter na minha estante para meus filhos ler no futuro.,2.0,2.0,2.0,2.0,0.125,0.125,0.125,0.125,1.0
"Vale pelo super humor, o livro é muito divertido e irônico, e até atemporal nas críticas.",5.0,5.0,5.0,5.0,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,1.0
"O começo pode ser um pouco cansativo, mas depois se torna uma maravilha, e a leitura flui muito bem, recomendo muito esse livro.",4.0,4.0,4.0,4.0,0.1481481481481481,0.1481481481481481,0.1481481481481481,0.1481481481481481,1.0
"Se Lewis Carroll tivesse escrito as histórias de Alice na atualidade, seria o Guia do mochileiro das galáxias.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Achei MUITO fraco. Sei que muitos idolatram a obra, porém na minha opinião, a história é EXTREMAMENTE cansativa e o final, aquém do que eu esperava.",3.0,3.0,3.0,3.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,1.0
"Há vários contextos, pontos e perspectivas a se analisar no livro, e só isso já vale a leitura que parece ser do tipo que sempre será diferente a cada releitura.",2.0,2.0,2.0,2.0,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0606060606060606,1.0
"Porém não achei o livro tudo isso, e talvez no futuro eu possa dar outra chance a ele.",1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,1.0
"Resolvi ler esse livro após muitas indicações porém, infelizmente, foi uma leitura que considero nada empolgante, enfadonha, resumindo, detestei.",4.0,4.0,4.0,4.0,0.16,0.16,0.16,0.16,1.0
Não consegui ver nessa obra aquela história magnífica que muitos rendem inúmeros elogios.,1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,1.0
Não deu liga.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Nenhuma informação dada pelo narrador é irrelevante, muito pelo contrário, a verdade sobre essa história está contida nos detalhes",3.0,3.0,3.0,3.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,1.0
"O livro é realmente genial,à frente de seu tempo. Incrível.",3.0,3.0,3.0,3.0,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.2142857142857142,1.0
Depois de esperar por mais de 10 anos pra ler esse livro estou impressionado por ele ter correspondido as expectativas que não eram poucas.,4.0,4.0,4.0,4.0,0.16,0.16,0.16,0.16,1.0
"É uma historia tão rica em varios aspectos, uma leitura fluida que foi extremamente agradavel, mal posso esperar para ler os outros dois livros",4.0,4.0,4.0,4.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,1.0
Resumindo: é chato.,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,1.0
"Achei que ou o autor se preocupou apenas em narrar a história ou eu, realmente, não peguei a essência do livro.",2.0,2.0,2.0,2.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,1.0
"Pouco me apeguei à ele, mas gostei do final (previsível) e de conseguir me imaginar na Espanha de 1924.",3.0,3.0,3.0,3.0,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.1304347826086956,1.0
"Li ""o velho e o mar"" e gostei muito. Iria ler ""Por quem os sinos dobram"", mas depois desse sol, quero distância de Hemingway.",4.0,4.0,4.0,4.0,0.125,0.125,0.125,0.125,1.0
"Certamente perdeu o apelo popular que suponho ter tido no século passado, mas continua direto e poderoso como sempre",2.0,2.0,2.0,2.0,0.1,0.1,0.1,0.1,1.0
"Eu amo romance adolescente, mas este é particularmente lindo, a forma doce de lidar com uma realidade tão difícil.",4.0,4.0,4.0,4.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818,1.0
"Lindo e fantástico, uma dor sentida.",1.0,1.0,1.0,1.0,0.125,0.125,0.125,0.125,1.0
"Bom... o que dizer ... sem palavras ... adorei ... ri, chorei, ne emicionei e queria mais...",4.0,4.0,4.0,4.0,0.1904761904761904,0.1904761904761904,0.1904761904761904,0.1904761904761904,1.0
Não foi aquele livro que quando você termina de ler parece que perdeu uma parte da sua alma... Só bom..,4.0,4.0,4.0,4.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818,1.0
"O português arcaico dificulta bastante a Leitura, mas é interessante e divertido.",2.0,2.0,2.0,2.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,1.0
"Achava que iria achar ele bem chatinho, mas quando comecei gostei muito.",3.0,3.0,3.0,3.0,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.2142857142857142,1.0
"O que é ruim é o fato da história ser escrita em português de Portugal, o que às vezes atrapalha, pois podemos deixar de entender o contexto de algum diálogo.",1.0,1.0,1.0,1.0,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0303030303030303,1.0
"Vocabulário complicado e história desinteressante, pelo menos pra mim",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
O autor transforma a clássica história de Machado de Assis em uma versão acessível para o público infanto juvenil não familiarizado com a rebuscada linguagem machadiana.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Aventura o tempo todo, um livro empolgante!",1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0
"Só li por causa do colégio, muito sem sal.",1.0,1.0,1.0,1.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,1.0
Amei o livro. Todo o universo criado. Cada personagem. Enfim sem defeitos.,3.0,3.0,3.0,3.0,0.1875,0.1875,0.1875,0.1875,1.0
"Apesar do tema pesado, o autor consegue transmitir ao leitor toda essa desgraça de uma forma anestesiada, algo que justifica o título da obra: Terra sonâmbula.",5.0,5.0,5.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0
"Fiquei descepcionada com o livro - Esperava mais, muito mais.",2.0,2.0,2.0,2.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0
"Esperava algo mais policial e sangrento, mas o que tive foram vários episódios de romance deslavado ou de certo modo clichê.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"O enredo foi muito previsível ,o que tirou minha vontade de ler o próximo livro.",2.0,2.0,2.0,2.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,1.0
"Sou fã de Tess Gerritsen, mas não gostei desse livro, que nem parece ter sido escrito por ela.",2.0,2.0,2.0,2.0,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,1.0
O tom do livro é tão meloso que chega a ser cafona.,1.0,1.0,1.0,1.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,1.0
Acho que criei tanta expectativa nesse livro por causa da hype que todas as booktubers estava fazendo que no final fiquei meio decepcionada.,4.0,4.0,4.0,4.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0
Anastácia é uma personagem sem graça demais.,1.0,1.0,1.0,1.0,0.125,0.125,0.125,0.125,1.0
"É um romance perturbador e abusivo, é um homem doente que precisa ir num psiquiatra",1.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.0625,1.0
A impressão que dava é que a autora precisava inserir narrativas tórridas a qualquer custo.,1.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.0625,1.0
"Infelizmente abandonei a leitura, pois a escrita era muito pobre, ruim e repetitiva.",2.0,2.0,2.0,2.0,0.125,0.125,0.125,0.125,1.0
" Não tem muito o que falar desse livro, só digo que nunca li algo tão chato e, sem criatividade.",4.0,4.0,4.0,4.0,0.1739130434782608,0.1739130434782608,0.1739130434782608,0.1739130434782608,1.0
Não recomendo esse livro!,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,1.0
Tudo aqui é exagero demais e esse foi o ponto negativo.,1.0,1.0,1.0,1.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,1.0
"Não sei, esse não me desce, regular.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sem dúvida um dos piores livros que já li.,2.0,2.0,2.0,2.0,0.2,0.2,0.2,0.2,1.0
"E horrivel simplesmente, nao dar pra chamar de escritor esse autor.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Repetitivo e cansativo, esconde a lição de que devemos acordar cedo por trás da leitura só que mais parece uma grande propaganda do próprio livro.",3.0,3.0,3.0,3.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0
Esperava muito mais profundidade sobre o tema,2.0,2.0,2.0,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0
Autoajuda da pior qualidade: antiquada e rasa.,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0
Insuportável!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Não gostei do livro , muita propaganda e pouco conteúdo",2.0,2.0,2.0,2.0,0.2,0.2,0.2,0.2,1.0
muita embromação,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"o livro é mais uma auto promoção do autor, fala muito dele, os exercicios não vem no livro, enrola demais pra chegar no assunto não goste",5.0,5.0,5.0,5.0,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1.0
São poucas as páginas com conteúdo de verdade.,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0
"A linguagem na minha opinião passa o coloquial e fica adolescente em vários momentos, com piadas sem graça.",1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,1.0
Decepção ao ler esse livro. Trata-se muito mais de uma autobiografia do que um livro de finanças pessoais.,3.0,3.0,3.0,3.0,0.15,0.15,0.15,0.15,1.0
"O livro é bobo ao extremo, cheio de piadinhas forçadas sem graça e sem necessidade. ",5.0,5.0,5.0,5.0,0.2941176470588235,0.2941176470588235,0.2941176470588235,0.2941176470588235,1.0
"Completamente bobo, mal escrito, sem conteúdo.",2.0,2.0,2.0,2.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0
Comprei como presente para uma amiga que simplesmente detestou,2.0,2.0,2.0,2.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0
Achei um livro bastante cansativo e aborrecido.,3.0,3.0,3.0,3.0,0.375,0.375,0.375,0.375,1.0
Diagramação muito apertada não dá pra ler,1.0,1.0,1.0,1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,1.0
"Historinha pra criança, e muito mal contada, por sinal...",2.0,2.0,2.0,2.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0
"O defeito não aparece nas primeiras páginas, mas depois fica impossível de ler",1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,1.0
"Lombada desgastada na estremidade superior e inferior, páginas com orelhas com um corte, como se fosse erro da editora.",4.0,4.0,4.0,4.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818,1.0
Livro muito sem graça. Achei que tinha romance mas pra mim é só um livro de politica.,4.0,4.0,4.0,4.0,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,1.0
Aquele vocabulário é um tédio... Não consegui terminar a leitura.,1.0,1.0,1.0,1.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,1.0
Não terminei de ler por que a história não estava me agradando e a linguagem criada para o livro confunde muito. ,5.0,5.0,5.0,5.0,0.2272727272727272,0.2272727272727272,0.2272727272727272,0.2272727272727272,1.0
