sentence,count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,count_named_entities,count_number_date_time,future_tense,rule1,rule2,rule3,rule4,rule5,count_capitalized,count_dictionary_words,count_elongated,count_expressions,count_mentions,count_url,emoji_polarity_score,emoticon_polarity_score,negation,proportion_capitalized,subjectivity
"De qualquer forma, mesmo com estes poréns, a leitura vale a pena.",12.0,0.0,0.0,0.0,0.0,0.0153846153846153,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.158,2.37,-0.0235999999999999,-0.3539999999999998,0.1008666666666666,1.513,0.1470666666666666,2.206,-0.0202666666666666,-0.304,0.158,2.37,0.2026666666666666,3.04,0.1008666666666666,1.513,0.1470666666666666,2.206,0.0202666666666666,0.304,2.0,2.0,2.0,2.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0
"Eu adorei esse livro quando li, foi um conselho de um garoto que é escritor eu conheci em a internet, foi ótimo. ",22.0,0.0,0.0,0.0,0.0,0.0088495575221238,1.0,2.0,1.0,3.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,-0.0267199999999999,-0.6679999999999999,-0.0288,-0.7200000000000001,-0.03864,-0.966,-0.0083999999999999,-0.2099999999999999,-0.00904,-0.2259999999999999,0.09064,2.266,0.04904,1.226,0.1197599999999999,2.994,0.0847199999999999,2.118,0.00904,0.2259999999999999,2.0,2.0,2.0,2.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0
"Não é bem uma resenha, mais um aviso para não darem Capitães da Areia para uma criança de 14 anos ler.",21.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0888260869565217,2.043,-0.003695652173913,-0.085,0.0552608695652174,1.271,0.1030869565217391,2.371,-0.0025217391304347,-0.058,0.1575217391304348,3.623,0.167695652173913,3.857,0.1513478260869565,3.4810000000000003,0.1575217391304348,3.623,0.0025217391304347,0.058,1.0,1.0,1.0,1.0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,1.0
"Em função de a idade, eu detestei. ",7.0,0.0,0.0,0.0,0.0,0.0285714285714285,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1531111111111111,1.378,-0.0113333333333333,-0.1019999999999999,0.0933333333333333,0.84,0.1504444444444444,1.354,0.0,0.0,0.1531111111111111,1.378,0.2048888888888888,1.844,0.0933333333333333,0.84,0.1504444444444444,1.354,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
O legado de a obra incide em a majestosa visão humana que nos é transferida.,15.0,0.0,0.0,0.0,0.0,0.0131578947368421,2.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.045125,0.722,-0.045375,-0.726,0.04425,0.708,0.051,0.8160000000000001,-0.0125625,-0.201,0.045125,0.722,0.07625,1.22,0.06075,0.972,0.054,0.8640000000000001,0.0125625,0.201,2.0,2.0,2.0,2.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0
"Um livro comovente, sensual e intrigante. ",6.0,0.0,0.0,0.0,0.0,0.0238095238095238,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.8240000000000001,-0.114,-0.912,0.045625,0.365,0.0875,0.7,0.0,0.0,0.28025,2.242,0.114,0.912,0.2931249999999999,2.345,0.2289999999999999,1.832,0.0,0.0,2.0,2.0,2.0,2.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
O mais bonito de o livro está em a percepção de que não há maniqueísmo em os personagens.,18.0,0.0,0.0,0.0,0.0,0.0112359550561797,1.0,3.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0605263157894736,1.15,-0.06,-1.14,0.0866315789473684,1.646,0.0967894736842105,1.839,0.0017894736842105,0.034,0.0605263157894736,1.15,0.1448421052631578,2.752,0.0902105263157894,1.714,0.0967894736842105,1.839,0.0017894736842105,0.034,1.0,1.0,1.0,1.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,1.0
História intrigante que prende a atenção e surpreende a cada página.,11.0,0.0,0.0,0.0,0.0,0.0147058823529411,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0569166666666666,0.6829999999999999,-0.06725,-0.807,0.0450833333333333,0.5409999999999999,0.0600833333333333,0.7209999999999999,0.0064166666666666,0.077,0.0569166666666666,0.6829999999999999,0.08475,1.017,0.0492499999999999,0.591,0.0657499999999999,0.7889999999999999,0.0064166666666666,0.077,2.0,2.0,2.0,2.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
"A heroína acaba conquistando a simpatia de o leitor, que torce por ela de o começo a o fim.",19.0,0.0,0.0,0.0,0.0,0.0109890109890109,0.0,4.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.054047619047619,1.135,-0.0489999999999999,-1.029,0.0731904761904761,1.537,0.0672380952380952,1.412,0.0045238095238095,0.0949999999999999,0.109095238095238,2.291,0.1363333333333333,2.863,0.1398571428571428,2.937,0.13,2.7300000000000004,0.0619523809523809,1.301,3.0,3.0,3.0,3.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0
Em a minha opinião é o melhor livro de Sidney Sheldon.,11.0,0.0,0.0,0.0,0.0,0.0555555555555555,1.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.145,1.7400000000000002,-0.0053333333333333,-0.0639999999999999,0.1565,1.878,0.1494166666666666,1.793,-0.0103333333333333,-0.124,0.145,1.7400000000000002,0.1568333333333333,1.882,0.1565,1.878,0.1494166666666666,1.793,0.0103333333333333,0.124,2.0,2.0,2.0,2.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
"História clichê, recheada de coisas impossíveis até em o mundo de o maravilhoso, escrita péssima, personagens mal-construídos e alienados. ",19.0,0.0,0.0,0.0,0.0,0.0071942446043165,4.0,3.0,4.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0547391304347826,1.259,-0.1419130434782609,-3.264,0.087695652173913,2.017,0.089391304347826,2.056,0.0321739130434782,0.74,0.1369130434782608,3.149,0.1633043478260869,3.756,0.1446521739130434,3.3269999999999995,0.1590434782608696,3.658,0.0377391304347826,0.8680000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0
"Personagens secundários que não se desenvolvem nunca, metáforas cansativas e totalmente sem nexo. ",13.0,0.0,0.0,0.0,0.0,0.010204081632653,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0215999999999999,0.3239999999999999,-0.0506,-0.759,-0.0593333333333333,-0.89,-0.0087333333333333,-0.131,0.0389333333333333,0.584,0.1041333333333333,1.5619999999999998,0.0506,0.759,0.0593333333333333,0.89,0.0843333333333333,1.265,0.0389333333333333,0.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,1.0
"Intenso, romantico, inesperado, brilhante, apaixonante, sexy!",6.0,0.0,0.0,0.0,0.0,0.0163934426229508,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05325,0.639,0.0305833333333333,0.367,0.0543333333333333,0.6519999999999999,0.0838333333333333,1.006,-0.0264166666666666,-0.317,0.05325,0.639,0.1704166666666666,2.045,0.1149999999999999,1.38,0.102,1.224,0.0264166666666666,0.317,1.0,1.0,1.0,1.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
"Eu li e recomendo para "" todos "".",8.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0161111111111111,-0.145,0.0,0.0,-0.0095555555555555,-0.086,-0.0152222222222222,-0.137,-0.02,-0.18,0.0161111111111111,0.145,0.0,0.0,0.0095555555555555,0.086,0.0152222222222222,0.137,0.02,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
Acho que este livro não merece nem mesmo uma estrela.,10.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.028,0.308,0.0193636363636363,0.213,0.0778181818181818,0.856,0.0394545454545454,0.4339999999999999,-0.0066363636363636,-0.073,0.028,0.308,0.0193636363636363,0.213,0.0778181818181818,0.856,0.0394545454545454,0.4339999999999999,0.0066363636363636,0.073,1.0,1.0,1.0,1.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0
"Fui até a metade, mas não consegui prosseguir ... Achei muito parado. ",11.0,0.0,0.0,0.0,0.0,0.0285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0755,1.057,-0.0815,-1.141,0.0758571428571428,1.062,0.0732142857142857,1.025,0.0332142857142857,0.4650000000000001,0.1852142857142857,2.593,0.1229285714285714,1.721,0.1634285714285714,2.2880000000000003,0.1682142857142857,2.355,0.0545,0.763,2.0,2.0,2.0,2.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0
Ambos interessantes para quem gosta de romance fantástico.,8.0,0.0,0.0,0.0,0.0,0.0172413793103448,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0785555555555555,0.7070000000000001,0.0117777777777777,0.1059999999999999,0.1951111111111111,1.756,0.1672222222222222,1.505,0.0,0.0,0.0785555555555555,0.7070000000000001,0.228,2.052,0.1951111111111111,1.756,0.1672222222222222,1.505,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
"Em o final, me envolvi, me vi vendo tudo que os personagens não viam. ",14.0,0.0,0.0,0.0,0.0,0.0142857142857142,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.0278235294117647,-0.473,0.0209411764705882,0.356,-0.0428823529411764,-0.729,-0.0364705882352941,-0.62,0.0361176470588235,0.614,0.0765294117647058,1.3010000000000002,0.0209411764705882,0.356,0.0494705882352941,0.8410000000000001,0.0591764705882352,1.0059999999999998,0.0596470588235294,1.014,1.0,1.0,1.0,1.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0
Impossível não gostar.,3.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1485,-0.594,0.10475,0.419,-0.0845,-0.3380000000000001,-0.136,-0.544,-0.28025,-1.121,0.3319999999999999,1.3279999999999998,0.10475,0.419,0.3195,1.278,0.2925,1.17,0.28025,1.121,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
"O livro tem uma ótima linguagem e aborda temas que nos levam a uma reflexão, sobre o nosso comportamento em uma sociedade cada vez mais hipócrita em que a ética e os bons costumes estão cada vez mais sendo esquecidos. ",40.0,0.0,0.0,0.0,0.0,0.0045871559633027,3.0,6.0,3.0,2.0,2.0,8.0,0.0,12.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.020547619047619,0.863,-0.0373809523809523,-1.57,0.0449523809523809,1.888,0.0226904761904761,0.953,-0.0038095238095238,-0.16,0.0856428571428571,3.5969999999999995,0.0373809523809523,1.57,0.070047619047619,2.942,0.0759285714285714,3.189,0.0348095238095238,1.4620000000000002,3.0,3.0,3.0,3.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0
"Não é a melhor obra de o grande Sidney Sheldon, mas recomendo, uma boa leitura pra passar o tempo.",19.0,0.0,0.0,0.0,0.0,0.0306122448979591,3.0,1.0,3.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.1060454545454545,2.333,-0.1132272727272727,-2.491,0.1128181818181818,2.482,0.1143636363636363,2.516,-0.0016818181818181,-0.037,0.1090454545454545,2.399,0.1336818181818182,2.9410000000000003,0.1128181818181818,2.482,0.1143636363636363,2.516,0.009590909090909,0.211,3.0,3.0,3.0,3.0,0.1363636363636363,0.1363636363636363,0.1363636363636363,0.1363636363636363,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0
"Acho que o leitor (uso meu exemplo) se realiza através de Tracy, imaginando como faria para se vingar de um mundo injusto e ganhar com isso.",26.0,0.0,0.0,0.0,0.0,0.0142857142857142,1.0,3.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,-0.0126999999999999,-0.3809999999999999,-0.0601333333333333,-1.804,0.0183333333333333,0.5499999999999999,0.0164,0.4920000000000003,0.0206,0.618,0.0988333333333333,2.965,0.0696,2.088,0.1491333333333333,4.474,0.1127333333333333,3.382,0.0260666666666666,0.7819999999999999,2.0,2.0,2.0,2.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
"O melhor de tudo, é que a protagonista conta suas histórias de forma divertida, irônica algumas vezes, revoltada com os micos que sua mãe lhe fez pagar em outras, mas acima de tudo mostra como essa relação de mãe-e-filha, apesar de difícil, deve ser bem cuidada",46.0,0.0,0.0,0.0,0.0,0.003831417624521,4.0,8.0,4.0,1.0,1.0,7.0,0.0,9.0,0.0,0.0,5.0,0.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,0.1239807692307692,6.447,-0.042326923076923,-2.201,0.1043461538461538,5.425999999999999,0.1157307692307692,6.018000000000001,-0.0298846153846153,-1.5539999999999998,0.1239807692307692,6.447,0.1486730769230769,7.731,0.1387307692307692,7.213999999999999,0.1379615384615385,7.174000000000001,0.0298846153846153,1.5539999999999998,7.0,7.0,7.0,7.0,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0
"Queria que terminasse logo, gostei mais de a mãe de ela durante uma boa parte de o livro.",18.0,0.0,0.0,0.0,0.0,0.0112359550561797,1.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.1113499999999999,2.227,-0.1883499999999999,-3.767,0.15685,3.137,0.1518,3.036,0.00135,0.027,0.1113499999999999,2.227,0.1883499999999999,3.767,0.15685,3.137,0.1518,3.036,0.00135,0.027,4.0,4.0,4.0,4.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0
"Embora o livro seja legal, não gosto de a literatura de a Thalita Rebouças, acho que os livros de ela deveriam ser menos engraçados e mais interessantes, pois um livro tem que te prender, aí que é bom mesmo.",39.0,0.0,0.0,0.0,0.0,0.0144927536231884,4.0,3.0,4.0,4.0,1.0,5.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0825227272727272,3.6309999999999993,-0.0795227272727272,-3.499,0.0606590909090909,2.669,0.0906590909090909,3.989,-0.0016590909090909,-0.073,0.1481136363636363,6.517,0.1303863636363636,5.737,0.1444318181818181,6.355,0.1404318181818181,6.179,0.0016590909090909,0.073,5.0,5.0,5.0,5.0,0.1136363636363636,0.1136363636363636,0.1136363636363636,0.1136363636363636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,1.0,1.0
"A escrita de Doyle é bem detalhada e cheia de nuances e sutilezas estilísticas que tornam a leitura um pouco exigente às vezes, contudo, o mistério que circunda o caso não nos deixa parar de ler até sua conclusão",39.0,0.0,0.0,0.0,0.0,0.0094339622641509,4.0,4.0,4.0,1.0,3.0,6.0,0.0,8.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0666585365853658,2.733,-0.0750487804878048,-3.077,0.0567073170731707,2.325,0.0795853658536585,3.2630000000000003,-0.0314390243902439,-1.289,0.1065121951219512,4.366999999999999,0.1467560975609756,6.017,0.1823658536585365,7.476999999999999,0.1498780487804878,6.145,0.0314390243902439,1.289,2.0,2.0,2.0,2.0,0.048780487804878,0.048780487804878,0.048780487804878,0.048780487804878,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,1.0,1.0
" Esteticamente lindo, como sempre a editora Darkside capricha em suas publicações, mas como leitura mesmo, que é o que vale, achei decepcionante.",22.0,0.0,0.0,0.0,0.0,0.0137931034482758,1.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0377857142857142,1.058,-0.0139285714285714,-0.39,0.0236785714285714,0.6629999999999999,0.0322142857142857,0.902,-0.0026071428571428,-0.073,0.0377857142857142,1.058,0.0377857142857142,1.058,0.0236785714285714,0.6629999999999999,0.0322142857142857,0.902,0.0026071428571428,0.073,1.0,1.0,1.0,1.0,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
"Ele é muito bem escrito e as descrições são detalhadas mas não são cansativas, construindo com destreza o cenário e sentimentos necessários para viver a historia.",26.0,0.0,0.0,0.0,0.0,0.0061728395061728,3.0,1.0,3.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0805714285714285,2.256,0.0377857142857142,1.058,0.0497142857142857,1.392,0.0735357142857142,2.059,0.01975,0.553,0.1354285714285714,3.792,0.1101428571428571,3.084,0.0919285714285714,2.574,0.1190357142857142,3.333,0.01975,0.553,3.0,3.0,3.0,3.0,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0
"O começo do livro foi bom, não vou mentir, talvez as primeiras 80/90 páginas tenham sido legais, mas depois ele começa a enrolar muito, com vários capítulos só pra encher linguiça.",31.0,0.0,0.0,0.0,0.0,0.0055555555555555,3.0,2.0,3.0,4.0,1.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,-0.0186944444444444,-0.673,-0.0096666666666666,-0.348,-0.0143611111111111,-0.517,-0.0193888888888888,-0.698,0.0371388888888888,1.337,0.0609166666666666,2.193,0.0201111111111111,0.724,0.0496944444444444,1.789,0.0559444444444444,2.014,0.0453055555555555,1.631,6.0,6.0,6.0,6.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,1.0
"De um modo geral gostei da história, só pelo fato de ser melhor do que ""O Demonologista"" já está valendo, e o final é bem condizente com a história, mas em muitas passagens é bem cansativo e da uma preguicinha de voltar a ler.",44.0,0.0,0.0,0.0,0.0,0.0132743362831858,3.0,7.0,3.0,4.0,3.0,5.0,0.0,7.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,4.0,0.0,2.0,1.0,0.07354,3.677,0.01344,0.672,0.0647599999999999,3.2379999999999995,0.0840399999999999,4.201999999999999,0.0027199999999999,0.1359999999999999,0.12346,6.173,0.13424,6.712000000000001,0.14836,7.418,0.1352,6.76,0.02048,1.024,6.0,6.0,6.0,6.0,0.12,0.12,0.12,0.12,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0
"Correndo o risco de ser interpretada equivocadamente como defensora da obra, quero acrescentar que O Código Da Vinci foi um dos mais bem estruturados mistérios de ficção que já li.",30.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.0,5.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,1.0,0.0,0.01446875,0.4630000000000002,-0.0270625,-0.866,0.0240624999999999,0.7699999999999999,0.03565625,1.141,-0.03253125,-1.041,0.10959375,3.507,0.1008749999999999,3.228,0.1384375,4.43,0.12540625,4.013,0.03253125,1.041,2.0,2.0,2.0,2.0,0.0625,0.0625,0.0625,0.0625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0
"É muito longo e muito chato. Descrições extensas, algumas bem desnecessárias e tudo termina muito magicamente.",16.0,0.0,0.0,0.0,0.0,0.009090909090909,4.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1033157894736842,-1.9630000000000003,0.0658947368421052,1.252,-0.0493684210526315,-0.938,-0.0710526315789473,-1.35,0.1178947368421052,2.24,0.2082631578947368,3.957,0.0658947368421052,1.252,0.1521052631578947,2.89,0.1778947368421052,3.38,0.1264210526315789,2.402,5.0,5.0,5.0,5.0,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
O que mais me agradou em Terra Sonâmbula com certeza foi a linguagem poética que Mia Couto utilizou para escrever histórias em meio a guerra civil de Moçambique. Posso dizer que esse livro é imensamente bonito e imensuravelmente triste.,39.0,0.0,0.0,0.0,0.0,0.0296610169491525,4.0,4.0,4.0,2.0,1.0,3.0,0.0,6.0,0.0,0.0,4.0,5.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0002682926829268,0.0110000000000001,0.0037317073170731,0.1530000000000001,0.0207560975609756,0.851,0.0217073170731707,0.89,-0.004,-0.164,0.0454878048780487,1.865,0.0511951219512195,2.099,0.0250487804878048,1.027,0.0395121951219512,1.62,0.007170731707317,0.294,5.0,5.0,5.0,5.0,0.1219512195121951,0.1219512195121951,0.1219512195121951,0.1219512195121951,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0
Mia Couto consegue através de sua rica e fantasiosa maneira de escrever nos transportar para um universo repleto de contos e crenças da cultura africana ao passo em que desenrola uma história cativante e que nos traz reflexões e ideias a cada nuance .,43.0,0.0,0.0,0.0,0.0,0.0079681274900398,5.0,7.0,5.0,0.0,4.0,4.0,0.0,10.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0874090909090909,3.846,-0.0513181818181818,-2.258,0.1152499999999999,5.071,0.1057272727272727,4.652,-0.0039545454545454,-0.174,0.1196363636363636,5.263999999999999,0.1184090909090909,5.210000000000001,0.1616136363636363,7.111,0.1314545454545454,5.784,0.0039545454545454,0.174,5.0,5.0,5.0,5.0,0.1136363636363636,0.1136363636363636,0.1136363636363636,0.1136363636363636,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0
