sentence,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
RECOMENDO e voltarei.,3.0,1.0,0.3333333333333333,9.0,0.4285714285714285,0.0
"Pelo que li aqui, parecia que o hotel era uma casa dos horrores, mas não.",15.0,1.0,0.0666666666666666,1.0,0.0136986301369863,1.0
"Ele tem um preço razoável (180 reais, quarto para casal), o quarto era espaçoso, limpo e novo.",17.0,1.0,0.0588235294117647,1.0,0.0106382978723404,1.0
"Cama confortável, ar condicionado funcionando a todo vapor (fomos em POA em dias de muuuuuuito calor).",16.0,2.0,0.125,4.0,0.0392156862745098,0.0
O banheiro também (acho que devem ter reformado) é espaçoso e limpo.,12.0,0.0,0.0,1.0,0.0147058823529411,0.0
"O café da manhã é bom, mas apesar de ser servido até as 10 horas, se você chegar as nove e meia, metade das coisas já acabaram e não houve reposição.",31.0,0.0,0.0,1.0,0.0067114093959731,1.0
"O que é péssimo para um hotel: nove e meia já não tem mais ovos mexidos e frutas, por exemplo (aconteceu nos 3 dias que estivemos hospedados lá - o que diminui a possibilidade de ter sido coincidência).",38.0,0.0,0.0,1.0,0.0049504950495049,1.0
"Foram atenciosos na recepção, porém na hora de pagar a conta, nos cobraram diárias a mais pelo estacionamento do carro, sendo que o carro ficou estacionado apenas um dia (e a moça da recepção não sabia fazer o extorno no cartão de crédito - que dor de cabeça!).",48.0,1.0,0.0208333333333333,1.0,0.003831417624521,1.0
"Aliás, eles cobram estacionamento e nem se prontificaram a avisar.",10.0,1.0,0.1,1.0,0.0151515151515151,0.0
"Isso nos chateou muito, pois não fomos informados sobre absolutamente nada.",11.0,1.0,0.0909090909090909,1.0,0.0133333333333333,0.0
"Outra coisa, certa noite pedimos um táxi na recepção do hotel e o taxista cobrou uma taxa extra de deslocamento.",20.0,1.0,0.05,1.0,0.0089285714285714,1.0
O hotel não nos informou sobre isso.,7.0,0.0,0.0,1.0,0.0277777777777777,1.0
"Só depois que falamos lá na recepção, eles disseram que os taxistas não cobram taxa de deslocamento e que fomos enganados.",21.0,1.0,0.0476190476190476,1.0,0.0081967213114754,1.0
Achamos que faltou muita comunicação com os clientes por parte da recepção.,12.0,1.0,0.0833333333333333,1.0,0.0133333333333333,1.0
Deveriam ter nos avisado da taxa do estacionamento e do táxi.,11.0,1.0,0.0909090909090909,1.0,0.0163934426229508,0.0
"Além do que, eles que chamaram o táxi, acreditamos que poderíamos confiar no táxi que o hotel ofereceu.",18.0,1.0,0.0555555555555555,1.0,0.0097087378640776,1.0
"Se não podemos confiar no que o hotel indica para a gente, estamos perdidos, né?",15.0,1.0,0.0666666666666666,1.0,0.0125,1.0
"Em relação a localização, fica no centro.",7.0,1.0,0.1428571428571428,1.0,0.024390243902439,1.0
"E centro, a noite e nos finais de semana, é estranho em todo lugar do mundo.",16.0,0.0,0.0,1.0,0.0131578947368421,0.0
Mas fica perto de um shopping e de pontos de ônibus,11.0,1.0,0.0909090909090909,1.0,0.0196078431372549,1.0
"Me colocaram num quarto standard ao invés do executivo, o qual paguei por ele.",14.0,1.0,0.0714285714285714,1.0,0.0128205128205128,1.0
"A justificativa é que como atrasado devido ao meu voo, colocaram outra pessoa... isso existe?!",15.0,0.0,0.0,1.0,0.0106382978723404,0.0
Desrespeito total ao consumidor.,4.0,1.0,0.25,1.0,0.03125,0.0
"Sem duvida alguma, um dos piores hotéis que já me hospedei.",11.0,1.0,0.0909090909090909,1.0,0.0169491525423728,0.0
Cafe da manha com poucas opções e frio.,8.0,1.0,0.125,1.0,0.0256410256410256,0.0
"Elevador velho, banheiro do quarto horrível, quarto com infiltrações e insetos.",11.0,1.0,0.0909090909090909,1.0,0.0126582278481012,1.0
Nao vale metade do preço.,5.0,1.0,0.2,1.0,0.04,1.0
Nao se hospedem neste local sem estrutura!,7.0,1.0,0.1428571428571428,1.0,0.0238095238095238,0.0
"O hotel apesar de ser simples,é muito bom,principalmente por sua licalização,fica próximo de vários pontos turisticos,pois se encontro na região historica da cidade,o que torna uma região com um ambiente bastanre agrádavel.",37.0,0.0,0.0,1.0,0.0044843049327354,1.0
"Os funcionários tambem nos recebem muito bem,ótima recepção!",9.0,1.0,0.1111111111111111,1.0,0.0166666666666666,1.0
"O preço indica o que receberá como serviço: um hotel simples, algo desgastado, com corredores escuros e banheiros simples e mal conservados.",22.0,0.0,0.0,1.0,0.0071428571428571,1.0
"No entanto, o básico está considerado: os quartos são espaçosos, há aquecimento, água quante, e o café da manhã é farto e variado.",23.0,1.0,0.0434782608695652,1.0,0.0076923076923076,1.0
O atendimento foi gentil e correto.,6.0,0.0,0.0,1.0,0.0285714285714285,1.0
A localização é excelente.,4.0,0.0,0.0,1.0,0.0384615384615384,1.0
"Jamais voltaria, embora tenha uma boa e reformada recepção, qdo entramos no apartamento a história muda, instalações precárias, banheiro ruim, velho, a porta do Box caindo expondo o hospede a riscos, ar condicionado super barulhento, quarto mofado, um horror!",39.0,2.0,0.0512820512820512,2.0,0.0077220077220077,1.0
Se estão reformando eu não sei mas precisa urgente de reforma!,11.0,1.0,0.0909090909090909,1.0,0.0161290322580645,0.0
Café da manhã com sucos artificiais para piorar a situação!!,10.0,1.0,0.1,1.0,0.0166666666666666,1.0
Não recomendo!!,2.0,1.0,0.5,1.0,0.0666666666666666,0.0
!,0.0,0.0,0.0,0.0,0.0,0.0
"Acomodações ruins, com mal cheiro, e sujas.",7.0,1.0,0.1428571428571428,1.0,0.0232558139534883,0.0
"Apesar do bom café da manha e dos bons recepcionistas, as camareiras sao ruins também.",15.0,1.0,0.0666666666666666,1.0,0.0116279069767441,0.0
Além disso a internet nao funcionava.,6.0,1.0,0.1666666666666666,1.0,0.027027027027027,0.0
A única coisa que ainda passa é o café da manhã mediano.,12.0,0.0,0.0,1.0,0.0178571428571428,1.0
Os quartos são antigos e pequenos e o banheiro é de fazer você rir .. pois no mesmo espaço que vc toma banho pode fazer as necessidade fisiológicas simultaneas.,28.0,1.0,0.0357142857142857,1.0,0.00625,1.0
Imagine a cena senta-se no vaso sanitário e abre o chuveiro e está tudo certo toma banho sentado.,18.0,1.0,0.0555555555555555,1.0,0.0103092783505154,0.0
kkkk Parece piada mas é sério,6.0,1.0,0.1666666666666666,1.0,0.0344827586206896,0.0
"O atendimento foi muito bom, a localização é no centro, e o custo é barato.",15.0,0.0,0.0,1.0,0.0133333333333333,1.0
"Porém não tem conforto, bem apertado e como os comentário que verifiquei o chuveiro em alguns quartos fica em cima do vaso sanitário.",23.0,1.0,0.0434782608695652,1.0,0.0075187969924812,1.0
"O hotel é bem ruim, os quartos são muito apertados e o banheiro mais ainda.",15.0,0.0,0.0,1.0,0.0133333333333333,1.0
O hotel tinha um cheiro forte.,6.0,0.0,0.0,1.0,0.0333333333333333,1.0
"Fica bem no centro, mas não achei a localização boa, por não ter nenhum restaurante por perto, além de a região parecer bem perigosa.",24.0,1.0,0.0416666666666666,1.0,0.0075187969924812,1.0
"O café da manhã tinha muitas opções, mas não havia muitas mesas, dada a quantidade de quartos.",17.0,0.0,0.0,1.0,0.0106382978723404,1.0
Não recomendo.,2.0,1.0,0.5,1.0,0.0714285714285714,0.0
"Hotel simples, quarto beeem pequeno, banheiro idem (com chuveiro quase em cima do vaso sanitário, sem box), limpo, ar condicionado split, ótimo pra quem precisa dar voltas no centro de POA, e dormir.",33.0,2.0,0.0606060606060606,4.0,0.0201005025125628,1.0
"Cama bem macia, quarto bem silencioso.",6.0,1.0,0.1666666666666666,1.0,0.0263157894736842,1.0
Sem frescura.,2.0,1.0,0.5,1.0,0.0769230769230769,0.0
Obs:.,1.0,1.0,1.0,1.0,0.2,0.0
"Diária individual R$ 100,00.",5.0,1.0,0.2,2.0,0.0714285714285714,0.0
"O hotel Scala fica bem no centro de Porto Alegre.É um hotel antigo e razoável nos quartos, banheiro e no café da manhã.É prático por estar bem no centrão, pois pode andar a pé pela região.Na época que fiquei hospedada, estava com bastante hóspedes.",47.0,4.0,0.0851063829787234,5.0,0.0201612903225806,1.0
"Após procurar no Google e Google Maps uma opção de hospedagem em Porto Alegre, tive uma surpresa negativa ao chegar no hotel.",22.0,6.0,0.2727272727272727,6.0,0.048,1.0
"O mesmo está localizado bem no centro de uma intensa movimentação comercial, diante de ladeiras e ruas estreitas e com mão única, o que dificulta o percusso de Táxis.",29.0,1.0,0.0344827586206896,2.0,0.0120481927710843,0.0
"Durante a noite, os funcionários recomendam não circularmos pela pela região, por ser perigoso.",14.0,1.0,0.0714285714285714,1.0,0.0105263157894736,1.0
Há uma boate nas proximidades e vários frequentadores estranhos.,9.0,1.0,0.1111111111111111,1.0,0.015625,0.0
As portas do hotel permanecem fechadas sempre.,7.0,1.0,0.1428571428571428,1.0,0.0217391304347826,1.0
"A localização e custo-benefício é ótimo para quem tem negócios e demandas naquela região, mas com certeza não voltarei a me hospedar neste hotel.",24.0,0.0,0.0,1.0,0.0068965517241379,1.0
"Café da manhã razoável, boa localização e bom atendimento.No quarto em que fiquei tinha até uma pequena cozinha com pia, microondas e frigobar, gostei muito do quarto, era um quarto quádruplo com uma parede no meio separando dois ambientes, cada um com 2 camas.",45.0,2.0,0.0444444444444444,2.0,0.0076628352490421,1.0
"Eu e minha colega reservamos um quarto duplo, por telefone, com um mês de antecedência, para fazer um curso em Poa.",21.0,2.0,0.0952380952380952,2.0,0.017391304347826,1.0
"Quando chegamos ao hotel, perto das 22:00, fomos informadas de que a reserva não estava confirmada!Então nos arrumaram um quarto com somente uma cama de casal, e não havia ninguém da manutenção ou alguém com vontade para colocar uma cama extra no quarto.",44.0,2.0,0.0454545454545454,2.0,0.0078740157480314,1.0
"Resultado: tivemos que aceitar, pois não havia como procurar outro hotel aquela hora.",13.0,1.0,0.0769230769230769,1.0,0.0117647058823529,1.0
"O hotel é em um prédio muito antigo e necessita de reforma urgentes, o teto parecia que ia cair na nossa cabeça.",22.0,0.0,0.0,1.0,0.0089285714285714,1.0
"No outro dia nos mudaram de quarto, e é claro que nós mesmas que tivemos que fazer esta mudança, então o problema foi outro, não conseguimos tomar banho direito, pois só havia uma regulagem no chuveiro: quente, num dia quente!",40.0,1.0,0.025,1.0,0.0044247787610619,1.0
As condições deste banheiro eram piores do que o primeiro.,10.0,1.0,0.1,1.0,0.0172413793103448,0.0
"Solicitamos falar com a gerente, mais de cinco vezes.",9.0,1.0,0.1111111111111111,1.0,0.0188679245283018,1.0
"No entanto, não fomos atendidas!",5.0,1.0,0.2,1.0,0.03125,0.0
"Allém de tudo isso, é claro, há o barulho da rua, dia e noite, insuportável!!",15.0,1.0,0.0666666666666666,1.0,0.0129870129870129,0.0
"O hotel é pessimo, tanto em atendimento quanto em acomodações.",10.0,0.0,0.0,1.0,0.0161290322580645,1.0
Não recomendo a ninguém!,4.0,1.0,0.25,1.0,0.0416666666666666,0.0
"Hotel para pernoite, quartos antigos porém a limpeza é boa.",10.0,1.0,0.1,1.0,0.0169491525423728,1.0
Muito bem localizado no centro de Porto alegre.,8.0,2.0,0.25,2.0,0.0425531914893617,0.0
"Café da manhã é humlide, não espere muito Me hospedei só para um pernoite, não permaneci muito tempo por isso tenho pouco a dizer dos serviços e do atendimento.",29.0,2.0,0.0689655172413793,2.0,0.0125,1.0
Check in foi eficiente e o preço é justo pela qualidade que oferecem.,13.0,1.0,0.0769230769230769,1.0,0.0144927536231884,1.0
"Acomodações modestas ,mas boas ,local limpo,com bom atendimento,localizado na região central,prx.",14.0,1.0,0.0714285714285714,1.0,0.0103092783505154,1.0
"à rodoviária,terminais de ônibus e trens urbanos e ao mercado central,um bom café da manhã e um preço modesto.",21.0,0.0,0.0,0.0,0.0,1.0
Na verdade fiz uma reserva para esse hotel para dormir apenas uma noite quando voltava de Gramado.,17.0,2.0,0.1176470588235294,2.0,0.0204081632653061,1.0
Eu e minha irmã quando lá chegamos ficamos assustadas quando entramos no hotel.,13.0,1.0,0.0769230769230769,1.0,0.0126582278481012,1.0
Ao vivo o hotel não é nada do que mostra as fotos do site Booking.,15.0,2.0,0.1333333333333333,2.0,0.0303030303030303,1.0
"Sujo, velho, mal tratado.",4.0,1.0,0.25,1.0,0.04,0.0
"Camas velhas, colchoes velhos.",4.0,1.0,0.25,1.0,0.0333333333333333,0.0
Um sofá na recepção tao sujo não vi igual na vida.,11.0,1.0,0.0909090909090909,1.0,0.02,1.0
Mesmo com uma diária barata poderia ser pelo menos limpo.,10.0,1.0,0.1,1.0,0.0175438596491228,0.0
Quando entramos no hotel decidimos nos mudar para outro.,9.0,1.0,0.1111111111111111,1.0,0.0178571428571428,1.0
Não ficamos hospedados.,3.0,1.0,0.3333333333333333,1.0,0.0434782608695652,0.0
Apesar da simpatia dos recepcionistas não tivemos como ficar.,9.0,1.0,0.1111111111111111,1.0,0.0163934426229508,0.0
E não aconselho a ninguém se hospedar nesse hotel.,9.0,0.0,0.0,1.0,0.02,1.0
Fiquei com medo de ficar la.,6.0,1.0,0.1666666666666666,1.0,0.0357142857142857,0.0
"Os quartos são pequenos, o local para guardar roupas é ruim, o café-da-manhã até que é bom, e não tem acesso wi-fi para os hóspedes.",25.0,1.0,0.04,1.0,0.0075757575757575,1.0
"Uma coisa boa é que fica no centro próximo a bares, hotéis, shoppings, e perto do aeroporto também a 10km de distância.",22.0,1.0,0.0454545454545454,1.0,0.0084033613445378,1.0
"Apesar de não ter muito direito de reclamar pelo hotel ser barato, mas é importante deixar minha manifestação.",18.0,1.0,0.0555555555555555,1.0,0.009090909090909,1.0
O elevador da morte que dá uns trancos quase parando.,10.0,0.0,0.0,1.0,0.0188679245283018,0.0
"Hotel de faixada, ou seja, linda faixada e entrada, porém os apartamentos são muito ruins.",15.0,1.0,0.0666666666666666,1.0,0.0111111111111111,1.0
"Na época que fui a Porto alegre estava muito quente e não tinha ar condicionado, somente um ventilador que fazia o calor se espalhar.",24.0,2.0,0.0833333333333333,2.0,0.0150375939849624,0.0
Internet lenta.,2.0,1.0,0.5,1.0,0.0666666666666666,0.0
Mas no geral o preço é bom.,7.0,1.0,0.1428571428571428,1.0,0.037037037037037,1.0
"Estive por 2 vezes no Real Palace, e para o que fui fazer na cidade o hotel serviu bem.",19.0,3.0,0.1578947368421052,3.0,0.0344827586206896,1.0
"Fica bem localizado, no centro da cidade, o que é bom para quem vai resolver coisas por perto, mas ruim por ser uma área bagunçada como todo bom centro de cidade brasileira.O hotel é um pouco velho, com quartos um pouco mal cuidados, mas nada que atrapalhe tanto.",49.0,1.0,0.0204081632653061,2.0,0.0076045627376425,1.0
"O café da manhã é até bom, e do atendimento também não tenho do que reclamar.",16.0,0.0,0.0,1.0,0.0129870129870129,1.0
"Se confundiram com as reservas que fizemos através do booking, mas logo arrumaram outro quarto.",15.0,1.0,0.0666666666666666,1.0,0.0105263157894736,1.0
Adorei a estadia.,3.0,1.0,0.3333333333333333,1.0,0.0588235294117647,0.0
Porto Alegre foi sensacional.,4.0,2.0,0.5,2.0,0.0689655172413793,0.0
Os recepcionistas ajudaram muito.,4.0,1.0,0.25,1.0,0.0303030303030303,0.0
Local ideal para quem vai resolver assuntos ou mesmo para turistas.,11.0,1.0,0.0909090909090909,1.0,0.0149253731343283,1.0
A localização achei muito boa... bem localizado no centro comercial da cidade... pode fazer umas comprinhas e encontrar produtos bem em conta além de ir andando para o evento.. possui restaurante próximo e a estrutura física do hotel está em reforma... os funcionários bem receptivos.... o elevador funcionando normalmente.,49.0,0.0,0.0,1.0,0.0030959752321981,1.0
"O atendimento é razoável, achei a estrutura um pouco ruim (as fotos do site enganam) e o ar condicionado quente não funcionava.",22.0,0.0,0.0,1.0,0.0078740157480314,1.0
"Quanta ao serviço de lavanderia, achei meio desorganizado, pegaram minha toalha por engano para lavar, alegaram não ter como encontrá-la e me ofereceram uma do hotel... Pontos positivos: bem localizado, ótimo café da manhã, água quente no chuveiro (na pia, não), wi-fi no quarto e dava pra usar o telefone pra pedir delivery, sem pagar uma taxa muito cara.",59.0,2.0,0.0338983050847457,2.0,0.0056179775280898,1.0
"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção.",44.0,2.0,0.0454545454545454,2.0,0.0072463768115942,1.0
"apesar dos contra tempos, apresenta custo beneficio ótimo.. .",8.0,0.0,0.0,0.0,0.0,0.0
"O valor da diária é bem barato, logo é ideal para quem precisa se hospedar com uma verba muito curta.",20.0,0.0,0.0,1.0,0.0099009900990099,0.0
Minha experiência no hotel foi muio ruim.,7.0,1.0,0.1428571428571428,1.0,0.024390243902439,1.0
"Além da péssima infraestrutura que inclui banheiro sem box ou cortina, fios expostos, móveis corroídos por cupim, roupa de cama manchada e por aí vai.... O quarto também estava sujo e tinha baratinhas.",33.0,1.0,0.0303030303030303,2.0,0.0099502487562189,1.0
O recepcionista foi arrogante ao ouvir minhas reclamações.,8.0,0.0,0.0,1.0,0.0172413793103448,0.0
Não recomendo.,2.0,1.0,0.5,1.0,0.0714285714285714,0.0
"Preço bom, boa localização....hotel em obras...funcionarios atenciosos...estrutura de manutenção precaria....tivemos problemas com chuveiro, falta de telefone em um dos quartos ear condicionado quebrado,.........",27.0,1.0,0.037037037037037,1.0,0.0047169811320754,1.0
a localização achei muito boa... bem localizado no centro comercial da cidade... pode fazer umas comprinhas e encontrar produtos bem em conta além de ir andando para o evento.. possui restaurante próximo e a estrutura física do hotel está em reforma... os funcionários bem receptivos.... só não tinha elevador.,49.0,0.0,0.0,0.0,0.0,1.0
estava em manutenção....,3.0,0.0,0.0,0.0,0.0,0.0
"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel.",19.0,1.0,0.0526315789473684,1.0,0.0085470085470085,1.0
"Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo.",36.0,1.0,0.0277777777777777,1.0,0.0051282051282051,1.0
Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.,19.0,1.0,0.0526315789473684,1.0,0.0091743119266055,1.0
"Primeiro ponto: A localização é muito boa, facilitando o acesso aos demais pontos da cidade Segundo ponto: A receptividade por parte dos funcionários também é boa Terceiro ponto: A estrutura do prédio é consideravelmente boa, um ponto negativo é em relação ao prédio ao lado, pois o mesmo transfere um mal cheiro no corredor para acesso aos quartos Quarto ponto: A internet poderia ser melhor, nem sempre consegui acesso.",69.0,4.0,0.0579710144927536,8.0,0.0190023752969121,1.0
"Não se deixe enganar pela fachada/recepção!Hotel velho e mal conservado, porta do banheiro destruída, chuveiro elétrico (no meu quanto queimou quando liguei).",23.0,2.0,0.0869565217391304,2.0,0.0126582278481012,1.0
"Pagamento de diária adiantado, peça para ver o quarto antes de fechar!A cama até que é boa (box), café da manhã razoável.",23.0,1.0,0.0434782608695652,2.0,0.0165289256198347,1.0
"Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas.",40.0,12.0,0.3,39.0,0.1535433070866141,1.0
"Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios.",38.0,3.0,0.0789473684210526,4.0,0.0180995475113122,1.0
"Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente.",15.0,1.0,0.0666666666666666,1.0,0.0111111111111111,1.0
"bonito, confortável e com um preço HONESTO.",7.0,1.0,0.1428571428571428,7.0,0.1627906976744186,1.0
Pagar 89/109 reais numa porcaria daquela?,6.0,1.0,0.1666666666666666,1.0,0.024390243902439,0.0
"Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.",31.0,1.0,0.032258064516129,1.0,0.0056497175141242,1.0
É absurda a diferença entre a propaganda do hotel no site e na vida real.,15.0,0.0,0.0,0.0,0.0,1.0
Fiz a reserva animada com o preço honesto diante das promessas visuais e descritivas.,14.0,1.0,0.0714285714285714,1.0,0.0117647058823529,1.0
"Chegando ao hotel, o primeiro susto: pensei estar diante de uma obra para reforma, mas não!",16.0,1.0,0.0625,1.0,0.0109890109890109,1.0
Tratava-se do ambiente rotineiro do hotel.,6.0,1.0,0.1666666666666666,1.0,0.0238095238095238,1.0
"No quarto, lençol manchado e rasgado, pão e biscoito no chão, além do mau cheiro.",15.0,1.0,0.0666666666666666,1.0,0.0123456790123456,1.0
"Ao desistir da reserva, solicitei o estorno do cartão que foi prontamente atendido (imagino que não tenha sido a primeira hóspede a solicitar) e, neste momento, chega uma funcionária na recepção dizendo que havia um homem dormindo em um determinado quarto.",41.0,1.0,0.024390243902439,1.0,0.00390625,1.0
"Eis que a recepcionista diz que é para manda-lo sair, pois neste quarto não havia hóspede.",16.0,1.0,0.0625,1.0,0.0111111111111111,1.0
Precisa dizer mais?,3.0,1.0,0.3333333333333333,1.0,0.0526315789473684,0.0
Lamentável.....simplesmente horrível este hotel!,5.0,1.0,0.2,1.0,0.0208333333333333,1.0
"Após passar uma semana em lua de mel em um hotel excelente, eu e minha esposa, chegamos em Poa com a intenção de permanecer em um hotel com um custo razoável, e pelas fotos do site e pelo preço, resolvemos nos hospedar no mesmo.",44.0,2.0,0.0454545454545454,2.0,0.0087719298245614,1.0
"Ao chegar, já a primeira impressão, na recepção, foi ruim, pois além de estar em reforma a aparência era ruim.",20.0,1.0,0.05,1.0,0.009090909090909,1.0
"Ao chegar no quarto a sensação foi de espanto total, o quarto era mto velho, cheio de mofo, as cortinas rasgadas e imundas, a fiação aparecendo no teto, o banheiro podre, inclusive com uma esponja usada pendurada no registro.",39.0,1.0,0.0256410256410256,1.0,0.0044444444444444,1.0
Chegamos e saímos para o shopping para não precisar permanecer no hotel.,12.0,1.0,0.0833333333333333,1.0,0.0138888888888888,1.0
"Voltamos somente para dormir, tomamos banho com muito cuidado pois tudo era mto insalúbre e a noite malemal dormimos, pois o lugar era macabro e mto sujo.",27.0,1.0,0.037037037037037,1.0,0.0064935064935064,0.0
Na manhã seguinte não quisemos nem experimentar o cafe da manha e estávamos com mta coceira em todo o corpo.,20.0,1.0,0.05,1.0,0.0092592592592592,0.0
"Como postado em outro comentário, o local deveria realmente ser interditado....quem puder não fique lá....pois não irá se arrepender...é o típico barato que sai caro!",28.0,1.0,0.0357142857142857,1.0,0.0060240963855421,0.0
"Com base em minha pesquisa antes mesmo de conhecer o hotel supracitado, vi em consideração principalmente o aspécto do preço, já que minha permanência seria praticamente para dormir, pois trabalhei durante a semana toda no congresso.",36.0,1.0,0.0277777777777777,1.0,0.0042918454935622,1.0
"O fato de ser barato não quer dizer que deva ser ruim, de forma alguma, mas realmente me senti bastante confortável na dormida e no café que o mesmo oferecia, além da simpatia dos recepcionistas principalmente do Sr. Victor Cãncaro, se não me falha a memória.",46.0,3.0,0.0652173913043478,4.0,0.0154440154440154,0.0
"Tenho mais duas viagens marcadas para o mês o ano seguinte em Janeiro e em Julho, fato esse que levarei pelo menos mais 5 pessoas.",25.0,3.0,0.12,3.0,0.023076923076923,0.0
CVonsiderem-me hospedado!,2.0,1.0,0.5,2.0,0.08,0.0
Grato.,1.0,1.0,1.0,1.0,0.1666666666666666,0.0
Dan Barreto.,2.0,2.0,1.0,2.0,0.1666666666666666,0.0
O hotel é o pior que já fiquei nos últimos anos.,11.0,0.0,0.0,1.0,0.0208333333333333,1.0
"Se tivesse uma avaliação pior que horrível eu atribuiri.O hotel é muito sujo,só fiquei no hotel porque cheguei em porto alegre as 23:00 e não consegui nenhum outro hotel para mudar.",33.0,1.0,0.0303030303030303,2.0,0.011049723756906,1.0
"Achei uma barata morta no box do banheiro, e por sinal estava a muito tempo lá, já estava até grudada no chão e a marca dela no piso.",28.0,1.0,0.0357142857142857,1.0,0.0075187969924812,0.0
"O carpet era nojeto,empoeirado, fedorento, encardido, etc.O hotel passa por reformas e tem fios soltos pelo corredor.",19.0,0.0,0.0,2.0,0.017094017094017,1.0
"Fui acordado com pedreiros cantando boate azul na porta do que eles chama de apto, dormi de roupa porque fiquei com nojo dos lençois, o coberto parecia mais bacheiro de cavalo, duro de peira e impossível de usar.",38.0,1.0,0.0263157894736842,1.0,0.0047169811320754,0.0
Acho aconselhável que a vigilância sanitária faça uma vistoria nesse hotel.,11.0,1.0,0.0909090909090909,1.0,0.0133333333333333,1.0
O conselho que dou não se hospedem nesse chiqueiro!!,9.0,0.0,0.0,1.0,0.0192307692307692,0.0
!,0.0,0.0,0.0,0.0,0.0,0.0
Minha experiência foi desagradavel.,4.0,1.0,0.25,1.0,0.0285714285714285,0.0
A começar pelo recepcionista que cobrou o valor de uma diaria de um quarto como valor de diária de apto.,20.0,0.0,0.0,1.0,0.0096153846153846,1.0
No minimo deve ter embolsado o valor que sobrou pois tirou o troco certo da gaveta mas me deu a menos e não guardou o restante deixiu encima do balcão.,30.0,1.0,0.0333333333333333,1.0,0.0066225165562913,0.0
"Um quarto horrivel, um banheiro mau feito, uma cama desconfortavel, barulhos á noite toda.",14.0,1.0,0.0714285714285714,1.0,0.0111111111111111,1.0
Isto que só fiquei por uma noite.,7.0,1.0,0.1428571428571428,1.0,0.0303030303030303,0.0
Fotos que não mostram á realidade.,6.0,1.0,0.1666666666666666,1.0,0.0294117647058823,0.0
Nunca mais me hospedo lá.,5.0,1.0,0.2,1.0,0.04,0.0
Isto tudo aconteceu neste feriado de 20 de setembro de 2012.,11.0,1.0,0.0909090909090909,1.0,0.0166666666666666,0.0
Fora que o hotel está sendo reformado e tem entulhos por todos os lados.,14.0,1.0,0.0714285714285714,1.0,0.0138888888888888,1.0
O quarto é minusculo.,4.0,0.0,0.0,1.0,0.0476190476190476,1.0
Muito apertado e sem iluminação.,5.0,1.0,0.2,1.0,0.03125,0.0
O elevador parece que vai cair.,6.0,0.0,0.0,1.0,0.032258064516129,0.0
"Minha experiência foi bem agradável no hotel, fiquei em um apartamento muito limpo, tudo novinho e reformado.",17.0,1.0,0.0588235294117647,1.0,0.0091743119266055,1.0
"Achei o hotel na internet, fiquei na dúvida, mas de fato foi remodelado e tem um ótimo preço, tornado-se uma excelente opção de custo x beneficio.",26.0,1.0,0.0384615384615384,1.0,0.0068493150684931,1.0
"Fiz uma reserva neste hotel e qdo cheguei lá descobri q quase todos os quartos estavam reservados para uma construtora ou seja mais de 100 homens e só eu de mulher, meu namorado ficou louco de raiva por causa disso então eles me mudaram para um outro hotel da mesma rede",51.0,1.0,0.0196078431372549,1.0,0.0037037037037037,1.0
"Chegamos neste hotel por volta das 23 hs e apesar de termos avisado da chegada neste horario, disseram que não havia mais quartos.",23.0,1.0,0.0434782608695652,1.0,0.0076923076923076,1.0
"|Na verdade como os proprios atendentes disseram, mais de 50% dos quartos estão inabitaveis, pois é mofo e bolor por todo hotel.",22.0,1.0,0.0454545454545454,1.0,0.0078125,1.0
"Num país sério ou numa cidade onde existisse um pouco de consideração com o ser huamano, este local já deveria estar interditado ha tempos.",24.0,1.0,0.0416666666666666,1.0,0.0071942446043165,0.0
"Não tivemos como arrumarmos outro hotel naquela hora e resolvemos ficar por lá num dos quartos que na cabeça deles estava habitavel, mas nos arrependemos até a morte, pois seria melhor dormirmos na rua que naquela pocilga.",37.0,1.0,0.027027027027027,1.0,0.0045045045045045,1.0
