sentence,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,count_dictionary_words,count_named_entities,count_number_date_time,future_tense,count_url,count_elongated,count_mentions,emoji_polarity_score,emoticon_polarity_score,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
"Comi as palavras sem pensar direito , e ainda assim a experiência foi tão voraz quanto foi em a apreciação visual . ",2.0,1.0,4.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007272727272727,0.0159999999999998,0.0066363636363636,0.146,0.0222727272727272,0.49,0.0113181818181818,0.249,-0.0100454545454545,-0.2209999999999999,0.1483636363636363,3.264,0.0754545454545454,1.66,0.1172727272727272,2.58,0.1327727272727273,2.9210000000000003,0.0643181818181818,1.415,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.05,1.0,0.0086206896551724,0.0
"Motivados por anseios e vontades pessoais , os personagens ocupam - se em fazer aquilo que consideram o mais adequado , seja para o seu próprio benefício ou para um fim mais filantrópico ( e ainda assim muito egoísta ) . ",5.0,3.0,5.0,1.0,3.0,5.0,0.0,5.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,0.1219512195121951,0.1219512195121951,0.1219512195121951,0.1219512195121951,-0.0572682926829268,-2.348,0.0190243902439024,0.78,-0.0372439024390243,-1.527,-0.0385121951219512,-1.579,-0.0130975609756097,-0.5369999999999998,0.0962439024390243,3.946,0.0190243902439024,0.78,0.041390243902439,1.697,0.0606585365853658,2.487,0.0400731707317073,1.6429999999999998,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0277777777777777,1.0,0.004524886877828,0.0
"O desrespeito , as condições sobre humanas com as quais elas têm que lidar a o serem jogadas em um hospício , para evitar o contágio de a "" doença "" são narrados por o autor de forma impactante , e nos fazem refletir sobre a nossa humanidade . ",2.0,8.0,0.0,3.0,1.0,9.0,0.0,8.0,0.0,4.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,0.0816326530612244,0.0816326530612244,0.0816326530612244,0.0816326530612244,0.0171428571428571,0.8400000000000003,-0.0243265306122448,-1.192,0.0201836734693877,0.989,0.0323061224489795,1.5830000000000002,0.0094489795918367,0.4630000000000001,0.1148979591836734,5.630000000000001,0.0850204081632653,4.166,0.1023877551020408,5.017,0.1026734693877551,5.031,0.0254489795918367,1.247,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0040983606557377,0.0
"Minha mãe tinha esse livro em a estante , em a verdade tinha esse e os dois próximos ( Lua Nova e Eclipse ) e eles ficavam lá , juntando poeira , até que um dia resolvi ler . ",0.0,2.0,1.0,0.0,3.0,6.0,0.0,7.0,2.0,1.0,3.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0512820512820512,0.0512820512820512,0.0512820512820512,0.0512820512820512,0.0152820512820512,0.5960000000000001,-0.0389230769230769,-1.518,0.0171282051282051,0.668,0.0237948717948717,0.928,0.0,0.0,0.0516410256410256,2.014,0.0389230769230769,1.518,0.0678974358974359,2.648,0.0528205128205128,2.06,0.0,0.0,33.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,0.1212121212121212,4.0,0.0228571428571428,0.0
Leia um trecho de a história : Primeiro se se situe : ( Vale dizer que eles estavam em um restaurante ) Carlos Evandro = Amigo de o namorado de a Malu . ,0.0,4.0,1.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,4.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011090909090909,0.3660000000000001,-0.0604545454545454,-1.995,0.0495151515151515,1.634,0.0590909090909091,1.95,0.0,0.0,0.097030303030303,3.202,0.1164545454545454,3.843,0.1695151515151515,5.593999999999999,0.1276969696969696,4.214,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,0.2333333333333333,7.0,0.0457516339869281,0.0
"Depois nos orgulhamos de Kate , para nos decepcionarmos com ela mais a frente . ",0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0093333333333333,-0.14,-0.0648666666666666,-0.973,0.0105999999999999,0.1589999999999999,0.0006,0.009,0.0644666666666666,0.967,0.0782666666666666,1.174,0.0648666666666666,0.973,0.1013999999999999,1.521,0.103,1.545,0.0644666666666666,0.967,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.1538461538461538,2.0,0.025,1.0
A melancolia feliz de o povo brasileiro . ,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.25,0.25,0.25,0.25,0.277375,2.2190000000000003,0.076,0.608,0.1105,0.884,0.195,1.56,-0.12225,-0.978,0.277375,2.2190000000000003,0.31925,2.5540000000000003,0.319,2.552,0.346,2.768,0.12225,0.978,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0238095238095238,1.0
"não irão se arrepender , até hoje foi o melhor que já li ! ",1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0707857142857143,0.991,-0.0485,-0.679,0.0731428571428571,1.024,0.0719285714285714,1.007,-0.0088571428571428,-0.124,0.0707857142857143,0.991,0.0806428571428571,1.129,0.0731428571428571,1.024,0.0719285714285714,1.007,0.0088571428571428,0.124,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0
Sem duvida ... umas de as melhores obras escritas por um humano . ,1.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,-0.0623846153846153,-0.8109999999999999,-0.0748461538461538,-0.973,-0.08,-1.04,-0.0374615384615384,-0.4869999999999999,0.0449230769230769,0.584,0.1419230769230769,1.845,0.0748461538461538,0.973,0.2092307692307692,2.72,0.157,2.041,0.0449230769230769,0.584,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0909090909090909,1.0,0.0151515151515151,1.0
Leitura recomendada ! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736666666666666,0.521,-0.2413333333333333,-0.724,0.1906666666666666,0.572,0.2019999999999999,0.606,0.0,0.0,0.1736666666666666,0.521,0.2413333333333333,0.724,0.1906666666666666,0.572,0.2019999999999999,0.606,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0454545454545454,1.0
"Em o entanto , o tema é , de fato , mto bom . ",1.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1667142857142857,2.334,-0.1197857142857142,-1.677,0.1875714285714285,2.626,0.1580714285714285,2.213,0.0,0.0,0.1667142857142857,2.334,0.1197857142857142,1.677,0.1875714285714285,2.626,0.1580714285714285,2.213,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.0,0.0217391304347826,1.0
"A leitura te agarra , te sufoca , te arrasta , te tirar o ar . ",0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.0625,0.029375,0.47,-0.0279374999999999,-0.4469999999999999,-0.012375,-0.198,0.0171874999999999,0.2749999999999999,-0.0280625,-0.449,0.03575,0.5720000000000001,0.0625625,1.001,0.083875,1.342,0.0585625,0.937,0.0280625,0.449,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0158730158730158,1.0
"Não há como negar , o livro realmente é excelente . ",1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.0313636363636363,0.345,-0.0163636363636363,-0.18,0.0456363636363636,0.502,0.0305454545454545,0.3359999999999999,0.0018181818181818,0.02,0.0969999999999999,1.067,0.0163636363636363,0.18,0.0963636363636363,1.06,0.0596363636363636,0.656,0.0018181818181818,0.02,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,1.0,0.0192307692307692,1.0
O livro é tudo de bom . ,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1091428571428571,0.764,-0.1141428571428571,-0.7989999999999999,0.128,0.896,0.1298571428571428,0.909,-0.0115714285714285,-0.081,0.1091428571428571,0.764,0.1638571428571428,1.147,0.128,0.896,0.1298571428571428,0.909,0.0115714285714285,0.081,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0416666666666666,1.0
"Primeiro livro de o Sidney Sheldon que eu li , e , como podem ver em a minha estante , valeu muito a pena . ",0.0,1.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,0.02912,0.728,0.00192,0.048,0.0082399999999999,0.2059999999999999,0.03012,0.7530000000000001,0.01744,0.436,0.09056,2.264,0.07976,1.994,0.05896,1.474,0.08108,2.027,0.0268,0.67,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.1428571428571428,3.0,0.0277777777777777,1.0
1984 é um livro com uma história com um enredo extremamente simples . ,1.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.2307692307692307,0.2307692307692307,0.2307692307692307,0.2307692307692307,-0.0817692307692307,-1.0630000000000002,0.0586923076923076,0.763,-0.1097692307692307,-1.427,-0.0506923076923076,-0.659,-0.0193076923076923,-0.251,0.1363846153846153,1.7729999999999997,0.0586923076923076,0.763,0.1948461538461538,2.533,0.1234615384615384,1.6049999999999998,0.0193076923076923,0.251,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0
"Gostei de o livro , porém tenho que acrescentar que é um livro muito forte . ",1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.1875,0.1875,0.1875,0.1875,-0.044875,-0.718,-0.0475625,-0.761,-0.0380625,-0.609,-0.0144374999999999,-0.2309999999999999,0.0345625,0.553,0.1397499999999999,2.236,0.0740625,1.185,0.1595625,2.5530000000000004,0.1359375,2.175,0.0345625,0.553,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0714285714285714,1.0,0.0129870129870129,1.0
"Sem dúvidas , um de os melhores livros que já li . ",1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,-0.0675833333333333,-0.8109999999999998,-0.0810833333333333,-0.973,-0.0866666666666666,-1.04,-0.0405833333333333,-0.4869999999999997,0.0486666666666666,0.584,0.1537499999999999,1.845,0.0810833333333333,0.973,0.2266666666666666,2.72,0.1700833333333333,2.041,0.0486666666666666,0.584,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.0,0.0196078431372549,1.0
"De 1995 , Ensaio Sobre a Cegueira é mais um livro fantástico de o português José Saramago . ",1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,-0.0394444444444444,-0.7099999999999999,-0.0609999999999999,-1.098,0.0409444444444444,0.737,0.0382777777777777,0.6890000000000001,0.0433888888888888,0.781,0.1543333333333333,2.778,0.1565555555555555,2.818,0.2435,4.383,0.1988333333333333,3.579,0.0433888888888888,0.781,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.375,6.0,0.0652173913043478,1.0
"Os personagens são super consistentes , a trama é muito bem feita . ",2.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.2307692307692307,0.2307692307692307,0.2307692307692307,0.2307692307692307,0.0131538461538461,0.171,0.0813076923076923,1.057,0.0409230769230769,0.532,0.0309230769230769,0.402,0.0425384615384615,0.553,0.1313076923076923,1.707,0.0813076923076923,1.057,0.1318461538461538,1.714,0.1289230769230769,1.6760000000000002,0.0425384615384615,0.553,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0909090909090909,1.0,0.0147058823529411,1.0
O melhor livro brasileiro que já li . ,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.25,0.25,0.25,0.25,0.054,0.432,0.028125,0.225,0.016875,0.135,0.027875,0.223,-0.0155,-0.124,0.054,0.432,0.028125,0.225,0.016875,0.135,0.027875,0.223,0.0155,0.124,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0263157894736842,1.0
"É um livro envolvente em muitos aspectos , porém achei ele muito repetitivo em certos pontos . ",2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,-0.0307647058823529,-0.5229999999999998,0.0083529411764705,0.142,-0.1464705882352941,-2.49,-0.0795882352941176,-1.353,-0.0049411764705882,-0.0839999999999999,0.143,2.431,0.0083529411764705,0.142,0.1464705882352941,2.49,0.1142941176470588,1.943,0.0699999999999999,1.19,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0
"O final é previsível , mas não decepcionante . ",2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0185555555555555,0.167,0.0202222222222222,0.182,-0.0051111111111111,-0.046,0.0067777777777777,0.061,-0.0132222222222222,-0.119,0.0185555555555555,0.167,0.0202222222222222,0.182,0.0051111111111111,0.046,0.0067777777777777,0.061,0.0132222222222222,0.119,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0212765957446808,1.0
"E o Edward nem personalidade tem , é uma casca bonita . ",1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1411666666666667,1.6940000000000002,0.0145833333333333,0.175,0.13375,1.605,0.1323333333333333,1.588,0.0008333333333333,0.01,0.1411666666666667,1.6940000000000002,0.1229166666666666,1.475,0.13375,1.605,0.1323333333333333,1.588,0.0008333333333333,0.01,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,2.0,0.0357142857142857,1.0
Me arrependi de um dia ter achado chato . ,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0198888888888888,0.179,-0.1376666666666666,-1.239,0.0531111111111111,0.478,0.0631111111111111,0.5680000000000001,0.0483333333333333,0.435,0.3232222222222222,2.9090000000000003,0.215,1.935,0.3044444444444444,2.74,0.2897777777777778,2.608,0.0987777777777777,0.889,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.0238095238095238,1.0
"É um livro envolvente , que você não tem vontade de largar . ",1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0458461538461538,0.5960000000000001,-0.0703846153846153,-0.915,0.1087692307692307,1.414,0.1113076923076923,1.447,0.0,0.0,0.1549230769230769,2.014,0.1793076923076923,2.331,0.261076923076923,3.394,0.1983846153846154,2.579,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0
Esse sem duvidas foi um de os melhores livros que eu ja li . ,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,-0.0579285714285714,-0.8109999999999998,-0.0694999999999999,-0.973,-0.0742857142857142,-1.04,-0.0347857142857142,-0.4869999999999997,0.0417142857142857,0.584,0.1317857142857142,1.845,0.0694999999999999,0.973,0.1942857142857142,2.72,0.1457857142857142,2.041,0.0417142857142857,0.584,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0769230769230769,1.0,0.0163934426229508,1.0
"Ler "" Ensaio Sobre a Cegueira "" é uma experiência devastadora , única . ",2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047857142857142,-0.0670000000000001,0.0563571428571428,0.789,0.0115714285714285,0.162,0.003,0.042,0.0557857142857142,0.781,0.1430714285714285,2.003,0.0580714285714285,0.8130000000000001,0.1305714285714285,1.828,0.1285714285714286,1.8,0.0557857142857142,0.781,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.3333333333333333,4.0,0.0555555555555555,1.0
ele te prende mais por causa de a personagem de o que por o enredo . ,0.0,4.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171875,1.875,-0.121625,-1.946,0.1558749999999999,2.494,0.131625,2.1060000000000003,0.0,0.0,0.1171875,1.875,0.121625,1.946,0.1558749999999999,2.494,0.131625,2.1060000000000003,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0
Sem aquelas palavras lindas . ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,-0.1238,-0.619,0.0,0.0,-0.178,-0.89,-0.1396,-0.698,0.1167999999999999,0.584,0.1238,0.619,0.0,0.0,0.178,0.89,0.1396,0.698,0.1167999999999999,0.584,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0333333333333333,1.0
Eu poderia e devria ter lido coisa melhor . ,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.097,0.873,0.0671111111111111,0.604,0.0207777777777777,0.187,0.0486666666666666,0.438,-0.039,-0.351,0.097,0.873,0.0671111111111111,0.604,0.0207777777777777,0.187,0.0486666666666666,0.438,0.039,0.351,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.0227272727272727,1.0
"Pontos Positivos : Além de a história ser tudo de bom , ela faz uma grande critica a o capitalismo que exclui os mas necessitados . ",3.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0918846153846154,2.389,-0.0950384615384615,-2.471,0.0975,2.535,0.1060384615384615,2.757000000000001,-0.0051538461538461,-0.134,0.0918846153846154,2.389,0.1337307692307692,3.4770000000000003,0.0975,2.535,0.1060384615384615,2.757000000000001,0.0051538461538461,0.134,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.125,3.0,0.0227272727272727,1.0
Leitura obrigatória para os amantes de a literatura . ,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725555555555556,2.4530000000000003,-0.3551111111111111,-3.196,0.3247777777777778,2.923,0.3175555555555556,2.858,0.0,0.0,0.2725555555555556,2.4530000000000003,0.3551111111111111,3.196,0.3247777777777778,2.923,0.3175555555555556,2.858,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.0185185185185185,1.0
"Talvez porque consegui entender o motivo de tantos terem se empolgado com o texto e , apesar de isso , o livro não me tocou , não conseguiu mexer com mim . ",0.0,3.0,4.0,1.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.09375,0.09375,0.09375,0.09375,0.07434375,2.379,-0.06715625,-2.149,0.0726874999999999,2.326,0.076375,2.444,-0.00353125,-0.113,0.07434375,2.379,0.08865625,2.837,0.0759374999999999,2.43,0.076375,2.444,0.00671875,0.215,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0357142857142857,1.0,0.0064102564102564,1.0
"Com uma leitura agradável e a o mesmo tempo chocante e perturbadora , 1984 em os dá a impressão de não estarmos longe de tamanho caos . ",5.0,4.0,2.0,1.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.0753333333333333,2.0340000000000003,-0.1138888888888888,-3.075,0.0757037037037037,2.044,0.093037037037037,2.5120000000000005,0.0035925925925925,0.097,0.1321481481481481,3.568,0.137074074074074,3.701,0.1388888888888889,3.75,0.1322222222222222,3.5700000000000003,0.009,0.243,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.04,1.0,0.0073529411764705,1.0
O livro é simplesmente indispensável ! ,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0256410256410256,1.0
