sentence,count_dictionary_words,count_named_entities,count_number_date_time,future_tense,subjectivity
Quem quer ver o trailer de o filme que vai sair ( ou não . ,13,0,0,0,0
"Assim , o povo só recebia o suficiente para sua sobrevivência , e estava sempre em estado de alerta , esperando que o Partido ( o Big Brother ) tivesse uma solução . ",25,2,0,0,0
Ele vem a o vilarejo e é trapaciado por um vendedor . ,10,0,0,0,0
Esse livro fala sobre discussões entre mães e filhas ás vezes discussões séris outras vezes engraçadas . ,14,0,0,0,0
"Comi as palavras sem pensar direito , e ainda assim a experiência foi tão voraz quanto foi em a apreciação visual . ",20,0,0,0,0
"Motivados por anseios e vontades pessoais , os personagens ocupam - se em fazer aquilo que consideram o mais adequado , seja para o seu próprio benefício ou para um fim mais filantrópico ( e ainda assim muito egoísta ) . ",34,0,0,0,0
"O desrespeito , as condições sobre humanas com as quais elas têm que lidar a o serem jogadas em um hospício , para evitar o contágio de a "" doença "" são narrados por o autor de forma impactante , e nos fazem refletir sobre a nossa humanidade . ",43,0,0,0,0
"Minha mãe tinha esse livro em a estante , em a verdade tinha esse e os dois próximos ( Lua Nova e Eclipse ) e eles ficavam lá , juntando poeira , até que um dia resolvi ler . ",33,2,2,0,0
Leia um trecho de a história : Primeiro se se situe : ( Vale dizer que eles estavam em um restaurante ) Carlos Evandro = Amigo de o namorado de a Malu . ,26,4,0,0,0
"Depois nos orgulhamos de Kate , para nos decepcionarmos com ela mais a frente . ",12,1,0,0,1
A melancolia feliz de o povo brasileiro . ,7,0,0,0,1
"não irão se arrepender , até hoje foi o melhor que já li ! ",12,0,0,0,1
Sem duvida ... umas de as melhores obras escritas por um humano . ,11,0,0,0,1
Leitura recomendada ! ,2,0,0,0,1
"Em o entanto , o tema é , de fato , mto bom . ",9,0,0,0,1
"A leitura te agarra , te sufoca , te arrasta , te tirar o ar . ",12,0,0,0,1
"Não há como negar , o livro realmente é excelente . ",9,0,0,0,1
O livro é tudo de bom . ,6,0,0,0,1
"Primeiro livro de o Sidney Sheldon que eu li , e , como podem ver em a minha estante , valeu muito a pena . ",19,1,0,0,1
1984 é um livro com uma história com um enredo extremamente simples . ,11,0,1,0,1
"Gostei de o livro , porém tenho que acrescentar que é um livro muito forte . ",14,0,0,0,1
"Sem dúvidas , um de os melhores livros que já li . ",10,0,1,0,1
"De 1995 , Ensaio Sobre a Cegueira é mais um livro fantástico de o português José Saramago . ",15,1,2,0,1
"Os personagens são super consistentes , a trama é muito bem feita . ",11,0,0,0,1
O melhor livro brasileiro que já li . ,7,0,0,0,1
"É um livro envolvente em muitos aspectos , porém achei ele muito repetitivo em certos pontos . ",15,0,0,0,1
"O final é previsível , mas não decepcionante . ",6,0,0,0,1
"E o Edward nem personalidade tem , é uma casca bonita . ",9,1,0,0,1
Me arrependi de um dia ter achado chato . ,8,0,1,0,1
"É um livro envolvente , que você não tem vontade de largar . ",11,0,0,0,1
Esse sem duvidas foi um de os melhores livros que eu ja li . ,12,0,1,0,1
"Ler "" Ensaio Sobre a Cegueira "" é uma experiência devastadora , única . ",10,0,0,0,1
ele te prende mais por causa de a personagem de o que por o enredo . ,15,0,0,0,1
Sem aquelas palavras lindas . ,4,0,0,0,1
Eu poderia e devria ter lido coisa melhor . ,7,0,0,0,1
"Pontos Positivos : Além de a história ser tudo de bom , ela faz uma grande critica a o capitalismo que exclui os mas necessitados . ",23,0,0,0,1
Leitura obrigatória para os amantes de a literatura . ,8,0,0,0,1
"Talvez porque consegui entender o motivo de tantos terem se empolgado com o texto e , apesar de isso , o livro não me tocou , não conseguiu mexer com mim . ",28,0,0,0,1
"Com uma leitura agradável e a o mesmo tempo chocante e perturbadora , 1984 em os dá a impressão de não estarmos longe de tamanho caos . ",24,0,1,0,1
O livro é simplesmente indispensável ! ,5,0,0,0,1
"Eu não sei , mais eu não gostaria de ser comparada com a Bella , eu realmente não gosto de ela , acho ela muito tonga HAHA . ",21,1,0,0,1
"Jorge Amado retrada bem o seu modo de linguagem fácil de escrita , nos proporcionando prazer a o ler esta história . ",19,1,0,0,1
"O livro é maravilhosamente bem escrito ( aqui parabenizo também os tradutores Alexandre Hubner e Heloisa Jahn ) , e flui de uma forma que você não sente . ",20,2,0,0,1
Já li 3 vezes e recomendo ! ,5,0,1,0,1
a cada página que vai lendo você fica muito tenso . ,10,0,0,0,1
"O primeiro de eles , é que concerteza ele é uma de as maiores obra-primas de o século XX em termos de literatura . ",19,0,1,0,1
"Em o final de o livro há um grande momento de tensão , mas repito não se deixe levar por a franquia em o cinema , leia o livro antes de tudo ! ",30,0,0,0,1
"1984 não é apenas mais um livro de política , mas uma metáfora de uma realidade que inexoravelmente estamos construindo . ",18,0,2,0,1
"Em a minha opinião , o livro é muito interessante pois mostra que antigamente já existiam crianças abandonadas e que acima de tudo , a diferença entre as classes sociais e os preconceitos que isso gera . ",34,0,0,0,1
"Contando a história de um grupo de meninos de rua de a Bahia o autor mergulha em um mundo de abandono , revolta social e ainda conta o nascimento de o amor de Pedro Bala e Dora carregado de o desejo carnal e muita ternura . ",43,3,0,0,1
"As discussões entre as personagens Maria de Lourdes e Angela Cristina , A as vezes sérias , outras vezes engraçadas ; A as vezes importantes , outras vezes irrelevantes , são contadas com ritmo e humor por a jovem autora . ",31,2,0,0,1
"Apresentou vamipros sobre uma nova ótica - patética , diga - se de passagem ( vampiros bonzinhos e apixonados , isso não existe ) , mas ainda assim reconheço alguma originalidade . ",22,0,0,0,1
"É uma obra genial , difícil de ser analisada , por o menos para mim , o entendimento de este livro é único para cada leitor . ",23,0,0,0,1
É um livro impossível de ser largado . ,7,0,0,0,1
"Sem sombra de dúvida é um de os melhores livros que já li , Sidney Sheldon entrou pra minha lista de autores preferidos com ele e Tracy Whitney ganhou mais uma fã , como eu torci por essa personagem , acho que nunca encontrei uma protagonista que eu admirasse tanto , e creio que não estou sozinha em essa , uma amiga cogitou a hipótese de dar a sua filha , quando ela tiver uma , o nome de Tracy . ",68,3,3,0,1
Uma história que te prende de o inicio a o fim . ,11,0,0,0,1
Acho o que mais me fez gostar foi a maneira que o li . ,13,0,0,0,1
"É facil de ler e entender , a história é boa de o tipo q eu gosto foge de a nossa xata realidade . ",20,0,0,0,1
Deixo claro que acho o livro interessante . ,7,0,0,0,1
"É tao magico , todo o livro , os personagens , cada ponto cada vírgula é perfeito . ",13,0,0,0,1
"Sem dúvida , é um de os melhores livros que eu já li ! ",12,0,1,0,1
O livro possui uma narrativa cativante e - por o modo como os fatos e conflitos são apresentados a o leitor - surpreendente . ,21,0,0,0,1
"O livro é muito água com açúcar , não acontece nada com nada , só o romance que é MUITO gostoso rs mas fora isso não acontece nada . ",25,1,0,0,1
"ps : ainda sou completamente apaixonada por Jeff Stevens , o cara é perfeito ! ",11,1,0,0,1
"começa bem até a parte que o "" vampiro "" brilha ! ",9,0,0,0,1
Essa é a narrativa de o vazio e de o niilismo totais . ,12,0,0,0,1
"E o leitor acompanha , se emocionando com a jornada árdua , difícil e divertida de a Srta . Withney . ",15,2,0,0,1
"Leia esse livro urgentemente , antes que o mundo acabe , ou pior antes que o Grande Irmão chegue . ",16,1,0,0,1
"Achei trocentas vezes mais interessante de o que o filme , com tiradas de humor muito boas , uma redação sagaz que não te deixa desgrudar os olhos um segundo sequer , e um Edward bem menos panacão de o que em o filme . . ",38,1,1,0,1
"É bem pra adolescente mesmo , as histórias são engraçadas e tal , achei divertido ! ",12,0,0,0,1
"Em crepúsculo a gente viaja em um mundo simplismente onde nada é real em nosso mundo , e nada mesmo . ",18,0,0,0,1
"um livro forte e muito bom , uma critica forte a qualquer ditadura , tanto as de direita quanto as de "" pseudo "" esquerda , que veem se tornando mais comuns mesmo depois de a queda de a URSS , esse livro não mostra uma história boa e feliz e sim um romanse tenso e cruel , muitas vezes sufocante , mas leva a uma reflexão profunda e a mim ajudou a reformular conceitos políticos . ",64,1,1,0,1
Mas me decepicionei . ,2,0,0,0,1
Um bom passatempo para divertir . ,5,0,0,0,1
"Publicado em 1937 , a obra parece conter os ingredientes necessários para se manter contemporânea : a retratação de a desigualdade social , oriunda de uma vivência intensa de a parte de o autor em as ruas de Salvador e até em o Trapiche - lugar de paz e acalanto para os capitães de a areia , que em este refúgio guardam os objetos furtados e descansam . ",60,2,1,0,1
Um livro para se ter em a cabeceira de a cama . ,11,0,0,0,1
"Outra coisa que me fez gostar ainda mais de o livro foi descobrir que foi de ele que saiu a sala 101 de o filme Matrix , rs . ",24,1,1,0,1
Não se sai ileso de uma leitura como esta- e o resultado de a reflexão é algo que vale muito a pena . ,21,0,0,0,1
Além de dar boas risadas estarão contribuindo com a divulgação de nossos autores nacionais ! ,14,0,0,0,1
"Eu já queria ler esse livro fazia algum tempo por ouvir falar o quanto ele era bom , só que eu me decepcionei , por mais que a história seja muito boa se bem analisada , o livro é cansativo já que a todo o momento o personagem principal narra toda a história de ele de forma negativa . ",55,0,0,0,1
Mas esse até que é bem legal de ler . ,9,0,0,0,1
"Para quem gosta de desvendar mistérios , é uma excelente leitura . ",10,0,0,0,1
Mas coom certeza vale a pena chegar a o fim ! ,9,0,0,0,1
"Com uma narrativa fácil e contagiante , você é levado a viver a paixão de Bella . ",13,1,0,0,1
As vezes um pouquinho exagerado em o mel ( cuidado diabéticos ! ,10,0,0,0,1
Uma história tocante que em os mostra o cotidiano de os meninos de rua . ,13,0,0,0,1
"Apesar de antigão , é uma leitura gostosa , com a linguagem bem moderna . ",12,0,0,0,1
Mas é uma história bem diferente de tudo que já vimos e não deixa de ser incrível por o fato de ser um pouco melosa . ,25,0,0,0,1
E acabei devorando o restante de o livro . ,8,0,0,0,1
Nossa em a minha opinião o melhor livro de Sheldon uma história apaixonante . ,11,1,0,0,1
Sem falar de um romance maravilhoso . ,6,0,0,0,1
Não achei a história empolgante como muitos me disseram . ,9,0,0,0,1
"hahaha Eu gostei de o livro , é um livro bem para pré adolescentes , digamos , mas mesmo assim gostei de ter lido . ",20,0,1,0,1
"Taí , gostei de esse livro de Thalita ! ",6,2,0,0,1
A narrativa é perfeita . ,4,0,0,0,1
"É um livro super divertido , e apesar de ser para adolescente recomendo que pessoas de todas as idades leiam . ",19,0,0,0,1
O livro com uma historia perfeita e personagens mais ainda ! ,10,0,0,0,1
Um de os melhores livros q já li ! ,8,0,1,0,1
"Gostei muito de os Cullen que são meus personagens famoritos , a familia mais badalada em o momentos e claro os vampiros nômades , principalmente Victória , Bom como ja dizia o titulo de a minha resenha , Crepúsculo é um livro simples , normal , mas é um livro bom ! ",41,4,0,0,1
"Mas advirto : Só leia - o quando tiver tempo , pois não vai mais conseguir parar ! ",14,0,0,0,1
Leitura MUITO RECOMENDADA ! ,3,0,0,0,1
"ESSE LIVRO É MUITO PODRE , TEM UM VOCABULÁRIO POBRE E SEM GRAÇA . ",12,3,0,0,1
O final não deixou nada a desejar . ,7,0,0,0,1
"Enfim , gosto de o livro e recomendo . ",7,0,0,0,1
"Tanto um , quanto o outro eu recomendo , pois são incríveis . ",10,0,1,0,1
"Um bom livro , mas sem dúvidas não é o melhor de o autor . ",13,0,0,0,1
"A história é envolvente , tem diálogos interessantes , principalmente os sobre quadrinhos e bons personagens . ",14,0,0,0,1
Stephenie Meyer sucks . ,0,1,0,0,1
Adorei o livro mesmo que digam que não é bom . ,10,0,0,0,1
A trama se desenrola com uma naturalidade surpreendente . ,8,0,0,0,1
Umas de as maiores obras primas de Sidney Sheldon e a minha também . ,11,1,0,0,1
Mas a revira volta de sua história acaba acontecendo de forma súbita e muito bem tramada . ,16,0,0,0,1
"Não fosse o fato de que vampiros não vem humanos como seres igualitários e sim como alimento , a trama se torna mais bizarra ainda , pois a escritora Stephenie Meyer se acha em o direito de mudar totalmente as regras de um ser implantado em a mitologia urbana , criando novas regras para os vampiros , como por exemplo brilharem em o sol , em o mínimo patético . ",62,1,1,0,1
Terminar de ler um livro assim sempre deixa deprimido . ,9,1,0,0,1
"Gostei muito ( porém sou suspeita pois , me identifiquei muito com o personagem principal - Holden Caulfield ) . ",13,1,0,0,1
"A o mesmo tempo , demonstra lirismo em certos momentos . ",9,0,0,0,1
"Como todos sabem , ele é bem romântico , e , em algumas partes te deixa com o coração em a mão . ",19,0,0,0,1
foi o 1º que eu li e foi amor imediato . ,9,0,0,0,1
"Achei o livro emocionante , e a cada pagina , me apaixonei por o livro .... ",13,0,0,0,1
"A história é boa , mas não é um livro que conseguiu prender minha atenção . ",14,0,0,0,1
"Sem ofensa para os que lera , mas ... esse livro é totalmente , debilmente despojado de qualquer forma de sublimidade ou cultura . ",20,0,0,0,1
Mas eu o recomendo a todos que queiram dar boas gargalhadas ! ,11,0,0,0,1
Muito alem de a febre que esse livro se tornou ele é magnifico ! ,11,0,0,0,1
"Eu li Crepúsculo há uns 3 anos , é claro que me tornei fã em a hora . ",15,1,1,0,1
"Vibramos por Jamie em o começo e por tudo que ele alcançou , mas o detestamos por o modo como trata Maggie . ",19,2,0,0,1
Um romance que faz as pessoas se envolvam totalmente . ,9,0,0,0,1
"Muito bom , recomendo ! ",3,0,0,0,1
"Quando me indicaram esse livro , eu não imaginei que estava prestes a ler um de os livros que mudasse a minha vida . ",22,0,1,0,1
"Genial , descrição perfeita ! ",3,1,0,0,1
Continuo achando a Bella Swan uma Emo idiota e oferecida u . ,8,2,0,0,1
"Então dae desperta uma grande curiosidade sobre o livro e resolvi ler sem esperar muito , mas o livro é incrível . ",19,0,0,0,1
"Jorge Amado , o autor de esse belo livro , conta as várias história de um grupo de pobres garotos de Salvador , Bahia , que roubam não só por prazer , mas para saciar sua fome de vingança de falta de carinho , injustiça e ódio de as autoridades , que judiavam de os mais pobres . ",50,3,0,0,1
"O que me assustou , comoveu e intrigou é o fato de um livro , que foi publicado por a primeira em 1949 , que narra como seria a vida de as pessoas , as nossas vidas 35 anos a a frente , ter uma mensagem tão pertinente e cabível para os tempos de hoje , 63 anos depois ! ",50,0,3,0,1
"É uma história que te deixa sem palavras , carregada de significados . ",11,0,0,0,1
Os personagens não são realmente desenvolvidos e o vampirismo é apenas um pano de fundo qualquer para uma paixonite adolescente . ,20,0,0,0,1
"A historia de prende de uma forma incrivel , acho que ja li por o menos umas 20 vezes , e mesmo assim ainda tenho vontade de vez em quando e começo tudo de novo , normalmente leio em 2 dias porque nao com si largar ele nem para comer ... Amo demais essa historia ! ",46,0,3,0,1
"Um clássico exemplar , cheio de mistérios e reviravoltas . ",8,0,0,0,1
"Um livro de ótima leitura , com certeza ! ",7,0,0,0,1
"Como toda boa adaptação , o livro crepúsculo simplesmente é péssimo ... mas isso se dá em relação a qualquer livro levado a o cinema . ",23,0,0,0,1
Um história fácil de ler e muito boa pra quem quer dar umas risadas de vez em quando ! ,18,0,0,0,1
"Crepúsculo com certeza é um livro perfeito , completamente irresistível , cheio de mistérios e um romance inexplicavelmente inexplicável de Bella e Edward : um vampiro que tinha sede de o sangue de Bella , mais que se torna o seu anjo em todas as horas em que pensava que iria morrer . ",45,3,0,0,1
Me decepsionei de novo . ,3,0,0,0,1
"Um livro com alma brasileira , que envolve , enriquece , um livro que transforma que o lê . ",15,0,0,0,1
"Confesso que , em o início , não fui muito com a cara de a história . ",14,1,0,0,1
É um romance bem escrito que apresenta muitos detalhes e dá a sensação de estar dentro de a história . ,19,0,0,0,1
"O início de o livro é bem interessante , pois conta um pouco de a história pessoal de Bella , Edward e de o próprio Jacob para podermos entender melhor o desenrolar de as ações . ",30,3,0,0,1
É apenas um bom livro que só começa a se tornar mais interessante a partir de a metade de a trama . ,21,0,0,0,1
"Vale a pena ler este livro e quem quiser , ver o filme . ",12,1,0,0,1
A línguagem é boa e envolvente . ,5,0,0,0,1
"Infelizmente só descobri o encantavel livro "" CAPITÃES DE AREIA "" a os 17 anos . ",11,1,1,0,1
"Não dá , não rolou ... foram as mais intermináveis 355 páginas de a minha vida . ",13,0,1,0,1
"O trecho explicativo em o livro de Orwell onde a personagem Winston lê o livro de o Goldstein , serve de alarme para que nós percebamos o que acontece com nossa sociedade , para que não aconteça a desesperança e o "" inumanismo "" . ",36,3,0,0,1
"Eu simplesmente amei a maneira carinhosa e detalhista que Jorge Amado descreve a rotina de essas crinças , seu personagem principal , Pedro Bala , é um menino sonhador , todos os personagens , em a minha opinião são extremamente carismáticos . ",34,2,0,0,1
"Não é um livro de leitura rápida , nem fácil . ",9,0,0,0,1
"A trama é movimentada , abrange um longo período de tempo e três gerações de a poderosa família Blackwell em uma trama de muitas reviravoltas , como é característico de o autor . ",29,1,1,0,1
"Finalmente , o livro é ótimo , uma leitura fácil , uma linguagem interessante e os diálogos são cativantes te fazendo querer saber mais sobre a vida de o personagem menos importante . ",29,0,0,0,1
Não entendo como esse livro virou um sucesso de vendas e ganhou adaptação para o cinema . ,16,0,0,0,1
"Um livro que apresenta com perfeição a essência de o ser humano e de a sociedade em que vivemos em os seus melhores e piores momentos , impossível não se identificar com passagens de a obra , concebida para nos levar a uma reflexão sobre nossos aspectos comportamentais e relação com o mundo . ",50,0,0,0,1
"Vale a pena ser lido por qualquer pessoa que queira se compreender melhor e compreender a sociedade em que vive , uma vez que estamos falando de algo que é muito mais que um livro , é uma experiência de vida . ",39,1,0,0,1
"Faz muito tempo desde a minha última leitura ( aproximadamente 10 anos ) mas o interessante é que não aconteceu o que geralmente acabou por acontecer com os livros que eu li em a época : de esse eu me lembro claramente de a história e de como era bem escrita , interessante e cheia de reviravoltas . ",52,0,1,0,1
"Eu adorei a personagem , ela realmente fez o que qualquer pessoa de carater fariA correu atras de quem a pois em a prisão sem ela não ter feito nada ! ",27,0,0,0,1
O livro não passa de um completo desastre . ,8,0,0,0,1
"E. também , um de os melhores livros nacionais de todos os tempos ! ",12,0,1,0,1
Crepúsculo em si teve uma história interessante . ,7,0,0,0,1
A história em si é a a base de mais um clichê de a humanidade : vampiro bom se apaixona por garota que tem algum poder especial ou que é simplesmente intrometida . ,31,0,1,0,1
"Enfim , o mestre Sheldon conseguiu com o livro construir um thriller envolvente e instigante . ",11,1,0,0,1
"Um livro fascinate que soube me entreter de o começo a o fim , o livro conta a história de várias gerações de uma família de milionários que percorre todo o século XX . ",30,0,0,0,1
""" Crepúsculo "" ( e acredito que os outros de a série também sejam ) é SIM um ótimo livro . ",16,2,0,0,1
Eu gosto de a Bella . ,4,1,0,0,1
Recomendo a leitura . ,3,0,0,0,1
Recomendo sem dúvidas . ,3,0,0,0,1
"Em o final achei que algo de especial aconteceria com os personagens , que Holden tomaria uma lição e visse que a vida não é de a maneira que ele pensa , mas me decepcionei . ",32,1,0,0,1
"Esse livro surpreende em o começo , ele é narrado de uma forma muito diferente e possui uma história simples e sem rumo . ",22,0,0,0,1
"Em seu mais significante e último livro publicado em vida , George Orwell critica novamente os governos totalitários . ",15,1,0,0,1
"Gostei muito de este livro , em o momento que assisti o filme , pois fiquei com muitas coisas em a cabeça , porque em o filme muitas coisas não são abordados . ",29,0,0,0,1
Lendo o livro eu contantemente tinha a sensação de soco em a boca de o estômago ... ,15,0,0,0,1
"É um livro original , chocante e incrivelmente humano . ",7,0,0,0,1
Claaaaro que o detalhe de ter um vampiro em o meio ( nunca tinha lido um livro com vampiros ) não atrapalhou em nada e confesso que até ficou mais interessante . ,28,1,0,0,1
"Nada contra as pessoas que pensam assim , mas não com si me envolver com esse tipo de história bobinha ... principalmente quando o foco é puramente esse amor meio superficial . ",28,0,0,0,1
Obviamente me senti transformado após apreciar uma obra tão grandiosa . ,10,0,0,0,1
"Com o desenrolar de a história cada personagem vai tomando suas características , com histórias marcantes . ",14,0,0,0,1
"O intervalo de cinco horas me permitiu uma leitura rápida e afobada , de forma que eu inicialmente fiquei apaixonada com aquilo tudo . ",21,0,1,0,1
"Um livro instigante , uma história com sabor de quero mais , aventuras , vingança , romance é um pouco de o que se pode esperar de a obra de o magnífico Sheldon ... ",27,1,0,0,1
"Entretanto , como obra literária de ficção e com o objetivo de entreter , esse é um livro maravilhoso ! ",17,0,0,0,1
Simplesmente muuito bom ! ,2,0,0,0,1
Não há a luz em o fim de o túnel . ,10,0,0,0,1
"Tudo ele acha ruim , tudo lhe chateia , qualquer coisinha insignificante o incomoda , o cara é um tremendo de um mala sem alça , insuportável . ",23,0,0,0,1
"É claro que esse sentimento de claustrofobia e repugnância que muitas vezes vem de o livro não advoga contra ele , muito por o contrário , oferece a real dimensão de como ele pode se mostrar verossímil . ",35,0,0,0,1
"Em o entanto , eu ainda me prendo em a idéia de que Dora , a única Capitã , tem um grande destaque em o livro , por ser ela a causadora de uma mudança em cada um de os integrantes de o grupo . ",39,2,1,0,1
"Kate Blackwell é a dona de o livro , mas pra mim quem teve mais brilho foi Jamie . ",14,2,0,0,1
"Quem gosta de pensar , consegue muito material aí para paralelos macabros com a realidade . ",14,0,0,0,1
"Muito bom , vale a pena ! ",5,0,0,0,1
Altamente recomendado . ,2,0,0,0,1
"Uma mistura de tristeza , impotência e a o mesmo tempo muito pesar por haver terminado a leitura - grande seria minha alegria se o livro ostentasse a o menos duzentas páginas a mais . ",32,0,1,0,1
"O pior acontece em os momentos onde identificamos traços de nossa sociedade em fatos de o livro , e nos damos conta de que ou já estamos em 1984 ou brevemente estaremos . ",30,0,1,0,1
É horrível ver as coisas por a cabeça doentia de a Bella . ,11,1,0,0,1
"Dizer que se tiverem a oportunidade de se deliciar com o Ensaio sobre a Cegueira , façam ! ",16,1,0,0,1
"É interessante , mas , de fato , não está nem entre os 50 melhores que eu já li . ",15,0,1,0,1
"E também não podemos esquecer o Larry Douglas , que eu particularmente detesto , mas isso só vocês lendo para entender . ",17,1,0,0,1
"Esse livro não é muito fino , a versão "" normal "" tem 402 páginas , mas em nenhum momento o ritmo de a estória diminuiu o que é incrível , pois o livro é separado em três momentos , de acordo com a vida de Tracy , e mesmo a terceira parte sendo a mais excitante , pois é quando ele começa a "" trabalhar "" em o mundo de o crime , as duas primeiras não ficam pra traz em qualidade . ",70,1,3,0,1
"E com certeza , uma de as grandes obras de a literatura romancista . ",12,0,1,0,1
"Simplesmente um de os melhores , senão o melhor livro que eu já lí . ",12,0,1,0,1
Nunca vi nada igual . ,4,0,0,0,1
"Relata com muito realismo , muita sensibilidade e pouco sentimentalismo a vida de menores abandonados , os chamados "" capitães de areia "" . ",19,0,0,0,1
"É uma história emocionante que gira em torno de revoltas , falta de carinho , abandono , além de retratar um fato que ainda ocorre até hoje que é o abandono de crianças voltado a a marginalidade . ",34,0,0,0,1
"o holden é de o tipo ' aborrecente aborrecido ' e um tanto chato demais , mas é um bom livro . ",16,0,0,0,1
"Talvez a leitura se torne um pouco cansativa , por ser em português de Portugal , e por você ter de se acostumar com diálogos repentinos em o meio de frases , sem pontuação alguma , mas a história é incrível . ",37,1,0,0,1
"Até a última linha , você é capaz de sentir as mesmas coisas que Winston e levar os mesmos sustos . ",18,1,0,0,1
"O primeiro livro de a série é bem divertido , uma leitura despretensiosa . ",12,0,0,0,1
"Em certo tempo de a leitura ela se torna cada vez mais angustiante , acredito que a ausência de parágrafos exalte isso e faz com que em os sintamos cada vez mais dentro de a história , cegos também , e a ponto de sentir a imundice de o lugar , tão bem descrito , de maneira muito forte . ",52,0,0,0,1
"Hipnotizante , repulsivo , apaixonante ... ler Ensaio sobre a cegueira causa um paradoxo de emoções incríveis . ",12,1,0,0,1
Como sempre José Saramago consegue nos manter envolvidos em a história de o começo a o fim ... Simplesmente demais ! ,19,1,0,0,1
"Em um livro regado com bom humor e um vocabulário totalmente juvenil , Thalita Rebouças , penetra em o universo escolar ( que para muitos jovens é um ambiente chato ) e com leveza em a escrita retrata este período para que seja bem aproveitado e futuramente , fazer parte de as boas lembranças de a vida de seus leitores . ",53,1,0,0,1
Uma historia linda de garotos criados em a beira de o cais . ,12,0,0,0,1
Li em poucos dias e rápido ! ,6,0,0,0,1
"Um verdadeiro clássico moderno , e uma de as obras mais influentes de o século XX . ",14,0,1,0,1
A forma como a personagem principal descreve em primeira pessoa o mundo em que vive e a sua percepção sobre ele é fantástica . ,23,0,0,0,1
"Ok , tietismo ' a parte o livro narra de forma divertida a relação de Malu com seus professores , de os três a os vinte e dois anos ( de a pré escola até a faculdade incluindo alguns cursinhos ) É um livro de gênero infanto juvenil portanto costuma agradar mais a galerinha de 12 anos . ",48,1,4,0,1
O livro é otimo mais é como posso faalr 2 em 1 . ,8,0,2,0,1
"Esse livro foi importante pra mim , como deve ter sido pra quase todo mundo que leu ele . ",17,0,0,0,1
"O problema é que não funcionou , justamente porque as atitudes são tão fora de o comum , que a o invés de ser engraçado , soa forçado , artificial , e até mesmo ridículo , algumas vezes . ",32,0,0,0,1
Falou - se tanto de a obra quando de a morte de o autor em Janeiro de 2010 que eu esperava um pouco mais . ,22,1,1,0,1
"Em "" O outro lado de a meia-noite "" o brilhante autor constrói uma história totalmente sólida de amor , ódio e vingança . ",20,0,0,0,1
Com uma história empolgante e personagens fascinantes . ,7,0,0,0,1
' errei o filme é muuito bom é claro que falta alguns pequenos detalhes né mais é bom mesmo .... Recomendo tanto o livro quanto o filme ! ,24,0,0,0,1
"Sabe - se que este romance é muito interessante e cativante , pois não se pode negar que esta história prende bastante o leitor em vários casos narrados com tanta injustiças e revoltas , porém , além de também criticar vários problemas de a sociedade , esses garotos se relacionam bastante com a religiões e culturas locais , mostrando diversas características de o nordeste brasileiro , se tornando um livro gostoso e cativante de se ler . ",69,0,0,0,1
Leva - nos de zero a cem em poucos segundos . ,9,0,2,0,1
"O livro é bom , pra quem gosta de fantasia e romance . ",11,0,0,0,1
Pois perdi meu tempo e não o terminei . ,8,0,0,0,1
O mais interessante é que o final foi imprevisível e surpeendente . ,10,0,0,0,1
"Acho muito dificil alguém ler e não gostar , mas pode acontecer , como eu não sei ! ",14,0,0,0,1
"Fala serio esse livro e perfeito , muito bom , voce comeca a fazer parte de a historia sem querer e tomar as dores e as alegrias de essas crianacs sofridas e abandonadas ... Para pessoas que aceitam a vida como ela realmente e , e se conforma facil com certas situacoes ... Um livro maravilhoso ... ",46,0,0,0,1
"O livro é bobo e intrigante a o mesmo tempo ... Nunca vi uma coisa tão besta como um vampiro se esquivar de uma humana e em o final eles se apaixonam e ficam juntos , mas a história é comovente ! ",38,0,0,0,1
"Ação , vingança e muita trama inteligente garantem uma leitura voraz . ",10,0,0,0,1
Consiste em uma obra fácil de ser lida e com xingamentos obsoletos muito legais ! ,14,0,0,0,1
"Cheio de sentimentos , como uma panela de pressão , o visceral personagem-adolescente descortina as angústias e o sentimento alienígena que muitos adolescentes sofrem ... Muitas pessoas com quem eu conversei e leram esse livro não entenderam bem a genialidade de a obra , pois confunde - se muito história eletrizante com o bem-escrever ... A genialidade de Salinger é traçar o retrato de Caulfield de forma absurdamente realista , crua e inteligente .... Caufield existe e está a o seu lado enquanto você lê o livro ... Não há uma história a ser contada em o sentido holywoodiano de a coisa , não há surpresas ( não , não há uma cena em que Holden acusa o vilão de ter matado seu pai e esse vilão fala ´ Holden , eu não matei o seu pai , eu sou o seu pai ! ",118,5,0,0,1
Totalmente recomendando O apanhador em o campo de centeio ! ,8,0,0,0,1
"Muito , muito , muito , muito bom . ",5,0,0,0,1
"1984 é sim , um termomêtro contra tudo que distorça o ideal de bem-estar social de uma população revolucionaria ! ",16,0,1,0,1
"Visionário , esta é a melhor palavra para definir esta obra de Saramago . ",12,2,0,0,1
Crepúsculo e uma historia e tanto cada detalhe cada capitulo acredito que deve ter sido feito com muita dedicação por que assim como harry potter ficara pra sempre em a historia . ,29,0,0,0,1
"Em Fala Sério , Pai o pai de Manu começa narrando o que é super legal pois vemos o ponto de vista de ele em relação a vida de Manu , aprendemos que as vezes é necessário que nossos pais digam não pra nós , vimos como a relção de eles dois é bastante aberta . ",51,4,1,0,1
A o longo de o livro é repetitiva as falas onde Bella e Edward sempre ficam cheio de apego e chamego . ,19,2,0,0,1
