sentence,count_dictionary_words,count_named_entities,count_number_date_time,future_tense,subjectivity
"A casa é bem decorada, estava um pouco quente, ar desligado.",10,0,0,0,1
Os PFs são bons e a bons preços.,7,1,0,0,1
"Mas o quilo não vale muito à pena: de segunda a sexta, muda pouca coisa.",14,0,0,0,0
Mas vale muito à pena para tomar cerveja de noite.,10,0,0,0,0
"Boa opção de almoço na região , pois contam com sistema de buffet livre no horário de almoço, disponível ótimos pratos e saboroso, o único ponto negativo é que o salao de mesas não é tao grande o que gera um certa espera na chegada.",42,0,0,0,1
"lamens muito bons, bem tradicionais, apesar da grande espera por estar sempre lotado, vale a pena ter paciencia",16,0,0,0,1
Gosto bastante do açaí do Açaí Aju.,6,1,0,0,1
Recomendo o que vem acompanhado de chantilly.,6,0,0,0,0
Acho que o nome é Diplomata.,6,1,0,0,0
O ponto negativo da casa está nos chamados hambúrgueres gourmet.,9,0,0,0,0
Os molhos não são tão caprichados assim é o preço é bem caro.,12,0,0,0,1
Não voltaria lá para comer os hambúrgueres.,6,0,0,0,0
Achei o restaurante bem bacana com decoração sofisticada e cardapio muito bom.,11,0,0,0,1
Ambiente tranquilo com musica boa.,5,0,0,0,1
Já fui nas duas lojas deles e o burguer é muito bom e podes escolher o ponto do hamburguer o ambiente também é bem legal.,23,0,1,0,1
Tomei cerveja artesanal,3,1,0,0,0
"Sabia que o Nino era um bom restaurante, mas me surpreendi positivamente.",12,2,0,0,1
"Ambiente agradável, atendimento muito bom, com garçons simpáticos, que conhecem bastante dos pratos.",13,0,0,0,1
Pedimos a entrada de Burrata com embutidos.,6,1,0,0,0
Acompanha um pão delicioso!,4,0,0,0,0
"Para prato principal, pedi o Tagliolini com funghi porcini puxado na manteiga de trufas e gema mole: Sensacional!!!",14,2,0,0,0
Nao quis nem colocar queijo parmesão para nao tirar o sabor do prato.,11,1,0,0,0
"Experimentei os outros que foram pedidos na mesa, mas preferi o meu!",12,0,0,0,0
"Carta de vinhos boa, com opcoes justas.",6,0,0,0,1
"Em relacao ao preço do jantar, nao achei nenhum absurdo para Um jantar com entrada, prato principal, sobremesa e vinho.",18,1,0,0,0
Recomendo o restaurante e certamente voltarei.,6,0,0,0,0
Hoje comi um com o hot dog nesse restaurante e foi muito decepcionante.,10,0,1,0,1
"O lugar estava vazio, o atendente morrendo atrás do computador.",10,0,0,0,0
"Parece o pior dia da vida dele, nem bom dia deu.",11,0,0,0,0
O lanche foi preparado por ele sem qualquer atenção.,9,0,0,0,0
"O molho para o nacho veio num copo ho plástico sem qq colher, os nachos eram maiores que o copo não tinha como pegar.",20,0,0,0,0
"O refrigerante veio em lata, sem copo sem canudo.",9,0,0,0,0
"Atendente estava nitidamente resfriado, fungando na comida.",7,0,0,0,0
O preço cobrado  30 reais (Jan 20) é altíssimo se considerado a qualidade entregue.,12,1,1,0,1
Lugar a se evitar.,4,0,0,0,0
"Quem sabe se os proprietários um dia virem esse análise façam algo, o lugar parece bacana.",16,0,1,0,0
Ah outra mega decepção.,4,0,0,0,0
O chatchup nitidamente foi colocado nos vidros da heinz.,7,0,0,0,0
"É nitidamente colocado outra marca, pois o sabor é daqueles bem vagabundos.",12,0,0,0,0
Conheci o Folques Doces em março um ótimo ambiente com doces magníficos um lugar para saborear ótimos doces,17,1,0,0,1
"O  Restaurante San Marino tem um ambiente agradável, o atendimento é muito bom, funcionários educados, a comida é muito saborosa.",17,1,0,0,1
"Comida espetacular, atendimento impecável, Petit Gateau perfeito, ambiente super agradável, sem duvida um dos melhores restaurantes que já fui.",18,1,1,0,1
"Um restaurante novo, bem montado, gostoso de se frequentar, parecido com outro de nome ""Coco Bambu"", com preços mais atraentes.",18,1,0,0,1
Os pratos são fartos e bem feitos.,7,0,0,0,1
"O garçon que nos atendeu foi bastante solícito e explicou cada prato perguntado, com detalhes.",14,0,0,0,1
"Um dos problemas é que os pratos fartos, são exagerados para duas pessoas.",13,0,2,0,1
"Pedimos uma pescada acompanhada de arroz e legumes na manteiga, que servia tranquilamente 04 pessoas.",14,0,1,0,0
Sugestão: que a casa sirva pratos em menor porção para que as pessoas possam solicitar mais variedades.,16,0,0,0,0
"No geral, um bom restaurante!",5,0,0,0,1
"tudo muito saboroso e bem elaborado, os sanduíches poderiam ter um pão maior, pois o pão sempre acaba antes do hambúrguer, mas sempre delicioso.",24,0,0,0,1
O delivery é bem rápido.,4,0,0,0,1
"Além das pizzas, vale a pena experimentar os breads e o dips de canela.",12,0,0,0,0
"Sempre perguntar se tem promoção, pois há a promoção de pizza em dobro.",13,0,0,0,0
Comida incrível!!,2,0,0,0,1
Conheço bem a comida indiana e não poderia recomendar restaurante mais típico.,12,0,0,0,0
Garçons Super atenciosos.,3,0,0,0,1
Dono super simpático também,4,1,0,0,0
"Atendimento simplesmente perfeito, todos muito atenciosos e simpáticos.",8,0,0,0,1
"Um senhor chamado Valdir tocando uma boa música no piano e depois na sanfona, indo de mesa em mesa de forma educada.",21,1,0,0,0
Os pratos também sem comentários.,5,0,0,0,0
"Só não dou a nota 5 pela decoração, que tem um aspecto meio ""velho"".",12,0,1,0,0
"Acho que eles tinham a ideia de fazer uma coisa  clássica, mas exageraram um pouco.",15,0,0,0,0
"Um dos melhores restaurantes de São Luís, especialista em carne de carneiro.",12,1,1,0,0
Também umas das melhores pizzas da Ilha.,7,1,0,0,0
Muito bom para ir com a família.,7,0,0,0,0
Estrutura moderna e nova.,4,0,0,0,1
Bom atendimento.,2,0,0,0,1
"Melhor hamburgueria de curitiba,tanto é que tem filial ate na terra do sanduiche,estados unidos.é caro!",17,0,0,0,1
"Pizzaria muito boa, uma das melhores q já experimentei, atendimento impecável, comida de excelente qualidade, assim como bebidas... Preço justo",20,0,1,0,1
"Ambiente pequeno, mas bem decorado e familiar.",7,0,0,0,1
A pizza é bem gostosa!,5,0,0,0,1
"Uma pizza família, com 8 pedaços, custa em torno de 45 reais.",10,0,2,0,0
"vale a pena ir recomendo a todos que vierem em são Paulo, limpo e legal para encontro com os amigos para bater um papo, bem localizado excelente",27,1,0,0,1
"Tem 13 anos que não venho aqui em SP, fiz questão de conferir meu local de comida árabe preferido, servem uma iguaria chamada UZI ( massa folhada com recheio de arroz e cordeiro)",29,2,1,0,0
Simplesmente maravilhosa!,2,1,0,0,1
"Bem servida, suculenta, tempero delicioso, sem defeitos.",7,0,0,0,1
"E o melhor, o preço.",5,0,0,0,0
"Parece inacreditável mas comemos uma peixada ao leite de coco e camarões acompanhada de pirao e arroz que servia bem três pessoas, em janeiro.",23,0,1,0,0
"Pagamos 40,00 reais.",2,0,1,0,0
Sensacional.,1,1,0,0,1
"Bons ingredientes, variedade de combinações, é bem feita e tem bom preço.",12,0,0,0,1
Sempre me salvam quando não quero cozinhar!!!,7,0,0,0,0
Uma delicia!!!.,2,0,0,0,1
"Única sugestão seria deixar menor quantidade de sushis na bandeja em que os garçons servem, pois quando chegam à mesa já estão com a alga murcha por estarem a algum tempo rodando pelo restaurante.",33,0,0,0,0
"Boa estrutura , peço justo, boa comida!",6,0,0,0,1
"Praia linda, limpa, muito agradável!",5,1,0,0,1
"Vale fazer uma caminha pela orla, tem falecias que garantem lindas fotos!",12,1,0,0,0
Pra quem gosta de comida gostosa sem pagar muito caro.,10,0,0,0,0
Os pretzels são sempre frescos e bem preparados e o atendimento é muito bom.,13,0,0,0,1
Excelente.,1,0,0,0,0
"Considero a melhor pizza de São Paulo, e dizem que a pizza em São Paulo é a melhor do mundo (concordo).",21,2,0,0,1
Essa é indiscutível.,2,0,0,0,0
"O espaço é agradavel, a comida é boa, mas o atendimento deixa a desejar.",13,0,0,0,1
Os preços não são tão baixos.,6,0,0,0,1
"Cardápio criativo com  diferentes leituras da cozinha brasileira num lugar muito especial - bairro Santa Teresa , a Montmartre brasileira.",17,2,0,0,1
"ótima opção para curtir uma cerveja com os amigos ou família, ostras sempre frescas e varias outras opções de frutos do mar.",22,0,0,0,1
Minha moqueca de arraia preferida.,5,0,0,0,1
"Uma pizza deliciosa... saladas deliciosas... atendimento excelente... e o valor muito honesto... sempre que vou a Curitiba, minha pizzaria preferida.",20,1,0,0,1
Não deixe de visitar.,4,0,0,0,0
Bem simples mas muito bem preparada.,6,0,0,0,0
Não é tão apimentada quanto seria no Nepal mas é preparada por imigrantes.,12,1,0,0,0
O Lugar fica numa galeria com amplo espaço na praça de alimentação exceto no horario de pico.,16,1,0,0,1
Sugiro o prato do dia sempre.,6,0,0,0,0
"simplesmente AMO as comidas deste lugar, atenção especial para o “batuta de manzo”, que é uma espécie de tartar muito não muito “temperado” como de costume de outros restaurantes, que pra mim, é um ponto positivo.",32,1,0,0,1
"Belém carece de bons restaurantes, a preços honestos e onde seja possível conversar.",13,1,0,0,0
O Midori é um deles.,4,1,1,0,0
"A comida é sempre boa e o serviço, excelente",9,0,0,0,1
"Restaurante em que você monta o seu próprio prato de salada, escolhendo os ingredientes!",14,0,0,0,0
"Os sucos são bons, mas um pouco doces demais.",9,0,0,0,1
Preço bom!,2,0,0,0,1
Boa comida mas o serviço e lento e se pagar em dinheiro eles arredondam para mais devolvendo troco menor.,19,0,0,0,1
Lamentável esta atitude,3,0,0,0,0
"Loja localizada no Shopping Tucuruvi, compartilhando as mesas e cadeiras da praça de alimentação.",13,1,0,0,0
"Massa razoável, caseira.",3,1,0,0,1
"O atendimento é problemático, não porque o atendente seja ruim, mas deixam uma única pessoa para preparar a massa, entregar ao cliente e cobrar no caixa.",26,0,0,0,1
Assim não dá mesmo.,4,0,0,0,0
Há um fila e consequente demora no atendimento.,8,0,0,0,1
Depois reclamam quando a freguesia vai embora... Não recomendo.,9,0,0,0,0
Indico o Balada a qualquer hora do dia e da noite!,11,1,0,0,0
Tudo sempre muito bem feito e com muita qualidade.,9,0,0,0,0
"Ambiente agradável tanto na área interna, que é climatizada, quanto na ampla varanda.",12,0,0,0,1
Considero outro ponto favorável é o fato deles estarem sempre introduzindo algo novo no cardápio!,15,0,0,0,0
"Porções generosas, mas tem que saber pedir pq os preços são caros em alguns itens na proporção custo x benefício, por isso, veja o cardápio com calma e tire suas dúvidas sempre com os milhares de atendentes sempre a disposição no salão!",39,0,0,0,1
Tive uma experiência terrível com essa pizzaria.,7,0,0,0,1
"Solicitei uma pizza, para pagamento via cartão - o sinal da máquina era quase zero, e por isso, fiquei por 20 minutos aguardando o entregador, decidir o que ia fazer.",27,0,2,0,0
"Como a pizza já estava fria, e eu cansado, sugeri fazer transferência online.",13,0,0,0,0
"Assim, o fiz.",3,0,0,0,0
"No entanto, era sexta-feira, após as 22h.",6,0,0,0,0
O sujeito que entregou a pizza me ligou as 22:40 reclamando que o dinheiro não cairia no mesmo dia!,18,0,0,0,0
Claro que não!!!!!!!,3,1,0,0,0
Somente no próximo dia útil!!!!,5,0,0,0,0
Como podem ser tão despreparados e limitados?,6,0,0,0,0
Nota zero!,2,0,1,0,0
R$ 74 por uma pizza que não vale R$ 40?,6,0,2,0,0
"Não, nunca mais!!!",3,0,0,0,0
Realizem treinamento com seus funcionários!!!,5,1,0,0,0
"Melhor opção no shopping para comidas e bebidas, ambiente muito bacana, bom atendimento e boa comida.",16,0,0,0,1
Boa variedade de bebidas.,4,0,0,0,1
O bar oferece muitas opções de refeições e petiscos.,9,0,0,0,0
Os preços são razoáveis e as porções são muito bem servidas.,11,0,0,0,1
Qualquer prato para duas pessoas é suficiente para alimentar três ou até quatro pessoas.,14,0,3,0,0
"Não deixe de experimentar o torresmo, o pastel de camarão e o arroz de brócolis.",14,0,0,0,0
"O Otto é um restaurante de referência na Tijuca se eu não me engano está fazendo 20 anos porém ele tem o preço acima do normal para a região, o preço não conduz com os pratos, mas tirando isso é excelente.",38,2,1,0,1
Super recomendo.,2,1,0,0,0
"Frequento o restaurante desde que foi inaugurado e sempre foi impecável na qualidade dos pratos, decoração e atendimento.",18,0,0,0,1
"A decoração muito especial, que dá a impressão de estar entrando numa Villa Italiana é sempre impecável com suas maravilhosas hortências sempre impecáveis!",21,1,0,0,1
"A qualidade dos produtos usados p/a execução dos pratos faz toda a diferença,sem contar o imperdível couvert com os pães de fabricação artezanal.",21,0,0,0,1
"Um ambiente de muito requinte, agradável, super culinária italiana que amo.. fui com um primo sempre vejo pois moro bem ao lado, achei tudo maravilhoso especial, sou apaixonada por restaurantes!",30,0,0,0,1
"Toda vez que vou ao Rio, bato o ponto no Bar Luiz.",12,2,0,0,0
Comida alemã excelente.,3,0,0,0,1
"Ótimo lugar para comer, ambiente bem agradável, atendimento bom, comida muito boa, preço razoável... Recomendo e ao lado tem uma ótima padaria",22,0,0,0,1
Excelente Hamburger.,2,1,0,0,1
O buffet de saladas é bem variado.,6,0,0,0,1
O sundae farofino é imperdível.,3,0,0,0,1
"É um restaurante de rede, mas a comida é muito boa.",11,0,0,0,1
Bar com excelentes preços no Setor Oeste.,7,1,0,0,1
"Cerveja gelada, petiscos de bom preço.",6,1,0,0,1
Local elegante e reservado.,4,0,0,0,1
Bom atendimento e outros.,4,0,0,0,1
Recomendo.,1,0,0,0,0
"Um restaurante muito bom, com boa comida, espaço, atendimento bom, bem localizado vale a pena ir, uma das boas opções de restaurante da região.",24,0,1,0,1
O Latife nada mais é do que um fast food de comida árabe.,10,1,0,0,0
"Ainda sim, vale a pena experimentar os pratos lá servidos.",10,0,0,0,0
"A kafta, as esfihas e os kibes são muitos gostosos.",7,0,0,0,1
"Há um bufê de saladas, sempre fresquinhas.",6,0,0,0,0
O preço é bem em conta.,6,0,0,0,1
Vale a visita.,3,1,0,0,0
Pizza rapida e em fatia.,4,0,0,0,1
Tem várias filiais na cidade do RJ.,6,1,0,0,0
Em ipanema na farme de amoedo tem outra.,6,0,0,0,0
"Restaurante maravilhoso, cardápio variado, com uma comida incrivelmente deliciosa.",8,0,0,0,1
"O preço é um pouco salgado, mas vale a pena pela qualidade que eles oferecem.",15,0,0,0,1
Você não vai se arrepender.,5,0,0,0,0
Tem uma localização ótima.,4,0,0,0,1
"É um kilão de qualidade, local climatizado, bem limpo, uma excelente variedades de pratos quevão do churrasco a caldeiradas e maniçoba (comida típica paraense) variedade de sobremesas, é muito frequentado pela classe média da cidade, então as vezes fica difícil ter boas mesas.",41,0,0,0,1
eu recomendo,2,0,0,0,0
Excelente comida italiana com um atendimento excelente... Os proprietários preparam e servem as refeições com muita simpatia e cordialidade.,18,0,0,0,1
Vale a pena conferir,4,1,0,0,0
"""Pratos e sobremesas tipicamente italianas feitas pelo chef Renato Ialenti, que mistura sabores, ingredientes e sofisticação às receitas sem perder a autenticidade da cozinha contadina""",20,1,0,0,0
"Local super agradável, funcionários atenciosos com atendimento de primeira qualidade.",10,0,0,0,1
Cardápio variado com destaque para as carnes.,7,0,0,0,1
"Vale muito ir conhecer, porém vá com bolso preparado.",9,1,0,0,0
Uma,1,0,1,0,0
A comida é deliciosa.,4,0,0,0,1
tem sashimi de polvo que não tinha visto em Rio Branco!,11,1,0,0,0
O local só é pequeno.,5,0,0,0,1
"Comida simples e barata, para quem esta de passagem pelo centro de João Pessoa, eu recomendo.",16,1,0,0,1
"O local é organizado e limpo, tudo simples.",8,0,0,0,1
"Preço bom, com comida de altíssima qualidade, com espaço agradável e bem localizado.",13,0,0,0,1
Atendimento de qualidade!!!,3,0,0,0,1
Recomento.,0,0,0,0,0
Comida excelente e bastante variada.,5,0,0,0,1
Atendimento da recpcionista da porta ruim.,5,0,0,0,1
Funcionários despreparados.,1,1,0,0,1
"Uma das vezes em que fui ao restaurante, chegamos após uma caminhada na praia com roupa de ginastica e fomos barrados para entrar e ainda estávamos com bebe de 3 meses no colo. Concluindo: o restaurante é ótimo mas perde por despreparo de seus recepcionistas.",42,0,2,0,1
Detalhe que estava um calor de 42 graus neste dia e o restaurante se localiza proximo a praia.,16,1,1,0,0
Então fui ao restaurante em frente que deixou minha familia entrar sem frescura.,13,0,0,0,0
Favor trocar as recepcionnistas para não perderem mais clientes.,8,0,0,0,0
"Os bombons já foram melhores, mais bem recheados.",8,0,0,0,1
Como tudo do grupo Fasano não fiquei decepcionado em nenhum momento.,10,0,0,0,0
"Atendimento ótimo, comida maravilhosa e o preço não é astronômico.",10,1,0,0,1
Excelente restaurante para saborear um lamen muito parecido com o do Japão.,11,1,0,0,1
"Lamen com diversas opções de caldos e ingredientes, atendimento simpático e fácil acesso, próximo a Avenida Paulista.",16,2,0,0,1
Gosto muito do burguer king pelo aspecto menos fast food...gosto de churrasco e a bebida à vontade...excelente pedida...,16,0,0,0,1
Comemos o bolinho de feijoada que estava maravilhoso.,8,0,0,0,1
Caipirinha de tangerina muito bem feita.,6,0,0,0,1
"Camarão na Moranga gostoso, mais poderia vir mais quente e com menos coentro.",12,1,0,0,1
A comida é boa e o cardápio varia todos os dias da semana.,13,0,0,0,1
"Mas, se você tem problemas de pressão alta não vá!",10,0,0,0,0
"O cozinheiro parece apreciar muito o sal, que ele utiliza generosamente nos pratos e molhos de salada.",17,0,0,0,0
"Evite os pratos com molhos e moquecas, são sempre os mais salgados, lamentavelmente.",13,0,0,0,0
"O lugar poderia ser mas confortável, as mesas  comunitárias são pequenas e apertadas.",13,0,0,0,1
Não entendo porque o proprietário não expandiu na mesma galeria para trazer mais conforto para os clientes.,17,0,0,0,0
As moças que atendem são eficientes e quase sempre simpáticas.,10,0,0,0,1
Um ambiente lindo com vista incrível da cidade.,8,0,0,0,1
"A comida é muito boa, com ingredientes de qualidade e combinações bem contemporâneas.",13,0,0,0,1
O drink beijo de jambu é equilibrado e muito gostoso.,9,0,0,0,1
Só foi um pouco chato achar um Uber para subir até lá.,11,1,0,0,0
Os pratos não são baratos mas é muito compreensível pela qualidade.,11,0,0,0,1
Atendimento muito bom tb!,3,0,0,0,1
"Bom, durante um jantar de negócios fomos convidados ao local que realmente se diferencia dos demais da cidade.",18,0,0,0,0
"Bastante sofisticado, com um ambiente de requinte.",7,0,0,0,1
"Mas, nessa tentativa de ser tão requintado, escapam alguns detalhes que prejudicam o local.",14,0,0,0,0
Ou ao menos prejudicaram a primeira impressão.,7,0,0,0,0
"A entrada, com pastas, frios e pães, ficou servida por cerca de uma hora até que os pratos principais ficassem prontos.",21,0,1,0,0
"Por mais que possa ser uma 'tática' para que os negócios pudessem ser tratados durante esse meio tempo, isso não contribui.",20,0,0,0,0
"O prato principal estava muito bom, com filé, salmão e os cortes de porcos da região.",16,0,0,0,1
"O atendimento também estava bom, com muitos garçons.",8,0,0,0,1
E a música ambiente bastante agradável.,6,0,0,0,1
Comida excelente!,2,0,0,0,1
Ambiente super gostoso!,3,0,0,0,1
"Self service, mas tudo fresquinho e gostoso,só chegue mais cedo pois a casa e lotada!",15,0,0,0,0
"Lugar TOP, comida boa, atendimento muito bom!",7,0,0,0,1
"Como o meu aniversário é o do meu pai são muito próximos, decidimos fazer uma única celebração, visto que não somos mais tão jovens assim.",25,0,0,0,0
Escolhemos o CT por ser perto de casa e eu ainda não tinha provado a cozinha do Claude.,16,2,0,0,0
"Pedimos o tartar, que veio ok, acompanhado de batatas mal cozidas.",9,0,0,0,0
A cerveja veio quente.,4,0,0,0,0
"Pedimos hambúrguer, não tinha... Não condiz com o nível em que o restaurante pretende se enquadrar.",16,0,0,0,0
Muito fraco.,2,0,0,0,0
Não recomendo,2,0,0,0,0
"O restaurante é super bonito e bem descontraído, o atendimento é bem atencioso, as refeições e os lanches são super caprichados.",19,0,0,0,1
"O restaurante é muito simples, mas a carne de sol oferecida é espetacular.",13,0,0,0,1
Os acompanhamentos são maravilhosos.,4,0,0,0,1
"Vale a pena conferir ..,",4,1,0,0,0
"É um dos melhores lugares no Rio de Janeiro, fica sempre a dúvida, é bar ou restaurante.",17,1,1,0,1
"Indico pedir a carne assada com gnocchi a quatro queijos, vale a pena, muito bom.",14,0,1,0,1
"O melhor lugar em Aracaju para se comer frutos do mar, com certeza !",13,1,0,0,0
Todos os pratos são muito bem elaborados e saborosos com um toque de requinte !,14,0,0,0,1
Fui com a minha familia nesse excelente restaurante.,8,0,0,0,1
Ótimo ambiente e atendimento.,4,0,0,0,1
"Pedimos 3 carnes, o gran chorizo, o bife pampeano e o ojo del bife ancho!",8,0,1,0,0
Como acompanhamento pedimos o arroz biro biro.,5,0,0,0,0
O grande sucesso foi o gran chorizo!,5,0,0,0,1
Excelente!,1,0,0,0,0
Foi tudo muito gostoso!,4,0,0,0,1
Com certeza retornaremos!,3,0,0,0,0
"Gostei muito do lugar, principalmente pelas sombras das árvores que amenizam o clima quente de porto velho.",17,0,0,0,1
Cerveja bem gelada,3,0,0,0,1
"Bons sanduíches mas nada diferentes do trivial, nas ultimas visitas achei a maionese da casa muito oleosa e sem tempero.",20,0,0,0,1
Restaurante muito bom.,3,0,0,0,1
"Ambiente aberto e bem arborizado, sendo muito agradável.",8,0,0,0,1
"Comida de qualidade muito boa, drinks bacanas.",6,0,0,0,1
"Preço elevado, mas vale a pena visitar e desfrutar da vista.",11,0,0,0,1
"adoro os petiscos do bar do Alves,  mais os garçons são ruins,  o pedido demora muito.",16,1,0,0,1
"a comida é  saborosa,  o pastel tem uma massa muito boa,  tudo tem boa qualidade.",15,0,0,0,1
é  fácil para estacionar e o restaurante é  bem ventilado.,10,0,0,0,1
o banheiro é  limpo e as cadeiras são confortáveis.,9,0,0,0,1
"Apesar de gostoso, bom ambiente e funcionários educados, não vale o preço que cobra!",13,0,0,0,1
Um prato sai por volta de 140 reais e não vem bem servido!,12,0,1,0,0
"Lugar lotado , fila de espera, mas anda rápido.",8,0,0,0,1
"Bom atendimento, cardápio gigantesco.",4,0,0,0,1
"Comi um prato de peixe, era gostoso, nada excepcional.",9,0,0,0,1
"Eu particularmente prefiro locais menores e mais personalizados,",8,0,0,0,0
É um restaurante que mantêm o padrão da rede.,8,0,0,0,0
"Temos a vantagem de evitar surpresas e a mesma desvantagem.. Não encontraremos um sabor ""especial""",14,0,0,0,0
"A comida é simples e boa, o preço é bom.",10,0,0,0,1
"O ambiente é bem simples, nada sofisticado e o atendimento foi razoável.",12,0,0,0,1
Vale o valor pago!,4,1,0,0,1
"Fomos a esta casa depois de muitas vezes ir e voltar ao Uniko, na Rua da Quitanda, Centro do Rio, sendo esta La Terrazza um ""anexo distante"" da primeira.",25,4,0,0,0
"Cardápio bem variado, com opções de comida japonesa tanto tradicional como algumas opções gourmet, além de chapas.",17,0,0,0,1
Atendimento ágil.,2,0,0,0,1
Preços médios para alto.,4,0,0,0,1
Oferecem desenhos para crianças.,4,0,0,0,0
Fácil estacionamento.,2,0,0,0,1
"Viemos num jantar no domingo, o ótimo atendimento já começa ao chegar no restaurante, com os rapazes cuidando do carro.",20,0,0,0,1
Sentamos e nos foi explicado como funciona a casa.,9,0,0,0,0
"Proposta interessante, carnes de primeiríssima qualidade e acompanhamentos de muita qualidade.",11,0,0,0,1
"A coisa mais surpreendente foi o salmão ao molho de maracujá e o arroz piemonteses, tudo surpreendentemente gostoso.",16,0,0,0,0
Os atendimentos dos rapazes é ótimo!,6,0,0,0,1
Vale muito a visita.,4,1,0,0,0
Melhor pizza do Extremo Sul.,5,1,0,0,1
Bem recheada e com ingredientes de qualidade.,7,0,0,0,0
Massa aberta na hora.,4,1,0,0,0
"Não tem forno à lenha, o que não interfere em muito na qualidade.",13,0,0,0,0
"Sempre peço a tradicional, nunca comi as de cone.",9,0,0,0,0
Ambiente bem legal de se comer no local.,8,0,0,0,1
Ótimo.,1,0,0,0,0
"Típico restaurante indiano, fomos com um casal de amigos, adoramos o ambiente que é bem familiar e agradável.",18,0,0,0,1
A comida deliciosa com boas opções.,6,0,0,0,1
Atendimento rápido e prático.,4,0,0,0,1
"Iniciamos com a entrada Chutneys, que são 3 molhos da casa (hortelã, tamarindo e papaia) acompanhado com o pão indiano masala papad.",18,1,1,0,0
"Depois pedimos porção de arroz com açafrão Kesari Pullao, porção de frango Murg Masala e porção de carneiro Gosht Masala.",14,3,0,0,0
Bebemos uma cerveja bem gelada.,5,0,0,0,0
Todos os pratos pedimos levemente apimentados e eles trouxeram pimenta a parte.,11,0,0,0,0
Estilo natural e vegetariano.,4,0,0,0,0
"O restaurante Peixe Vivo, apesar do nome não tem peixe vivo, porém todos os produtos, ficam em expositor refrigerado, de vidro, onde você pode escolher o que quer comer.",29,1,0,0,0
"Ótimas carnes, um buffet impecável e um atendimento excelente.",8,1,0,0,1
"Diferente do esperado para um domingo, enormes filas, chegamos e sentamos na varanda.",13,0,0,0,1
"Os pratos tem os valores médios de R$50,00.",7,0,1,0,0
"Os pedidos vieram rápido, estavam gostosos e nos pontos solicitados.",10,0,0,0,1
"Como críticas ficam a proximidade das mesas(menos de 20cm), impossibilitando qualquer tipo de privacidade, e os ridiculos R$7,50(por pessoa) do couvert, para 1(um) pedaço de pão e uma bolinha de manteiga.",29,0,1,0,0
"O Bawarchi é um restaurante indiano legítimo, sendo até seus atendentes naturais do país.",12,0,0,0,1
"A comida é simples, com poucas opções durante a semana, mas muito saborosa.",13,0,0,0,1
"E o preço é muito baixo, cerca de 20 reais o quilo.",11,0,1,0,1
"Ambiente agradável, atendimento excelente, preço compatível.",6,0,0,0,1
"Ambiente maravilhoso, música agradável, comida impecável e um garçom maravilhoso: Roberto, vc foi demais!!!",12,1,0,0,1
"Boa opcao, almoco e jantar.",3,0,0,0,1
Vou mais no almoco e aprecio a variedade principalmente das massas.,10,0,0,0,0
"Spaghetti com peperonccino, apimentado na medida certa, muito gostoso.",8,1,0,0,1
"Localizado na ilha da gigoia, na barra da tijuca, tem acesso apenas por barco.",13,0,0,0,0
A ilha fica escondida atrás de avenidas e prédios.,9,0,0,0,0
É preciso indicação.,3,0,0,0,0
"O restaurante tem uma ornamentação com mobiliário antigo, mas confortável, numa área que parece ser o quintal da casa sob uma antiga e frondosa castanheira, cujo fruto é conhecido no nordeste como coração de negro.",35,0,0,0,0
A decoração é de bom gosto e pitoresca.,8,0,0,0,1
O atendimento foi simpático.,4,0,0,0,1
A comida muito boa.,4,0,0,0,1
"Almoçamos um grelhado de peixe, lula e polvo, que estava saboroso.",11,1,0,0,1
Ingredientes frescos.,2,0,0,0,1
"Não é barato, mas valeu a visita.",7,0,0,0,1
"Comi um peixe podre no dia dos pais, parecia, pela minha expressão facial de repúdio ao sabor, que tinham injetado-me botox.",19,0,0,0,0
"O mais cômico foi ouvir de uma funcionária que não estava estragado (ela não provou, claro).",16,0,0,0,0
"Decerto ela deveria estar correta e minhas dezenas de milhares de células gustativas, com alta apuração para detecção de coisas podres, todas erradas.",23,1,0,0,0
"Praticamente tive que implorar para que cancelassem o valor do meu prato na minha comanda, mas se não cancelassem não faria tanta diferença, porque faria bom proveito usando como isca pra caçar urubu.",33,0,0,0,0
"Sem falar na coca que demorou mais de 20 minutos para chegar na mesa,",13,0,1,0,0
"Ambiente gostoso  , decoração e espaço belissimo , limpeza muito boa , atendimento nota 10 porem a  pizza deixa muito a desejar com relação a massa e sabor .",23,0,1,0,1
"O restaurante frango leste é um simples, já antigo e com a cerveja gelada, tem uma comida de qualidade, destaque para o frango desossado e a paçoca.",27,0,0,0,1
"Lugar de fácil acesso perto do aeroporto, tem uma variedade muito grande de sushis e bebidas, pena que não tem sashimi de atum nem polvo, mas vale muita a pena é uma ótima opção em refeição e o custo beneficio é ótimo pois lá tem sempre promoção.",46,0,0,0,1
Tudo feito na hora e tudo muito gostoso!,8,0,0,0,1
"Ótima experiência gastronômica; destaque para a feijoada, o ceviche de caju e o arroz de chouriço.",15,1,0,0,1
Ótimo atendimento e boa localização.,5,0,0,0,1
"Pesam contra o preço alto, as poucas opções de suco e a decoração muito despojada.",14,0,0,0,1
"Mesmo assim, no geral, uma ótima opção.",7,0,0,0,1
"A barraca estava lotada, e o atendimento demorado... mas o caranguejo estava excelente assim como a bolinha de peixe e as caipirinhas!!",22,0,0,0,1
O Vamo é um achado!,5,1,0,0,1
