sentence,count_words,count_capitalized,count_elongated,count_mentions,count_url,proportion_capitalized,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,count_named_entities,count_number_date_time,future_tense,rule1,rule2,rule3,rule4,rule5,count_dictionary_words,count_expressions,emoji_polarity_score,emoticon_polarity_score,negation,subjectivity
Vou ler de novo A Senhora de o Jogo . ,9.0,0.0,0.0,0.0,0.0,0.1052631578947368,0.1331,1.331,0.2281,2.281,0.1819,1.819,0.1755,1.755,0.019,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
"De o dia para a noite os vampiros caem em a moda , e não são os vampiros que estamos acostumados a ver em os livros e em o cinema , são vampiros descolados , que não se alimentam de sangue humano , apenas de sangue animal ... De isso todos ou quase todos nós já sabemos . ",52.0,0.0,0.0,0.0,0.0,0.0073529411764705,0.0779999999999999,4.523999999999999,0.0951551724137931,5.518999999999999,0.0957413793103448,5.553000000000001,0.0897931034482758,5.208,0.0152758620689655,0.8859999999999999,1.0,1.0,1.0,1.0,0.0172413793103448,0.0172413793103448,0.0172413793103448,0.0172413793103448,3.0,8.0,3.0,3.0,3.0,8.0,0.0,10.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,0.0,0.0,0.0,1.0,0.0
O mais perceptível é a diferença existente entre todos os meninos . ,11.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0705833333333333,0.847,0.0,0.0,0.08,0.96,0.0551666666666666,0.662,0.015,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Tracy cultivava aquele noivado morno com Charles e a o se descobrir grávida o futuro casamento veio como quase uma obrigação . ,21.0,0.0,0.0,0.0,0.0,0.0157480314960629,0.0646363636363636,1.4220000000000002,0.0376363636363636,0.8280000000000001,0.077,1.694,0.0661363636363636,1.4549999999999998,0.0470454545454545,1.035,2.0,2.0,2.0,2.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,2.0,3.0,2.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
"Qualquer falta por mais minima que for é punida exemplarmente , e você é monitorado 24 hrs por dia em o trabalho e até em a sua propria casa . ",28.0,0.0,0.0,0.0,0.0,0.0069930069930069,0.0726666666666666,2.18,0.0558666666666666,1.676,0.0834333333333333,2.503,0.0801,2.403,0.0342,1.026,2.0,2.0,2.0,2.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,2.0,4.0,2.0,3.0,2.0,4.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
"Em esses dias ele encontra professores , freiras , amigos , conta suas angústias , suas experiências , com humor , com depressão , que até me deixou um pouco deprimida , mas depois passou . ",27.0,0.0,0.0,0.0,0.0,0.0052631578947368,0.0630277777777777,2.269,0.02875,1.035,0.0845555555555555,3.0440000000000005,0.0666666666666666,2.4,0.0264722222222222,0.953,4.0,4.0,4.0,4.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,3.0,1.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0
"O'Brien , um membro de o Partido Interno , também percebe que Winston é diferente de os outros . ",16.0,0.0,0.0,0.0,0.0,0.0515463917525773,0.164578947368421,3.127,0.1697368421052631,3.225,0.1516315789473684,2.881,0.160578947368421,3.051,0.0114736842105263,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
"Mas foi sim , Crepúsculo que iniciou esta nova onda "" vampiros bonzinhos "" . ",13.0,0.0,0.0,0.0,0.0,0.0259740259740259,0.0468666666666666,0.703,0.0,0.0,0.0668,1.002,0.0389333333333333,0.5840000000000001,0.003,0.045,1.0,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Fazia mais de uma semana que não se encontravam . ,9.0,0.0,0.0,0.0,0.0,0.02,0.0517,0.517,0.0973,0.973,0.0839999999999999,0.84,0.0816,0.8160000000000001,0.0116,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0
Em seu destino está Edward Cullen . ,6.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0245714285714285,0.172,0.02,0.14,0.0,0.0,0.0148571428571428,0.104,0.0,0.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Corajosa , participava de os furtos . ",5.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.0738571428571428,0.517,0.1389999999999999,0.973,0.12,0.84,0.111,0.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"A nota triste em a "" biografia "" de a obra fica por conta de a suposta inspiração que o livro teria dado a um maluco que , décadas depois , assassinaria o então Beatle John Lennon . ",35.0,0.0,0.0,0.0,0.0,0.0219780219780219,0.1109736842105263,4.217,0.0542105263157894,2.06,0.1091842105263157,4.149,0.0969736842105263,3.685,0.0217105263157894,0.8250000000000001,2.0,2.0,2.0,2.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,3.0,5.0,3.0,1.0,0.0,7.0,0.0,8.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Mas o que fez Mophe para ganhar de forma tão intensa o amor de esse personagem ? ,16.0,0.0,0.0,0.0,0.0,0.0246913580246913,0.1814117647058823,3.084,0.1589411764705882,2.702,0.2485294117647058,4.225,0.1917647058823529,3.26,0.0135882352941176,0.231,4.0,4.0,4.0,4.0,0.2352941176470588,0.2352941176470588,0.2352941176470588,0.2352941176470588,1.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Lobisomens depilados ? ,2.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bella que morava com sua mãe em uma cidade ensolarada , Phoenix , vai morar com seu pai em Forks , a cidade mais úmida de todo os Estados Unidos , para dar mais espaço para o relacionamento de sua mãe e padrasto . ",39.0,0.0,0.0,0.0,0.0,0.0233644859813084,0.0435,1.914,0.046840909090909,2.061,0.056340909090909,2.479,0.0553181818181818,2.434,0.0232045454545454,1.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,1.0,1.0,9.0,0.0,8.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
a única coisa que me incomoda um pouco é que a Bella em o livro é meio que medrosa . ,19.0,0.0,0.0,0.0,0.0,0.0117647058823529,0.05175,1.035,0.01335,0.267,0.0535,1.07,0.0376499999999999,0.7529999999999999,0.0057,0.114,1.0,1.0,1.0,1.0,0.05,0.05,0.05,0.05,3.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
Alcança o diferencial simplesmente com seu jeito peculiar de escrever . ,10.0,0.0,0.0,0.0,0.0,0.0138888888888888,0.0875454545454545,0.963,0.1238181818181818,1.362,0.0887272727272727,0.976,0.0964545454545454,1.061,0.0108181818181818,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
"Nascido em 1917 , Sheldon foi o único escritor que recebeu os três principais prêmios de a indústria cultural norte-americana : o Oscar de o cinema , o Tony , de o teatro e o Edgar Allan Poe , de a literatura de suspense . ",40.0,0.0,0.0,0.0,0.0,0.0313901345291479,0.1129333333333333,5.082000000000001,0.1625333333333333,7.313999999999999,0.1475111111111111,6.637999999999999,0.1409555555555555,6.343000000000001,0.0055333333333333,0.249,2.0,2.0,2.0,2.0,0.0444444444444444,0.0444444444444444,0.0444444444444444,0.0444444444444444,4.0,6.0,4.0,1.0,1.0,9.0,0.0,7.0,2.0,0.0,1.0,6.0,6.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
A o aparecerem juntos em a escola o novo casal de namorados- Edward e Bella- causa espanto em todos os alunos . ,21.0,0.0,0.0,0.0,0.0,0.0267857142857142,0.0582727272727272,1.282,0.1461363636363636,3.215,0.1009999999999999,2.222,0.1005454545454545,2.212,0.0203181818181818,0.447,1.0,1.0,1.0,1.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0454545454545454,1.0,3.0,1.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
"Em o bando , além de Pedro Bala , destacavam - se outros meninos : Sem-Pernas , espécie de espião ; João Grande , negro forte e o mais alto de todos ; José , o Professor , único que lia corretamente e gostava de contar histórias ; Pirulito , excessivamente místico e introvertido ; Gato , malandro elegante que tinha um caso com a prostituta Dalva ; Volta-Seca , mulato sertanejo afilhado de Lampião ; Boa-Vida , muito preguiçoso . ",70.0,0.0,0.0,0.0,0.0,0.0393518518518518,0.0952962962962963,7.719,0.0960123456790123,7.777,0.1123703703703703,9.102,0.1061604938271605,8.599,0.0255802469135802,2.072,3.0,3.0,3.0,3.0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,8.0,6.0,8.0,0.0,3.0,6.0,0.0,10.0,0.0,0.0,3.0,14.0,19.0,2.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
"Para isso , o partido , além de manipular o conhecimento , os ideais , a educação , a linguagem , a relação entre pais e filhos , controla , inclusive o pensamento de as pessoas . ",28.0,0.0,0.0,0.0,0.0,0.0055555555555555,0.0589729729729729,2.182,0.0618648648648648,2.289,0.0985675675675675,3.647,0.0743783783783783,2.752,0.0507297297297297,1.877,3.0,3.0,3.0,3.0,0.081081081081081,0.081081081081081,0.081081081081081,0.081081081081081,0.0,4.0,0.0,0.0,1.0,8.0,0.0,10.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
"Não sei qual era o objetivo de Saramago , mas é muito mais fácil de identificar com os personagens assim . ",19.0,0.0,0.0,0.0,0.0,0.0186915887850467,0.1012857142857143,2.127,0.1109047619047619,2.329,0.1108571428571428,2.328,0.1120952380952381,2.354,0.0395238095238095,0.8300000000000001,2.0,2.0,2.0,2.0,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
"Um livro que instigou - me a ler , por o fato de ter ouvido demasiadamente acerca de o mesmo - incluindo relações a a assassinos e também sobre ser responsável por o maior foco em os adolescentes após sua publicação e repercussão . ",42.0,0.0,0.0,0.0,0.0,0.0043103448275862,0.0970909090909091,4.272,0.0950454545454545,4.182,0.1132499999999999,4.983,0.0989999999999999,4.356,0.0089545454545454,0.394,2.0,2.0,2.0,2.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0454545454545454,2.0,8.0,2.0,2.0,2.0,6.0,0.0,8.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
"Em o meio de este turbilhão de sentimentos , antes não experimentados por uns , as pessoas se mostram de verdade : gananciosas , boas , más , solitárias .... O mundo vira um caos a o mesmo tempo em que a solidariedade e importância em ter semrpe alguém por perto se tornam as únicas regras claras , em um jogo de escuridão branca . ",57.0,0.0,0.0,0.0,0.0,0.0060240963855421,0.0699076923076923,4.5440000000000005,0.0746307692307692,4.851000000000001,0.0865846153846153,5.628,0.0740461538461538,4.813,0.0079846153846153,0.519,7.0,7.0,7.0,7.0,0.1076923076923077,0.1076923076923077,0.1076923076923077,0.1076923076923077,8.0,10.0,8.0,1.0,1.0,9.0,0.0,13.0,0.0,0.0,5.0,1.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,53.0,0.0,0.0,0.0,1.0,0.0
Mas o que a Bella faz ? ,6.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"E recusou as ofertas para que suas obras fossem adaptadas para o cinema , o que me faz crer que a repulsa de o jovem narrador por a sétima arte , é mais um reflexo de o alter ego de o autor . ",40.0,0.0,0.0,0.0,0.0,0.0052083333333333,0.0969999999999999,4.170999999999999,0.109813953488372,4.722,0.1239302325581395,5.329,0.103906976744186,4.468,0.0082558139534883,0.355,1.0,1.0,1.0,1.0,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,2.0,5.0,2.0,2.0,1.0,8.0,0.0,9.0,1.0,0.0,3.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
Foi deixado a a mercê de a morte . ,8.0,0.0,0.0,0.0,0.0,0.0285714285714285,0.0626666666666666,0.5640000000000001,0.1081111111111111,0.973,0.1048888888888888,0.944,0.0962222222222222,0.866,0.013,0.117,2.0,2.0,2.0,2.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
Escreve o livro com palavras expressões que só adolescentes usam . ,10.0,0.0,0.0,0.0,0.0,0.0149253731343283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Em seu primeiro dia de aula faz muitos amigos e conhece Edward . ,12.0,0.0,0.0,0.0,0.0,0.0307692307692307,0.1046923076923077,1.361,0.132,1.716,0.1321538461538461,1.718,0.123,1.5990000000000002,0.0,0.0,1.0,1.0,1.0,1.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,1.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
"Capitães da Areia Em Capitães da Areia - 1937 - A "" cidade alta "" é que serve de cenário . ",20.0,0.0,0.0,0.0,0.0,0.0659340659340659,0.0401904761904761,0.8440000000000001,0.0537619047619047,1.129,0.0423809523809523,0.89,0.0446666666666666,0.938,0.0023333333333333,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
"Pra quem adora ficção e ' ouvir ' falar sobre amor verdadeiro , Crepúsculo é um prato cheio e com várias repetições . ",21.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0844782608695652,1.943,0.0273043478260869,0.628,0.0848695652173913,1.952,0.063695652173913,1.465,0.0081739130434782,0.188,2.0,2.0,2.0,2.0,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
"Eu particularmente , AMO essa saga , não só porque foi o livro que me fez ver que eu AMO ler . ",19.0,2.0,0.0,0.0,0.0,0.0736842105263157,0.0173181818181818,0.381,0.0157727272727272,0.347,0.003590909090909,0.0789999999999999,0.0091363636363636,0.2009999999999999,0.0053181818181818,0.117,2.0,2.0,2.0,2.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0
"A garota , em o entanto , consegue convencer o líder a deixá - la ficar . ",14.0,0.0,0.0,0.0,0.0,0.0135135135135135,0.0,0.0,0.0043529411764705,0.074,0.0435882352941176,0.741,0.0354705882352941,0.603,0.0585882352941176,0.996,2.0,2.0,2.0,2.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
"O que vale é o instinto , onde a animalidade de o homem vêm a a flor de a pele em a briga por a própria vida . ",26.0,0.0,0.0,0.0,0.0,0.009009009009009,0.1197857142857142,3.354,0.1038571428571428,2.908,0.1162499999999999,3.255,0.1305357142857142,3.655,0.0517142857142857,1.448,1.0,1.0,1.0,1.0,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,1.0,4.0,1.0,1.0,0.0,8.0,0.0,7.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Nunca havia lido Saramago . ,4.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Em a época em que escreveu a obra , o autor empenhava - se em denunciar o papel de o Estado em o aniquilamento de as liberdades individuais e de a cidadania , acreditando que a política tomaria um rumo extremamente opressivo em relação a os cidadãos . ",45.0,0.0,0.0,0.0,0.0,0.0079365079365079,0.0763541666666666,3.665,0.0937291666666666,4.4990000000000006,0.1322291666666666,6.347,0.1053541666666666,5.057,0.0327291666666666,1.571,2.0,2.0,2.0,2.0,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,2.0,8.0,2.0,0.0,1.0,11.0,0.0,12.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
"Essa impressão de aprimoramento vem também de uma frase de O'Brien , em "" 1984 "" , em que diz que um dia , as crianças serão tiradas de seus pais logo a o nascerem para serem educadas por o Partido . ",38.0,0.0,0.0,0.0,0.0,0.02,0.0838809523809523,3.523,0.1072857142857142,4.506,0.1218809523809523,5.119,0.1043809523809523,4.384,0.0,0.0,1.0,1.0,1.0,1.0,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0,8.0,0.0,2.0,0.0,5.0,0.0,6.0,2.0,0.0,2.0,2.0,6.0,2.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
"Por mais que a vida de ele seja comum e igual a de tantas outras pessoas , ele descreve uma vida tão sem graça , que chega a dar pena . ",28.0,0.0,0.0,0.0,0.0,0.0073529411764705,0.1377096774193548,4.269,0.1604838709677419,4.975,0.1469677419354838,4.556,0.1539677419354838,4.773,0.0209354838709677,0.649,3.0,3.0,3.0,3.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,2.0,3.0,2.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
"Sim , a Meyer deve ter esquecido de comentar em a aba de o livro que a Bella tinha problemas mentais . ",20.0,0.0,0.0,0.0,0.0,0.029126213592233,0.0979545454545454,2.155,0.1087727272727272,2.393,0.1196818181818181,2.633,0.1040909090909091,2.29,0.0141818181818181,0.312,2.0,2.0,2.0,2.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,1.0,2.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
( talvez alguns trechos abaixo possam ser considerados spoiler ) A narrativa de Orwell é sufocante . ,14.0,0.0,0.0,0.0,0.0,0.0198019801980198,0.0946470588235294,1.609,0.0681764705882353,1.159,0.1087647058823529,1.849,0.0960588235294117,1.633,0.0163529411764705,0.278,2.0,2.0,2.0,2.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Acredito que ele passou essa mensagem muito bem . ,8.0,0.0,0.0,0.0,0.0,0.02,0.1866666666666666,1.6800000000000002,0.1088888888888888,0.98,0.1678888888888889,1.511,0.1748888888888889,1.574,0.0614444444444444,0.553,2.0,2.0,2.0,2.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
"O casamento é autorizado por o governo apenas se os nubentes não forem afins e seus filhos são incentivados , desde cedo , a denunciarem os pais a a polícia se os virem agindo de forma suspeita . ",35.0,0.0,0.0,0.0,0.0,0.0051020408163265,0.0296052631578947,1.125,0.0363684210526315,1.382,0.0323684210526315,1.23,0.0307105263157894,1.167,0.0093421052631578,0.355,2.0,2.0,2.0,2.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,1.0,4.0,1.0,3.0,1.0,6.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0
""" Fico imaginando uma porção de garotinhos brincando de alguma coisa em um baita campo de centeio e tudo . ",19.0,0.0,0.0,0.0,0.0,0.0093457943925233,0.13595,2.719,0.16435,3.287,0.1809,3.618,0.1586,3.172,0.0056,0.112,2.0,2.0,2.0,2.0,0.1,0.1,0.1,0.1,1.0,4.0,1.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
