sentence,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,subjectivity
"Os salgados são muito bons, especialmente os croissants.",0.0199999999999999,0.1999999999999999,-0.0916,-0.916,0.0522,0.522,0.0413,0.413,0.0553,0.553,1.0
"boa opção no centro da cidade.boa oferta de comida,preco e atendimento,limpeza tambem boa,recomendo.",0.10185,2.037,-0.0617,-1.234,0.0733999999999999,1.468,0.0948,1.896,-0.0207,-0.414,1.0
Eu e m eu filho comemos um Xfile e ficamos uma semana com infecção intestinal.,-0.0341874999999999,-0.5469999999999999,0.013,0.208,-0.061875,-0.99,-0.0330624999999999,-0.5289999999999999,-0.016125,-0.258,0.0
"No calçadão da Rua da Quitanda, bem próximo à Praça do Patriarca.",0.0535714285714285,0.75,0.0749285714285714,1.049,0.0657142857142857,0.92,0.0647142857142857,0.906,0.0,0.0,0.0
"Funciona no almoço com buffet com várias opções de pratos frios, quentes, sobremesas e sucos incluídos.",0.0272105263157894,0.517,-0.0533684210526315,-1.014,0.0509473684210526,0.968,0.0438421052631579,0.8330000000000001,0.0,0.0,0.0
Tudo com qualidade.,0.29,1.16,-0.194,-0.776,0.23575,0.943,0.26225,1.049,-0.02025,-0.081,1.0
É bar mas com opções de pratos para refeições e não somente petiscos.,-0.0077142857142857,-0.1079999999999999,-0.0694999999999999,-0.973,0.0130714285714285,0.1829999999999999,0.0012857142857142,0.018,0.0710714285714285,0.995,0.0
Cozinha brasileira.,0.0,0.0,-0.023,-0.069,0.0,0.0,0.0076666666666666,0.023,0.0,0.0,0.0
Pratos para compartilhar.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bom atendimento.,0.256,0.768,-0.3176666666666666,-0.953,0.2046666666666666,0.614,0.2593333333333333,0.778,0.0,0.0,1.0
"Assim que você entra já ouve uma música ambiente, já fica flutuando.",0.0,0.0,0.0627142857142857,0.878,0.0534285714285714,0.748,0.0387142857142857,0.542,0.0,0.0,0.0
Aí tem duas árvores que foram preservarás na construção.,0.1027,1.027,-0.0506,-0.506,0.0702,0.702,0.0824999999999999,0.825,0.0046,0.046,0.0
Ambiente muito aconchegante.,-0.192,-0.768,0.0,0.0,-0.14775,-0.591,-0.15925,-0.637,0.13825,0.553,1.0
"O buffet é a vontade, preço fixo.",0.0064444444444444,0.058,0.0923333333333333,0.831,0.11,0.99,0.0725555555555555,0.653,0.0,0.0,0.0
Pode se servir várias vezes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tudo sem enlatados e temperos prontos.,-0.0531428571428571,-0.372,0.0248571428571428,0.174,-0.1191428571428571,-0.834,-0.0808571428571428,-0.566,0.0718571428571428,0.503,0.0
Bebida à vontade.,0.0,0.0,0.177,0.708,0.2155,0.862,0.13075,0.523,0.0,0.0,0.0
Uma grande variedade de frutas.,0.3899999999999999,2.34,-0.4143333333333333,-2.486,0.3588333333333333,2.153,0.3878333333333333,2.327,0.0,0.0,1.0
Preço justo.,0.3516666666666666,1.055,0.0546666666666666,0.164,0.2383333333333333,0.715,0.2149999999999999,0.6449999999999999,0.0,0.0,1.0
Ingredientes orgânicos para quem se preocupa com a saúde.,0.0113,0.113,0.0087999999999999,0.088,-0.0857,-0.857,-0.0528,-0.528,-0.0866,-0.866,0.0
Comprei para ir no rodízio de fondue com uns casais de amigo e gostei muito da visita.,0.0707777777777777,1.2739999999999998,-0.1560555555555555,-2.809,0.1603333333333333,2.886,0.1188888888888888,2.14,0.0307222222222222,0.553,0.0
O restaurante Remanso do peixe oferece o que de melhor existe em pescado na amazônia.,0.017625,0.282,-0.03525,-0.564,0.0198124999999999,0.3169999999999999,0.01725,0.2760000000000001,0.046125,0.738,0.0
Morador ou visitante não pode deixar de conhecer essa maravilha da culinária paraense.,0.113,1.582,-0.0554999999999999,-0.7769999999999999,0.1353571428571428,1.895,0.1417142857142857,1.984,-0.0095714285714285,-0.134,0.0
Recomendo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Apesar de achar o couvert artístico um pouco caro demais e a espera para conseguir uma mesa ser um pouco cansativa, acho que o restaurante vale a pena.",0.0146666666666666,0.44,0.0057666666666666,0.173,-0.0363666666666666,-1.091,0.0325333333333333,0.9760000000000004,0.0005,0.015,1.0
"Não é barato, mas o serviço foi bom, a pizza veio super rápido, o menu é ótimo (várias opções de pizza e você pode optar por dividir a sua pizza em em até 3 sabores diferentes) e o ambiente é agradável.",0.0779148936170212,3.662,-0.0334042553191489,-1.5699999999999998,0.0786382978723404,3.696,0.0773617021276595,3.636000000000001,-0.002531914893617,-0.119,1.0
Bem localizado.,0.25,0.75,0.3266666666666666,0.98,0.3066666666666667,0.92,0.2943333333333333,0.883,0.0,0.0,1.0
Voltaria.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Melhor pizza da cidade em termos de massa fina, preço um pouco salgado.",0.0309333333333333,0.464,-0.0342666666666666,-0.514,-0.0044,-0.066,0.038,0.5700000000000003,-0.0082666666666666,-0.124,1.0
Tem o melhor petit gateu da ilha.,0.169625,1.357,-0.039125,-0.313,0.104625,0.837,0.127375,1.019,-0.0155,-0.124,1.0
Muito bom!!,-0.192,-0.768,0.0,0.0,-0.14775,-0.591,-0.15925,-0.637,0.13825,0.553,1.0
Atendimento excelente do Michael!!,0.2456666666666666,1.474,-0.1588333333333333,-0.953,0.2325,1.395,0.2123333333333333,1.274,0.0,0.0,1.0
Comida deliciosa e ambiente agradável!,0.3323333333333333,1.994,-0.0788333333333333,-0.473,0.2426666666666666,1.456,0.2318333333333333,1.391,-0.0095,-0.057,1.0
Caipirinha deliciosa!,0.3283333333333333,0.985,0.0,0.0,0.3253333333333333,0.976,0.218,0.654,0.0,0.0,1.0
Pratos caros e visualmente feios.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pouca quantidade.,0.2986666666666667,0.896,-0.309,-0.927,0.2663333333333333,0.799,0.2913333333333333,0.874,0.0,0.0,0.0
Pedi o salmão e não tinha mais disponível na cozinha.,0.0164545454545454,0.181,0.0039090909090909,0.043,-0.0027272727272727,-0.0299999999999999,0.0091818181818181,0.101,-0.0114545454545454,-0.126,0.0
Experiência pra não voltar mais.,0.1813333333333333,1.088,0.1526666666666666,0.916,0.1276666666666666,0.766,0.1426666666666667,0.8560000000000001,-0.0335,-0.201,0.0
Comprar chocolates na cacau show é uma boa saída para quem quer fugir dos chocolates mais tradicionais e quer experimentar novos e deliciosos sabores de chocolates.,0.0393703703703703,1.0630000000000002,-0.0313333333333333,-0.846,0.0362222222222222,0.978,0.041037037037037,1.108,-0.0047777777777777,-0.129,1.0
Excelente atendimento.,0.4913333333333333,1.474,-0.3176666666666666,-0.953,0.465,1.395,0.4246666666666667,1.274,0.0,0.0,1.0
Ambiente tipicamente carioca.,0.0,0.0,0.03275,0.131,0.0,0.0,0.011,0.044,0.0,0.0,0.0
"Comida muito bom, muito bem temperada.",-0.070375,-0.5630000000000002,0.141625,1.133,-0.0363749999999999,-0.2909999999999998,-0.03675,-0.294,0.131125,1.0490000000000002,1.0
Preço justo.,0.3516666666666666,1.055,0.0546666666666666,0.164,0.2383333333333333,0.715,0.2149999999999999,0.6449999999999999,0.0,0.0,1.0
Excelente custo-benefício.,0.2353333333333333,0.706,0.0,0.0,0.2603333333333333,0.781,0.1653333333333333,0.496,0.0,0.0,1.0
"Ambiente agradável, garçons educados, comida gostosa, mas... as porções dos pratos kids são muito, muito, muito pequenas.",-0.0489583333333333,-1.1749999999999998,-0.0168749999999999,-0.4049999999999999,-0.0454166666666666,-1.09,-0.0445416666666666,-1.069,0.062875,1.509,1.0
Vergonhoso cobrarem tão caro por tão pouca massa.,0.106,0.954,0.1014444444444444,0.913,0.0,0.0,0.0691111111111111,0.622,0.0,0.0,0.0
Até meu filho de 3 anos saiu de lá com fome.,0.08725,1.047,-0.2201666666666666,-2.642,0.1480833333333333,1.777,0.1338333333333333,1.606,-0.0888333333333333,-1.066,0.0
"Não volto mais, pois teria que pedir um prato de adulto para um menininho se alimentar adequadamente.",-0.0514736842105263,-0.978,-0.0512105263157894,-0.973,-0.06,-1.14,-0.0212105263157894,-0.4029999999999999,0.0034736842105263,0.066,0.0
"Atendimento de primeira, ambiente super legal.",0.270875,2.1670000000000003,-0.1275,-1.02,0.18175,1.454,0.268875,2.151,0.0,0.0,1.0
Ideal para um jantar entre amigos.,-0.0488571428571428,-0.3419999999999999,0.0392857142857142,0.275,-0.1122857142857143,-0.786,-0.0437142857142857,-0.3059999999999999,-0.0095714285714285,-0.067,0.0
As opções com camarão são as melhores mas os de peixes também são uma delícia.,0.0559375,0.895,-0.0511875,-0.8190000000000001,0.077875,1.246,0.0680625,1.089,0.0,0.0,1.0
O preço é razoável até.,0.117,0.7020000000000001,-0.1233333333333333,-0.74,0.1336666666666666,0.802,0.1353333333333333,0.812,-0.0225,-0.135,1.0
"Chope bemtirado, comida questionável, o joelho de porco é bem feito, porém a salada de batatas veio azeda e o chucrute bem antigo.",0.1307777777777777,3.531,0.0122222222222222,0.33,0.2012962962962963,5.4350000000000005,0.1693703703703704,4.573,-0.033074074074074,-0.893,1.0
As salsichas de qualidade duvidosa.,0.1213333333333333,0.7280000000000002,-0.3205,-1.923,0.1309999999999999,0.7859999999999999,0.1909999999999999,1.146,0.0,0.0,1.0
O preço para o Rio é compatível .,0.07225,0.5780000000000001,0.10775,0.862,0.073375,0.587,0.059375,0.475,-0.075125,-0.601,1.0
"Ambiente acolhedor, bebidas self-service, rock dos melhores (clássicos e atuais) e atendimento maravilhoso.",0.0984444444444444,1.772,-0.1435,-2.583,0.0895,1.611,0.1104444444444444,1.988,0.0,0.0,1.0
"Esse restaurante é muito agradável, um excelente atendimento uma vista pro mar de abrilhantar os olhos e com uma refeição divina, nesse final de ano ele estarão fazendo um pacote muito bom pra quem gosta de celebrar a virada do ano de frente pro mar.",0.0742291666666666,3.563,-0.1504791666666666,-7.223,0.0804583333333333,3.862,0.0949375,4.557,0.0347083333333333,1.666,1.0
"Local agradável, amplo, cardápio variado e bom atendimento.",0.2441818181818181,2.686,-0.0591818181818181,-0.651,0.1132727272727272,1.246,0.1916363636363636,2.108,-0.0101818181818181,-0.112,1.0
"Além de variados e deliciosos acaís, servem outras opções de lanches que equivalem à refeição e sucos muito gostosos.",0.0112380952380952,0.236,-0.0456666666666666,-0.959,0.093,1.953,0.0725714285714285,1.524,0.0263333333333333,0.553,1.0
"sushi di boa qualidade e otimo tempura de legumes e camarao, tambem tem sobremesa incluida no valor do rodizio",0.14915,2.983,-0.0961,-1.922,0.1288,2.576,0.1486,2.9720000000000004,0.0,0.0,1.0
A pizzaria é um charme.,-0.1181666666666666,-0.709,-0.002,-0.012,-0.155,-0.93,-0.0903333333333333,-0.5419999999999999,0.0,0.0,1.0
O ambiente é ótimo para um encontro romântico ou para comer uma pizza com os amigos.,0.0256470588235294,0.436,0.0607647058823529,1.033,0.0,0.0,0.0288235294117647,0.4900000000000001,0.0,0.0,1.0
"O atendimento é bom, rápido e eficiente.",0.1707777777777778,1.537,-0.096,-0.864,0.1625555555555555,1.463,0.1481111111111111,1.333,0.0046666666666666,0.042,1.0
Os preços não são baratos entretanto não chegam a ser astronômicos.,0.0284166666666666,0.3409999999999999,0.0178333333333333,0.214,0.0169166666666666,0.203,0.0260833333333333,0.313,0.00175,0.021,1.0
Recomendo para uma refeição diferente e deliciosa.,0.119375,0.955,0.01,0.08,0.1275,1.02,0.085625,0.685,0.0,0.0,0.0
Dei mais uma chance para a Real.,0.03675,0.294,0.025625,0.205,0.004,0.032,0.01725,0.138,-0.01475,-0.118,0.0
Genteeee!!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vcs precisam ir a este lugar e comer a comida do Bryan, ver os arcos, beber Pisco, conversar com o chef sobre a comida peruana e terminar com o Suspiro a la limeña que é uma das 3 sobremesas mais incriveis que já comi!",0.06125,2.94,-0.0154166666666666,-0.74,0.0147708333333333,0.7089999999999999,0.043375,2.082,-0.0070833333333333,-0.34,0.0
"Ambiente bem cuidado, atendimento excelente.",0.42,2.94,0.0038571428571428,0.027,0.438,3.0660000000000003,0.378,2.646,0.0,0.0,1.0
"Pequena variedade, mas atende inclusive  vegetarianos.",0.103,0.927,-0.0651111111111111,-0.586,0.0571111111111111,0.514,0.0751111111111111,0.676,0.0,0.0,0.0
Costuma ter bolinhas fritos a assados fora do habitual.,-0.0703999999999999,-0.704,0.025,0.25,-0.0904,-0.904,-0.0843,-0.843,0.0716,0.716,0.0
Tudo bem caprichado.,0.24925,0.997,0.2885,1.154,0.244,0.976,0.25375,1.015,-0.02025,-0.081,1.0
Preço caprichado também.,0.0145,0.058,0.041,0.164,0.0,0.0,0.0185,0.074,0.0,0.0,1.0
Não é para o dia-a-dia.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O kg custa R$ 65,00.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Destaque para o creme brulee, boa pedida para sobremesa.",0.0639090909090909,0.703,-0.0853636363636363,-0.939,0.0083636363636363,0.092,0.0525454545454545,0.5780000000000001,0.0,0.0,0.0
Va com tempo.,-0.00825,-0.033,-0.023,-0.092,0.034,0.136,0.009,0.036,0.02175,0.087,0.0
Mesas para muitas pessoas demoram um pouco para liberar,0.0096666666666666,0.087,-0.0805555555555555,-0.725,-0.0166666666666666,-0.15,0.0245555555555555,0.221,0.0,0.0,0.0
"No Executivo Grill você tem um ambiente descontraído, com diversas opções de saladas, pratos quentes, carnes, feijoada, a comida é gostosa, o atendimento é razoável e o preço é muito bom.",0.0576052631578947,2.189,-0.0786578947368421,-2.9889999999999994,0.0313421052631579,1.1910000000000005,0.0474736842105263,1.8040000000000005,0.0269473684210526,1.024,1.0
Ambiente super agradável e de ótimo atendimento.,0.2588749999999999,2.071,-0.319,-2.552,0.245375,1.963,0.274375,2.1950000000000003,0.0,0.0,1.0
Fomos muito bem atendidos!,-0.0036,-0.018,0.196,0.98,0.0658,0.329,0.0492,0.246,0.1106,0.553,0.0
A carne é ótima e o lugar super agradável!,0.0852,0.8520000000000001,-0.0453,-0.453,0.0509,0.509,0.072,0.72,0.0,0.0,1.0
Recomendo!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Um dos melhores restaurantes que vi na cidade.,-0.0672222222222222,-0.605,0.0,0.0,-0.11,-0.99,-0.0589999999999999,-0.5309999999999999,0.0,0.0,0.0
Tradicional.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As melhores burekas (folhados redondos recheados - em formato de donut) .,0.0369285714285714,0.517,-0.0694999999999999,-0.973,0.06,0.84,0.0555,0.777,0.0,0.0,1.0
Para saborear no local e tambem levar pra casa (congeladas).,0.0257692307692307,0.3349999999999999,0.022076923076923,0.287,0.0133076923076923,0.173,0.0192307692307692,0.25,-0.014076923076923,-0.183,0.0
"Ter no congelador sempre que pintar ""aquela vontade"" (e vai pintar sempre, rsrrss).",0.0147894736842105,0.281,0.0504210526315789,0.958,0.0453684210526315,0.862,0.0328421052631578,0.624,-0.0119473684210526,-0.227,0.0
A de ricota e de espinafre são imbativeis.,0.1358888888888889,1.223,-0.2076666666666666,-1.869,0.2092222222222222,1.883,0.19,1.71,0.0,0.0,1.0
"Lanche gostoso, as batatas chips que vêm de acompanhamento e a maionese temperada da casa são boas, atendimento e ambiente agradáveis, preço em conta e ainda tem delivery.",0.047125,1.508,-0.0779375,-2.494,0.075125,2.404,0.062875,2.0120000000000005,-0.0246562499999999,-0.7889999999999999,1.0
"As esfirras são a melhor propaganda do restaurante de comida tipica árabe, sabores variados (adoro a folheada de carne e a de azeitona), mas os outros pratos também são muito bons.",0.0582777777777777,2.098,-0.0571111111111111,-2.056,0.0720833333333333,2.595,0.0700555555555555,2.522,0.0053333333333333,0.192,1.0
"Não deixem de experimentar os charutinhos de folha de uva, o tempero é leve e saboroso.",0.1168333333333333,2.103,-0.1490555555555555,-2.683,0.1393888888888889,2.509,0.1410555555555555,2.539,-0.0040555555555555,-0.073,1.0
O espaço é simples e o atendimento costuma ser rápido nas mesas.,0.0951538461538461,1.237,-0.0304615384615384,-0.3959999999999999,0.0972307692307692,1.264,0.0776153846153846,1.009,0.0524615384615384,0.682,1.0
"No balcão é um pouco mais confuso pela quantidade de pessoas que ficam ao redor esperando atendimento e comendo ali mesmo, mas é tb o lugar mais divertido já que podemos presenciar a interação entre os donos árabes ou descendentes e os funcionários brasileiros...",0.0673043478260869,3.096,-0.068695652173913,-3.16,0.0581086956521739,2.673,0.068,3.128,-0.0033043478260869,-0.152,0.0
Cumpre o esperado.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Boa variedade de carnes, e variado buffet de saladas e outros acompanhamentos.",0.1602142857142857,2.243,-0.1660714285714286,-2.325,0.1729285714285714,2.4210000000000003,0.1763571428571428,2.469,-0.0056428571428571,-0.079,1.0
Bom atendimento.,0.256,0.768,-0.3176666666666666,-0.953,0.2046666666666666,0.614,0.2593333333333333,0.778,0.0,0.0,1.0
Preço razoável.,0.0476666666666666,0.143,0.0546666666666666,0.164,-0.0289999999999999,-0.087,0.0093333333333333,0.0279999999999999,-0.045,-0.135,1.0
Recomendo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Que desfrutar de um lanche leve e rápido vale a pena no flash lanches.,0.0394,0.591,0.0551333333333333,0.8270000000000001,0.0554666666666666,0.8319999999999999,0.0796,1.1940000000000002,0.0410666666666666,0.616,1.0
Tudo muito cuidado e ambiência limpa.,0.0278571428571428,0.1949999999999999,0.0248571428571428,0.174,0.0308571428571428,0.216,-0.0022857142857142,-0.016,0.0674285714285714,0.472,1.0
"Restaurante muito bem localizado perto de varios hotéis , almoçamos depois das 16:00 sendo que a maioria dos restaurantes daquela região já estavam fechados, comida deliciosa feita com produtos saudáveis !",0.0588125,1.882,0.0104687499999999,0.3349999999999999,0.07146875,2.287,0.0600624999999999,1.922,0.01365625,0.437,1.0
Adoramos !,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedimos um rodízio que só começou a ser servido após chamar o garçom e reclamar,-0.0433999999999999,-0.6509999999999999,-0.0615999999999999,-0.924,-0.0287333333333333,-0.4309999999999999,-0.0247333333333333,-0.3709999999999999,0.0638666666666666,0.958,0.0
"Um lindo lugar, cardápio muito direcionado à camarão, preços elevados, mais condizentes com bom ambiente que as porções poucp generosas.",-0.0429166666666666,-1.03,0.0187083333333333,0.4489999999999999,-0.0620833333333333,-1.49,-0.0367083333333333,-0.881,0.0239166666666666,0.5740000000000001,1.0
"A casa costuma lotar no fim da tarde e serve um variado menu, de cerca de 30 itens, como pratos individuais e coletivos, para crianças, panelinhas, espetinhos e espetões, saladas, sanduíches, caldos e sobremesas.",0.0114883720930232,0.4940000000000001,-0.0406046511627906,-1.746,0.0165116279069767,0.71,0.0265116279069767,1.14,-0.0016511627906976,-0.071,1.0
"A porção de costela assada na brasa por seis horas, vai à mesa com mandioca, vinagrete e farofa.",0.0484761904761904,1.018,-0.0765714285714285,-1.608,0.076047619047619,1.597,0.067047619047619,1.408,0.0,0.0,0.0
"Ou seja, simplesmente DIVINOOO!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O restaurante oferece um cardápio com massas, strogonoff, saladas, picadinho servidos em porções generosas, contam com um delicioso café e o ambiente é agradável, aconchegante e leve.",-0.0086666666666666,-0.286,-0.0103939393939393,-0.343,-0.0323333333333333,-1.0670000000000002,-0.0053030303030303,-0.1749999999999999,-0.0024848484848484,-0.082,1.0
"Infelizmente no dia que fui pedi duas opções de sobremesa que não tinham disponíveis, mas de modo geral a expriência foi muito agradável.",0.08148,2.037,-0.08372,-2.093,0.09836,2.459,0.1104,2.76,0.02396,0.5990000000000001,1.0
Quero agradecer por escolherem as terras Brasileiras para lançar o Jamie's Italian.,-0.0039285714285714,-0.0549999999999999,-0.0014285714285714,-0.02,0.0007857142857142,0.011,-0.0005714285714285,-0.0079999999999999,0.0,0.0,0.0
"As refeições por aqui estão cada vez mais padronizadas e não saudáveis, talvez pela cultura ou talvez pela pressão dos restaurantes do tipo fast-food.",0.0725,1.885,0.0751923076923077,1.955,0.099576923076923,2.589,0.0826923076923076,2.15,0.0,0.0,0.0
"Estamos ansiosos para vivenciar um marco nos costumes da nossa sociedade, o despertar do interesse nos alimentos, sua procedência e seu poder nutricional.",0.0156538461538461,0.407,0.079576923076923,2.069,-0.0294230769230769,-0.765,0.0214615384615384,0.558,-0.005076923076923,-0.132,0.0
PARABÉNS!,0.463,0.926,0.461,0.922,0.4735,0.947,0.466,0.932,0.0,0.0,0.0
"Batatas fritas muito especiais, burger extremamente saboroso (quem não come mal passado deve evitar).",-0.0253333333333333,-0.456,0.0102222222222222,0.184,-0.0303888888888888,-0.5469999999999999,-0.0277222222222222,-0.4989999999999999,0.0281666666666666,0.5070000000000001,1.0
"Guarde espaço para a sobremesa, vale a pena!",0.0283,0.283,0.0842,0.842,-0.0636,-0.636,-0.0113999999999999,-0.1139999999999998,0.0933,0.933,1.0
"Depois de uma indicacao na recepcao do hotel, tive a pessia ideia de ir conhecer o restaurante, que com luzes piscando na porta (tipo um pequeno enfeite para arvore de natal) ja me indicavam o que me esperava...pedi um salmao grelhado, que diziam servir 2 pessoas... O peixe chegou, com sal alem da conta, com batatas semi cozidas como acompanhamento, um molho que parecia o oleo do fusca do meu avo e regado tambem a salmoura...afff nem vou comentar da salada de entrada, qualquer bar de periferia poderia superar... Sobre o garcom, tive que repetir minhas solicitacoes por mais de 3 x cada... Descepcionante... Em resumo, nao volto nunca mais e se mesmo assim vc se encorajar, lembre-se eu nao recomendo...",0.0354014084507042,5.026999999999999,-0.0569999999999999,-8.094,0.0385633802816901,5.476,0.0441830985915493,6.274000000000001,0.0033591549295774,0.477,0.0
Um boa opção para quem trabalha na região.,-0.0703333333333333,-0.633,0.0077777777777777,0.07,-0.1062222222222222,-0.956,-0.0565555555555555,-0.5089999999999999,0.0011111111111111,0.01,1.0
"O Restaurante Verde e Grill oferece carnes de qualidade acompanhadas de um buffet bastante interessante, com pasteis, quiche, várias opções de saladas e legumes.",0.0864285714285714,2.42,-0.1694285714285714,-4.744,0.1130357142857142,3.165,0.1243571428571428,3.482,0.0015,0.042,1.0
Um lugar super agradável!,0.0286,0.143,-0.1072,-0.536,-0.0962,-0.481,0.0252,0.1260000000000001,0.0,0.0,1.0
"Um cardápio variado com opções  de massas, pizzas, pratos ornamentados, tudo muito sofisticado e caprichado.",0.0059,0.118,-0.0021499999999999,-0.0429999999999999,-0.03425,-0.685,0.01175,0.2350000000000001,0.0236,0.472,1.0
As pizzas são super saborosas.,0.0315,0.189,0.0128333333333333,0.077,0.0338333333333333,0.203,0.026,0.156,0.0,0.0,1.0
Espaço infantil para crianças brincarem.,-0.0841666666666666,-0.505,0.0,0.0,-0.1213333333333333,-0.728,-0.1203333333333333,-0.722,0.1555,0.933,0.0
Muito bom para ir com família ou jantar para casais.,0.0247272727272727,0.2719999999999999,-0.0632727272727272,-0.696,0.023090909090909,0.254,0.0304545454545454,0.3349999999999999,0.0502727272727272,0.553,0.0
"Comida Excelente, sem palavras!",0.0516666666666666,0.3099999999999999,0.0255,0.153,-0.023,-0.138,-0.0174999999999999,-0.1049999999999999,0.0878333333333333,0.5269999999999999,1.0
"Cardápio variado e muito bom gosto, o buffet e sem igual, vale a pena expetiencia!!",0.0103684210526315,0.197,0.0448421052631578,0.852,-0.0342105263157894,-0.65,-0.0115263157894736,-0.2189999999999998,0.0598421052631579,1.137,1.0
"Comida boa de qualidade, variedade comida típica mineira!",0.2803,2.803,-0.2203,-2.203,0.2183,2.183,0.2564,2.564,-0.0114,-0.114,1.0
Bom ambiente!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bom atendimento!,0.256,0.768,-0.3176666666666666,-0.953,0.2046666666666666,0.614,0.2593333333333333,0.778,0.0,0.0,1.0
Tem muita variedade de sobremesa!,0.372,2.232,-0.3766666666666667,-2.26,0.358,2.148,0.369,2.214,0.0,0.0,0.0
Vale a pena!,0.197,0.788,0.22325,0.893,0.0,0.0,0.14,0.56,0.0,0.0,0.0
"Bastante variedade ( carnes, sushi, japonesa, chinesa) atendimento regular, uma área ampla, mas o preço um pouco acima da qualidade oferecida!",0.1104999999999999,3.0939999999999994,-0.0758928571428571,-2.125,0.0701071428571428,1.963,0.0933571428571428,2.614,-0.0017142857142857,-0.0479999999999999,1.0
"Restaurante bonito, que pela estilo parace ser caro, porem a moqueca estava mais barata do que na barraca na praia .",0.0465217391304347,1.07,0.0383043478260869,0.881,0.0039130434782608,0.09,0.0328695652173913,0.756,0.0014782608695652,0.034,1.0
"Os pratos nao veem em graaaande quantidade , mas a porçao para  duas pessoas cumpre com o objetivo, desde que uma das pessoas nao coma muito, o que e o caso da minha esposa, melhor para mim.",0.0157619047619047,0.6619999999999999,-0.0116666666666666,-0.4900000000000001,0.0056190476190476,0.2360000000000001,0.011,0.4619999999999999,0.0076428571428571,0.321,0.0
"Após dois anos,  retornamos , a casquinha de Siri continua maravilhosa , chopp muito bem tirado,  cremoso.",0.0849545454545454,1.869,-0.067090909090909,-1.476,0.0848181818181818,1.866,0.0998636363636363,2.197,0.0264090909090909,0.5810000000000001,1.0
"O filet aperitivo com molho de mostarda,  deixou saudades aos de outras oportunidades.",0.064625,1.034,-0.1169375,-1.871,0.107,1.712,0.099375,1.59,0.0,0.0,0.0
Ambiente super aconchegante.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Excelente serviço de garçom.,0.2814,1.407,-0.1552,-0.776,0.3142,1.571,0.2688,1.344,-0.0237999999999999,-0.119,1.0
"A casa é bem decorada, estava um pouco quente, ar desligado.",0.0029285714285714,0.041,0.1355,1.897,0.0661428571428571,0.926,0.0715,1.001,0.0,0.0,1.0
Os PFs são bons e a bons preços.,0.0378888888888888,0.3409999999999999,0.035,0.315,0.0225555555555555,0.203,0.031,0.279,0.0023333333333333,0.021,1.0
"Mas o quilo não vale muito à pena: de segunda a sexta, muda pouca coisa.",0.0387222222222222,0.6970000000000001,0.0027222222222222,0.049,0.0167222222222222,0.301,0.0452222222222222,0.8140000000000001,0.0307222222222222,0.553,0.0
Mas vale muito à pena para tomar cerveja de noite.,-0.0373636363636363,-0.411,-0.0755454545454545,-0.831,0.0511818181818181,0.5630000000000002,0.038090909090909,0.419,0.1378181818181818,1.516,0.0
"Boa opção de almoço na região , pois contam com sistema de buffet livre no horário de almoço, disponível ótimos pratos e saboroso, o único ponto negativo é que o salao de mesas não é tao grande o que gera um certa espera na chegada.",0.0770208333333333,3.697,-0.0896666666666666,-4.304,0.0854583333333333,4.102,0.0898333333333333,4.312,-0.0025416666666666,-0.122,1.0
"lamens muito bons, bem tradicionais, apesar da grande espera por estar sempre lotado, vale a pena ter paciencia",0.0887619047619047,1.8640000000000003,0.0569523809523809,1.196,0.0525714285714285,1.104,0.0830952380952381,1.745,0.0155238095238095,0.326,1.0
Gosto bastante do açaí do Açaí Aju.,0.0995,0.796,0.0,0.0,0.087875,0.703,0.0625,0.5,0.0,0.0,1.0
Recomendo o que vem acompanhado de chantilly.,0.064625,0.517,-0.121625,-0.973,0.105,0.84,0.097125,0.777,0.0,0.0,0.0
