sentence,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,subjectivity
( talvez alguns trechos abaixo possam ser considerados spoiler ) A narrativa de Orwell é sufocante . ,-0.0228823529411764,-0.389,-0.0581764705882352,-0.989,0.0018235294117647,0.0309999999999999,0.0102941176470588,0.175,0.0163529411764705,0.278,0.0
Acredito que ele passou essa mensagem muito bem . ,0.016,0.144,0.1088888888888888,0.98,0.0365555555555555,0.329,0.0333333333333333,0.3,0.0614444444444444,0.553,0.0
"O casamento é autorizado por o governo apenas se os nubentes não forem afins e seus filhos são incentivados , desde cedo , a denunciarem os pais a a polícia se os virem agindo de forma suspeita . ",0.0234473684210526,0.891,-0.0148421052631578,-0.564,0.0323684210526315,1.23,0.0276052631578947,1.0490000000000002,-0.0093421052631578,-0.355,0.0
""" Fico imaginando uma porção de garotinhos brincando de alguma coisa em um baita campo de centeio e tudo . ",0.06505,1.3010000000000002,-0.12755,-2.551,0.0819,1.638,0.102,2.0400000000000005,-0.0025,-0.05,0.0
"Em esse universo fantasioso , os personagens construídos por Stephenie Meyer - humanos ou não - se mostram de tal forma familiares em seus dilemas e seu comportamento que o sobrenatural parece real . ",0.0564411764705882,1.919,-0.0156176470588235,-0.531,0.0578235294117647,1.966,0.0485588235294117,1.6510000000000002,-0.0102647058823529,-0.349,0.0
Em a vida só vale o amor e a amizade . ,0.1932727272727272,2.126,0.0994545454545454,1.094,0.2155454545454545,2.371,0.1928181818181818,2.121,-0.024,-0.264,0.0
"Tenta se adaptar a a vida provinciana em a qual aparentemente todos se conhecem , lidar com sua constrangedora falta de coordenação motora e se habituar a morar com um pai com quem nunca conviveu . ",0.0364999999999999,1.3139999999999996,0.0446944444444444,1.6090000000000002,0.0355555555555555,1.28,0.0459166666666666,1.6530000000000005,0.0181111111111111,0.652,0.0
"( Excertos de o artigo "" A EXPERIÊNCIA DE O OLHAR E O TEOR TESTEMUNHAL EM "" ENSAIO SOBRE A CEGUEIRA "" , Berttoni Licarião ) ",0.0438461538461538,1.1399999999999997,-0.0047307692307692,-0.1229999999999999,0.1072692307692307,2.789,0.089,2.314,0.0300384615384615,0.781,0.0
"Lembro , que antes de começar a ler esse livro , eu li em vários lugares , que o livro era muito bom , e sei lá o que mais . ",-0.0160645161290322,-0.498,-0.0220322580645161,-0.683,-0.0100967741935483,-0.313,-0.0126774193548387,-0.3929999999999999,0.0430645161290322,1.335,0.0
"Morte foi em decorrência de causas naturais Ruth Rocha lembra de o romancista , Marcal Aquino prefere o contista e Correa do Lago guarda carta de o autor . ",0.0791379310344827,2.2950000000000004,-0.0940344827586206,-2.727,0.1502068965517241,4.356,0.1267241379310345,3.675,-0.0071379310344827,-0.207,0.0
Começa ai a busca de Bella para desvendar o que seu amado realmente era . ,0.0288,0.432,-0.1064,-1.596,0.0448666666666666,0.673,0.0426666666666666,0.64,0.0352666666666666,0.529,0.0
"A história se passa em o "" provável "" ano de 1984 , em a fictícia superpotência de Oceânia . ",0.0717,1.4340000000000002,-0.0774,-1.548,0.08445,1.689,0.0873,1.746,0.00665,0.133,0.0
A maioria acha que Holden só sabe reclamar e odeia tudo e todos a sua volta . ,0.018,0.3060000000000001,0.0164117647058823,0.2789999999999999,0.0570588235294117,0.97,0.0052941176470588,0.09,0.0369411764705882,0.6280000000000001,0.0
Existe muito mais obras de o q essa . ,-0.0278888888888888,-0.251,-0.1081111111111111,-0.973,0.0276666666666666,0.249,0.0155555555555555,0.14,0.0614444444444444,0.553,0.0
Vampiros sexs e humanos vivendo em um único mundo . ,-0.0708999999999999,-0.709,0.0,0.0,-0.099,-0.99,-0.0566,-0.566,0.0,0.0,0.0
"Em o começo um homem fica cego em o trânsito , e com o passar de o tempo todas as pessoas de o mundo começam a ficar cegas gradativamente , o curioso é que se trata de uma cegueira branca . ",-0.0054634146341463,-0.2239999999999999,-0.0507317073170731,-2.08,-0.0038536585365853,-0.1579999999999999,0.0121951219512195,0.5000000000000001,0.0022926829268292,0.094,0.0
""" Uma ova que me conhecem ! ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Essas marcas são mais nítidas em a passagem de a casa de seu professor , lugar onde se oferece para passar a noite e que estranhamente é acordado a o sentir o mesmo professor lhe acariciando os cabelos e admirando o seu corpo . ",0.0780227272727272,3.4329999999999994,0.0078636363636363,0.3459999999999997,0.0797499999999999,3.5089999999999995,0.08325,3.663,-0.0047954545454545,-0.211,0.0
"Um dia Noelle conhece um bilionário que se apaixona por ela e lhe oferece tudo o que ela sempre quis , com a condição de que ela fosse apenas de ele . ",0.01903125,0.6090000000000001,-0.0745625,-2.386,0.01640625,0.5250000000000001,0.0395,1.2640000000000002,-0.00253125,-0.081,0.0
Winston termina seus dias tomando gim e jogando xadrez sozinho em o Castanheira Café . ,-0.0520666666666666,-0.7809999999999999,0.0138,0.207,-0.0897333333333333,-1.346,-0.0812666666666666,-1.219,-0.0152666666666666,-0.229,0.0
"O que não simples é o seu intuito , o "" por trás "" de a história . ",0.0484444444444444,0.872,-0.0116666666666666,-0.2099999999999999,0.0773888888888889,1.393,0.0694444444444444,1.25,-0.0139444444444444,-0.251,0.0
"A maioria de as histórias trazem isso , de o menino perfeito , o príncipe , o galã , como eu disse tudo uma questão de estrategia . ",0.1036071428571428,2.901,-0.0868571428571428,-2.432,0.0838928571428571,2.349,0.0975,2.7300000000000004,-0.0168214285714285,-0.471,0.0
² Novafala : uma de as primeiras atitudes de qualquer governo ditatorial é impor uma língua . ,0.0240588235294117,0.409,-0.1144705882352941,-1.946,0.0664117647058823,1.129,0.0500588235294117,0.8510000000000001,0.0547647058823529,0.931,0.0
"Ok , é mais um livro de a série "" O Amor vence todas as barreiras "" , mas a condução para essa conclusão é diferente . ",0.058037037037037,1.5670000000000002,-0.0779629629629629,-2.105,0.0531851851851851,1.436,0.0658148148148148,1.777,-0.0067037037037037,-0.181,0.0
"É um amor obsessivo que ambos sentem , mas , como temos a visão de a Bella durante a história , percebemos o quão fissurada em seu par ela fica . ",0.0279032258064516,0.865,-0.0447419354838709,-1.387,0.0186129032258064,0.577,0.0326774193548387,1.013,0.0,0.0,0.0
"O livro foi escrito há 60 anos , e ainda hoje reflete as atitudes de um adolescente . ",-0.0521666666666666,-0.939,-0.0540555555555555,-0.973,-0.0083333333333333,-0.15,-0.0172777777777777,-0.3109999999999999,-0.0454444444444444,-0.818,0.0
Ou se algo em a História ainda é verdadeiro . ,-0.0663,-0.663,0.0104999999999999,0.105,0.0,0.0,-0.0459,-0.459,-0.0818,-0.818,0.0
Se Ensaio Sobre a Cegueira do Saramago tivesse sido escrita em o século XVIII/XIX com certeza ele seria um ícone de o naturalismo/realismo e desbancaria o Cortiço de Aluísio de Azevedo . ,0.0004166666666666,0.0149999999999996,-0.0561388888888888,-2.021,0.0219722222222222,0.7909999999999999,0.03475,1.251,0.0184722222222222,0.665,0.0
"Voltaram para procurar o banheiro , mas o rapazinho já havia feito xixi em as calças . ",0.0137058823529411,0.2329999999999999,0.053,0.901,0.007235294117647,0.1229999999999999,0.0101764705882352,0.1729999999999999,0.0435294117647058,0.74,0.0
"Tomei o cuidado de não criar nenhuma expectativa , já que as opiniões ( confiáveis ) de outras pessoas estavam bem equilibradas : eu podia amá - lo ou odiá - lo e não faria diferença , mas eu precisava ler ! ",0.0428095238095238,1.798,-0.023,-0.966,0.0412142857142857,1.731,0.0447619047619047,1.8800000000000003,-0.0194523809523809,-0.817,0.0
"O autor faz questão de mostrar todas as mazelas de a sociedade em que vivemos , criando uma atmosfera pós-apocalíptica , para fazer com que nós , leitores , através de os olhos de a única personagem que vê , percebamos a gravidade de atos que muitas vezes cometemos e não percebemos ( ou não queremos perceber ) . ",0.1006271186440678,5.937000000000001,-0.1182711864406779,-6.978,0.1311016949152542,7.734999999999999,0.1185423728813559,6.994000000000001,-0.0054406779661016,-0.321,0.0
""" Tanto Rowling quanto Meyer estão falando diretamente a os jovens ... A grande diferença é que J.K. Rowling é uma ótima escritora e Stephenie Meyer não consegue escrever muito bem . ",0.01096875,0.351,0.0069374999999999,0.2219999999999998,0.00871875,0.2790000000000001,0.02190625,0.7010000000000001,0.01565625,0.501,0.0
"Orwell conseguiu em 1948 imaginar um mundo futurista , totalitário e sombrio . ",-0.1579999999999999,-2.054,0.0,0.0,-0.1924615384615384,-2.502,-0.1647692307692307,-2.142,0.1438461538461538,1.87,0.0
"São crianças e adolescentes de bom coração , mas que não são mais inocentes e que já se comportam como adultos . ",0.0436818181818181,0.961,-0.0372272727272727,-0.8190000000000001,0.0584090909090909,1.285,0.051090909090909,1.124,0.0,0.0,0.0
"Assim como em "" Conte - me Seus Sonhos "" Sidney sabe como escrever um bom julgamento . ",0.0058333333333333,0.105,0.0032222222222222,0.058,-0.0027222222222222,-0.049,0.0021111111111111,0.0380000000000001,-0.0043888888888888,-0.079,0.0
Uma amiga minha me indicou esse livro . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Quando está sentado em o semáforo , este homem tem um ataque de cegueira , e é aí , com as pessoas que correm em seu socorro que uma cadeia sucessiva de cegueira se forma ... Uma cegueira , branca , como um mar de leite e jamais conhecida , alastra - se rapidamente em forma de epidemia . ",0.0343389830508474,2.026,-0.0815593220338982,-4.811999999999999,0.0378135593220338,2.231,0.0545254237288135,3.2170000000000005,-0.0136610169491525,-0.8059999999999999,0.0
"7 ) Água mole em brasa viva tanto dá até que apaga , a rima que a ponha outro . ",0.15435,3.0870000000000006,0.00135,0.027,0.11955,2.391,0.14875,2.975,0.0,0.0,0.0
"Que talvez nossa vida toda seja uma mentira , e até mesmo o ato de "" livre pensar "" seja apenas uma ilusão . ",0.0704583333333333,1.6909999999999998,-0.031125,-0.7470000000000001,0.119375,2.865,0.0950416666666666,2.281,0.0275416666666666,0.661,0.0
"Se você gosta de os filmes de vampiro tradicional , com certeza , "" Crepúsculo "" não é para você ! ",0.0071904761904761,0.151,-0.0549047619047619,-1.153,0.076047619047619,1.597,0.059047619047619,1.2400000000000002,-0.0364761904761904,-0.766,0.0
Por muito tempo a juventude significava mais uma fase intermediária entre a infância e a maturidade . ,0.0128235294117647,0.2179999999999999,0.0911176470588235,1.5490000000000002,0.0278235294117647,0.4730000000000001,0.0349999999999999,0.595,0.0376470588235294,0.64,0.0
Tem muita nojeira - não leia comendo ! ,0.0985,0.788,0.0211249999999999,0.1689999999999999,0.195625,1.565,0.15925,1.274,0.0,0.0,0.0
Mas ... e quanto a os filhos ? ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nunca assisti a o filme "" Ensaio sobre a Cegueira "" e mesmo agora , talvez nunca chegue a vê - lo . ",0.0077826086956521,0.1789999999999999,0.051695652173913,1.189,-0.0362173913043478,-0.833,-0.0043043478260869,-0.0989999999999999,0.0307826086956521,0.7080000000000001,0.0
"Todavia , O'Brien não é a única pessoa de o ambiente de trabalho que chama a atenção de Winston : há tempos , ele observa uma garota de cabelos pretos , rosto sardento e movimentos atléticos , adepta de a Liga Juvenil Antissexo ( o sexo é considerado crime , subversão ) . ",0.0650188679245283,3.446,-0.0760566037735849,-4.031,0.0762830188679245,4.043,0.0713207547169811,3.78,0.0024905660377358,0.132,0.0
até onde chegaremos ? ,0.13975,0.559,-0.226,-0.904,0.22225,0.889,0.196,0.784,0.0,0.0,0.0
"Não só o que nos interessa , e o que nos está posto a cara , mas sim reparar em tudo o que acontece a o nosso redor . ",0.0590689655172413,1.713,-0.0467586206896551,-1.356,0.069551724137931,2.017,0.051,1.479,0.0288275862068965,0.8360000000000001,0.0
"Será um penitente , não olhará mais o espetáculo de o mundo . ",-0.0747692307692307,-0.972,-0.0748461538461538,-0.973,-0.0767692307692307,-0.998,-0.0255384615384615,-0.3319999999999999,0.0,0.0,0.0
"O poder pode dominar uma pessoa , o que se torna muito ruim . ",-0.0577857142857142,-0.809,0.0566428571428571,0.793,-0.0422142857142857,-0.591,-0.0507857142857142,-0.711,0.1090714285714285,1.527,0.0
""" O menino ia por a calçada ( ... ) sem parar de cantar e sussurrar . ",0.0515294117647058,0.8759999999999999,-0.0092941176470588,-0.158,-0.0551176470588235,-0.937,0.0093529411764705,0.159,0.0735294117647058,1.25,0.0
"Quando Isabella Swan resolve morar com o pai , em a chuvosa cidade de Forks , ela esperava muita coisa , mas jamais o que estava para acontecer . ",0.0436206896551724,1.265,-0.0156206896551724,-0.4529999999999999,0.0332068965517241,0.963,0.0403793103448275,1.171,-0.0072068965517241,-0.209,0.0
"Se mudou para cidade de seu pai , escola nova , amigos novos . ",0.0443571428571428,0.621,-0.0054999999999999,-0.0769999999999999,0.1253571428571428,1.755,0.1011428571428571,1.416,0.0,0.0,0.0
"Pois bem , com o tempo passando e eu crescendo , existiu um ponto em minha vida , ( entre o terceiro e o quarto livro ) , em que comecei a ter raiva de as personagens e tudo piorou quando li Entrevista com o Vampiro de Anne Rice , seguido de o filme tão bom quanto , enfim , a gota d'água foi quando Bella engravidou de Edward e bla bla bla , a partir de esse momento , não sei se foi a idade que pesou em as costas ou o desencanto com palavras bonitas e adjetivos demais que me fizeram ser indiferente a esse livro , ás vezes penso o quanto a história seria melhor se Edward fosse um vampiro de verdade , um assassino , e como Meyer iria desenvolver uma Bella dividida entre esse amor monstruoso , claro que seria uma Bella com por o menos um pingo de personalidade a o meu ver . ",0.0384625,6.154,-0.03549375,-5.678999999999999,0.0460749999999999,7.371999999999999,0.04815,7.704000000000001,0.0137812499999999,2.205,0.0
Quem quer ver o trailer de o filme que vai sair ( ou não . ,0.0419333333333333,0.629,-0.0563333333333333,-0.845,0.0531333333333333,0.7969999999999999,0.0536,0.804,-0.0078,-0.117,0.0
"Assim , o povo só recebia o suficiente para sua sobrevivência , e estava sempre em estado de alerta , esperando que o Partido ( o Big Brother ) tivesse uma solução . ",0.057030303030303,1.882,0.0292727272727272,0.966,0.0569393939393939,1.879,0.0665454545454545,2.196,-0.0026666666666666,-0.088,0.0
Ele vem a o vilarejo e é trapaciado por um vendedor . ,-0.0520833333333333,-0.625,0.0060833333333333,0.073,-0.08,-0.96,-0.0427499999999999,-0.5129999999999999,0.00225,0.027,0.0
Esse livro fala sobre discussões entre mães e filhas ás vezes discussões séris outras vezes engraçadas . ,0.0463529411764705,0.788,-0.0279411764705882,-0.475,0.0427058823529411,0.726,0.042235294117647,0.718,-0.0033529411764705,-0.057,0.0
"Comi as palavras sem pensar direito , e ainda assim a experiência foi tão voraz quanto foi em a apreciação visual . ",0.0007272727272727,0.0159999999999998,0.0066363636363636,0.146,0.0222727272727272,0.49,0.0113181818181818,0.249,-0.0100454545454545,-0.2209999999999999,0.0
"Motivados por anseios e vontades pessoais , os personagens ocupam - se em fazer aquilo que consideram o mais adequado , seja para o seu próprio benefício ou para um fim mais filantrópico ( e ainda assim muito egoísta ) . ",-0.0572682926829268,-2.348,0.0190243902439024,0.78,-0.0372439024390243,-1.527,-0.0385121951219512,-1.579,-0.0130975609756097,-0.5369999999999998,0.0
"O desrespeito , as condições sobre humanas com as quais elas têm que lidar a o serem jogadas em um hospício , para evitar o contágio de a "" doença "" são narrados por o autor de forma impactante , e nos fazem refletir sobre a nossa humanidade . ",0.0171428571428571,0.8400000000000003,-0.0243265306122448,-1.192,0.0201836734693877,0.989,0.0323061224489795,1.5830000000000002,0.0094489795918367,0.4630000000000001,0.0
"Minha mãe tinha esse livro em a estante , em a verdade tinha esse e os dois próximos ( Lua Nova e Eclipse ) e eles ficavam lá , juntando poeira , até que um dia resolvi ler . ",0.0152820512820512,0.5960000000000001,-0.0389230769230769,-1.518,0.0171282051282051,0.668,0.0237948717948717,0.928,0.0,0.0,0.0
Leia um trecho de a história : Primeiro se se situe : ( Vale dizer que eles estavam em um restaurante ) Carlos Evandro = Amigo de o namorado de a Malu . ,0.011090909090909,0.3660000000000001,-0.0604545454545454,-1.995,0.0495151515151515,1.634,0.0590909090909091,1.95,0.0,0.0,0.0
"Depois nos orgulhamos de Kate , para nos decepcionarmos com ela mais a frente . ",-0.0093333333333333,-0.14,-0.0648666666666666,-0.973,0.0105999999999999,0.1589999999999999,0.0006,0.009,0.0644666666666666,0.967,1.0
A melancolia feliz de o povo brasileiro . ,0.277375,2.2190000000000003,0.076,0.608,0.1105,0.884,0.195,1.56,-0.12225,-0.978,1.0
"não irão se arrepender , até hoje foi o melhor que já li ! ",0.0707857142857143,0.991,-0.0485,-0.679,0.0731428571428571,1.024,0.0719285714285714,1.007,-0.0088571428571428,-0.124,1.0
Sem duvida ... umas de as melhores obras escritas por um humano . ,-0.0623846153846153,-0.8109999999999999,-0.0748461538461538,-0.973,-0.08,-1.04,-0.0374615384615384,-0.4869999999999999,0.0449230769230769,0.584,1.0
Leitura recomendada ! ,0.1736666666666666,0.521,-0.2413333333333333,-0.724,0.1906666666666666,0.572,0.2019999999999999,0.606,0.0,0.0,1.0
"Em o entanto , o tema é , de fato , mto bom . ",0.1667142857142857,2.334,-0.1197857142857142,-1.677,0.1875714285714285,2.626,0.1580714285714285,2.213,0.0,0.0,1.0
"A leitura te agarra , te sufoca , te arrasta , te tirar o ar . ",0.029375,0.47,-0.0279374999999999,-0.4469999999999999,-0.012375,-0.198,0.0171874999999999,0.2749999999999999,-0.0280625,-0.449,1.0
"Não há como negar , o livro realmente é excelente . ",0.0313636363636363,0.345,-0.0163636363636363,-0.18,0.0456363636363636,0.502,0.0305454545454545,0.3359999999999999,0.0018181818181818,0.02,1.0
O livro é tudo de bom . ,0.1091428571428571,0.764,-0.1141428571428571,-0.7989999999999999,0.128,0.896,0.1298571428571428,0.909,-0.0115714285714285,-0.081,1.0
"Primeiro livro de o Sidney Sheldon que eu li , e , como podem ver em a minha estante , valeu muito a pena . ",0.02912,0.728,0.00192,0.048,0.0082399999999999,0.2059999999999999,0.03012,0.7530000000000001,0.01744,0.436,1.0
1984 é um livro com uma história com um enredo extremamente simples . ,-0.0817692307692307,-1.0630000000000002,0.0586923076923076,0.763,-0.1097692307692307,-1.427,-0.0506923076923076,-0.659,-0.0193076923076923,-0.251,1.0
"Gostei de o livro , porém tenho que acrescentar que é um livro muito forte . ",-0.044875,-0.718,-0.0475625,-0.761,-0.0380625,-0.609,-0.0144374999999999,-0.2309999999999999,0.0345625,0.553,1.0
"Sem dúvidas , um de os melhores livros que já li . ",-0.0675833333333333,-0.8109999999999998,-0.0810833333333333,-0.973,-0.0866666666666666,-1.04,-0.0405833333333333,-0.4869999999999997,0.0486666666666666,0.584,1.0
"De 1995 , Ensaio Sobre a Cegueira é mais um livro fantástico de o português José Saramago . ",-0.0394444444444444,-0.7099999999999999,-0.0609999999999999,-1.098,0.0409444444444444,0.737,0.0382777777777777,0.6890000000000001,0.0433888888888888,0.781,1.0
"Os personagens são super consistentes , a trama é muito bem feita . ",0.0131538461538461,0.171,0.0813076923076923,1.057,0.0409230769230769,0.532,0.0309230769230769,0.402,0.0425384615384615,0.553,1.0
O melhor livro brasileiro que já li . ,0.054,0.432,0.028125,0.225,0.016875,0.135,0.027875,0.223,-0.0155,-0.124,1.0
"É um livro envolvente em muitos aspectos , porém achei ele muito repetitivo em certos pontos . ",-0.0307647058823529,-0.5229999999999998,0.0083529411764705,0.142,-0.1464705882352941,-2.49,-0.0795882352941176,-1.353,-0.0049411764705882,-0.0839999999999999,1.0
"O final é previsível , mas não decepcionante . ",0.0185555555555555,0.167,0.0202222222222222,0.182,-0.0051111111111111,-0.046,0.0067777777777777,0.061,-0.0132222222222222,-0.119,1.0
"E o Edward nem personalidade tem , é uma casca bonita . ",0.1411666666666667,1.6940000000000002,0.0145833333333333,0.175,0.13375,1.605,0.1323333333333333,1.588,0.0008333333333333,0.01,1.0
Me arrependi de um dia ter achado chato . ,0.0198888888888888,0.179,-0.1376666666666666,-1.239,0.0531111111111111,0.478,0.0631111111111111,0.5680000000000001,0.0483333333333333,0.435,1.0
"É um livro envolvente , que você não tem vontade de largar . ",0.0458461538461538,0.5960000000000001,-0.0703846153846153,-0.915,0.1087692307692307,1.414,0.1113076923076923,1.447,0.0,0.0,1.0
Esse sem duvidas foi um de os melhores livros que eu ja li . ,-0.0579285714285714,-0.8109999999999998,-0.0694999999999999,-0.973,-0.0742857142857142,-1.04,-0.0347857142857142,-0.4869999999999997,0.0417142857142857,0.584,1.0
"Ler "" Ensaio Sobre a Cegueira "" é uma experiência devastadora , única . ",-0.0047857142857142,-0.0670000000000001,0.0563571428571428,0.789,0.0115714285714285,0.162,0.003,0.042,0.0557857142857142,0.781,1.0
ele te prende mais por causa de a personagem de o que por o enredo . ,0.1171875,1.875,-0.121625,-1.946,0.1558749999999999,2.494,0.131625,2.1060000000000003,0.0,0.0,1.0
Sem aquelas palavras lindas . ,-0.1238,-0.619,0.0,0.0,-0.178,-0.89,-0.1396,-0.698,0.1167999999999999,0.584,1.0
Eu poderia e devria ter lido coisa melhor . ,0.097,0.873,0.0671111111111111,0.604,0.0207777777777777,0.187,0.0486666666666666,0.438,-0.039,-0.351,1.0
"Pontos Positivos : Além de a história ser tudo de bom , ela faz uma grande critica a o capitalismo que exclui os mas necessitados . ",0.0918846153846154,2.389,-0.0950384615384615,-2.471,0.0975,2.535,0.1060384615384615,2.757000000000001,-0.0051538461538461,-0.134,1.0
Leitura obrigatória para os amantes de a literatura . ,0.2725555555555556,2.4530000000000003,-0.3551111111111111,-3.196,0.3247777777777778,2.923,0.3175555555555556,2.858,0.0,0.0,1.0
"Talvez porque consegui entender o motivo de tantos terem se empolgado com o texto e , apesar de isso , o livro não me tocou , não conseguiu mexer com mim . ",0.07434375,2.379,-0.06715625,-2.149,0.0726874999999999,2.326,0.076375,2.444,-0.00353125,-0.113,1.0
"Com uma leitura agradável e a o mesmo tempo chocante e perturbadora , 1984 em os dá a impressão de não estarmos longe de tamanho caos . ",0.0753333333333333,2.0340000000000003,-0.1138888888888888,-3.075,0.0757037037037037,2.044,0.093037037037037,2.5120000000000005,0.0035925925925925,0.097,1.0
O livro é simplesmente indispensável ! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Eu não sei , mais eu não gostaria de ser comparada com a Bella , eu realmente não gosto de ela , acho ela muito tonga HAHA . ",0.0379285714285714,1.062,-0.0731071428571428,-2.047,0.064,1.792,0.0518214285714285,1.451,0.01975,0.553,1.0
"Jorge Amado retrada bem o seu modo de linguagem fácil de escrita , nos proporcionando prazer a o ler esta história . ",0.0543636363636363,1.1960000000000002,0.0408636363636363,0.8990000000000001,0.1163181818181818,2.559,0.1195454545454545,2.6300000000000003,0.0297727272727272,0.655,1.0
"O livro é maravilhosamente bem escrito ( aqui parabenizo também os tradutores Alexandre Hubner e Heloisa Jahn ) , e flui de uma forma que você não sente . ",0.0644137931034482,1.868,-0.0143448275862068,-0.416,0.0657586206896551,1.907,0.0734827586206896,2.131,-0.0079655172413793,-0.231,1.0
Já li 3 vezes e recomendo ! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a cada página que vai lendo você fica muito tenso . ,-0.0641818181818181,-0.706,-0.0162727272727272,-0.179,-0.0890909090909091,-0.98,-0.0709090909090909,-0.78,0.0386363636363636,0.425,1.0
"O primeiro de eles , é que concerteza ele é uma de as maiores obra-primas de o século XX em termos de literatura . ",0.113625,2.7270000000000003,-0.2016666666666666,-4.84,0.1644583333333333,3.947,0.1583333333333333,3.8,-0.0048333333333333,-0.116,1.0
"Em o final de o livro há um grande momento de tensão , mas repito não se deixe levar por a franquia em o cinema , leia o livro antes de tudo ! ",0.1053333333333333,3.476,-0.0558787878787878,-1.8440000000000003,0.0904545454545454,2.9849999999999994,0.1290909090909091,4.26,-0.0073333333333333,-0.242,1.0
"1984 não é apenas mais um livro de política , mas uma metáfora de uma realidade que inexoravelmente estamos construindo . ",-0.0063333333333333,-0.1329999999999999,-0.0786190476190476,-1.651,0.0029999999999999,0.0629999999999999,0.0203809523809523,0.4279999999999999,0.0357619047619047,0.7509999999999999,1.0
"Em a minha opinião , o livro é muito interessante pois mostra que antigamente já existiam crianças abandonadas e que acima de tudo , a diferença entre as classes sociais e os preconceitos que isso gera . ",0.0419459459459459,1.552,-0.0277567567567567,-1.027,0.0473513513513513,1.7519999999999998,0.0487837837837837,1.805,0.0127567567567567,0.472,1.0
"Contando a história de um grupo de meninos de rua de a Bahia o autor mergulha em um mundo de abandono , revolta social e ainda conta o nascimento de o amor de Pedro Bala e Dora carregado de o desejo carnal e muita ternura . ",0.0595652173913043,2.74,-0.1912608695652174,-8.798,0.0953695652173913,4.3870000000000005,0.0998043478260869,4.591,-0.0345434782608695,-1.589,1.0
"As discussões entre as personagens Maria de Lourdes e Angela Cristina , A as vezes sérias , outras vezes engraçadas ; A as vezes importantes , outras vezes irrelevantes , são contadas com ritmo e humor por a jovem autora . ",0.0206341463414634,0.846,-0.0169756097560975,-0.696,0.0322195121951219,1.321,0.0269024390243902,1.103,-0.0026585365853658,-0.109,1.0
"Apresentou vamipros sobre uma nova ótica - patética , diga - se de passagem ( vampiros bonzinhos e apixonados , isso não existe ) , mas ainda assim reconheço alguma originalidade . ",-0.004875,-0.156,-0.03040625,-0.973,0.02625,0.84,0.00875,0.28,-0.0255625,-0.818,1.0
"É uma obra genial , difícil de ser analisada , por o menos para mim , o entendimento de este livro é único para cada leitor . ",0.0736666666666666,1.989,-0.0457777777777777,-1.2359999999999998,0.0622222222222222,1.68,0.0806296296296296,2.177,0.0,0.0,1.0
É um livro impossível de ser largado . ,-0.144125,-1.153,-0.13425,-1.074,-0.11975,-0.958,-0.0765,-0.612,-0.100375,-0.803,1.0
"Sem sombra de dúvida é um de os melhores livros que já li , Sidney Sheldon entrou pra minha lista de autores preferidos com ele e Tracy Whitney ganhou mais uma fã , como eu torci por essa personagem , acho que nunca encontrei uma protagonista que eu admirasse tanto , e creio que não estou sozinha em essa , uma amiga cogitou a hipótese de dar a sua filha , quando ela tiver uma , o nome de Tracy . ",0.0065802469135802,0.5329999999999997,-0.0562839506172839,-4.558999999999999,0.0275061728395061,2.228,0.0269259259259259,2.1810000000000005,-0.0028148148148148,-0.228,1.0
Uma história que te prende de o inicio a o fim . ,0.0641666666666666,0.77,-0.0554999999999999,-0.6659999999999999,0.0699999999999999,0.84,0.0783333333333333,0.94,-0.0059166666666666,-0.071,1.0
Acho o que mais me fez gostar foi a maneira que o li . ,0.0377142857142857,0.528,0.0375714285714285,0.526,0.0387142857142857,0.5419999999999999,0.0293571428571428,0.411,-0.0260714285714285,-0.365,1.0
"É facil de ler e entender , a história é boa de o tipo q eu gosto foge de a nossa xata realidade . ",0.1525833333333333,3.662000000000001,-0.1400416666666666,-3.361,0.17025,4.086,0.1458749999999999,3.5009999999999994,0.0342083333333333,0.821,1.0
Deixo claro que acho o livro interessante . ,0.17225,1.378,-0.2055,-1.644,0.188875,1.511,0.188875,1.511,0.0,0.0,1.0
"É tao magico , todo o livro , os personagens , cada ponto cada vírgula é perfeito . ",0.0035555555555555,0.064,0.0,0.0,0.0024444444444444,0.044,0.0014444444444444,0.026,0.0016111111111111,0.029,1.0
"Sem dúvida , é um de os melhores livros que eu já li ! ",-0.1255,-1.757,-0.0694999999999999,-0.973,-0.142,-1.9880000000000004,-0.0798571428571428,-1.118,0.0417142857142857,0.584,1.0
O livro possui uma narrativa cativante e - por o modo como os fatos e conflitos são apresentados a o leitor - surpreendente . ,0.0463333333333333,1.112,0.0144583333333333,0.347,0.051625,1.239,0.0600833333333333,1.442,0.0,0.0,1.0
