has_opinion	sentence
0	Notebook's para venda:
1	No chat online da Dell Eu: Acusa erro no hard drive, não acessa o windows. Técnico: Ok. Vc está no chat através do notebook?
0	Dell lança versão de notebook 2 em 1 com processador e mais autonomia http://ow.ly/LjpDB
0	Notebook DELL com esse preço?! :O corra até uma de nossas lojas ou acesse nosso site e aproveite! ultimas... http://fb.me/7c02KeNoj
1	Meu notebook dell não está entrando no Windows. E olha que eu desliguei ele certinho ontem a noite.
0	Novidade na loja LOJAS LEONARDO LTDA: Notebook Dell Latitude 610. Acesse: http://is.gd/KELPWP
0	Notebook Dell Vostro V14T 5470-A50, Processador Intel Core i7 Memória 8GB HD 500GB Windows 8... http://fb.me/4LbgbIEaG
0	Aprenda a otimizar a vida útil da bateria de seu notebook Dell ? - http://dell.to/1nSusc2   Ver foto
0	Dell lança versão de notebook 2 em 1 com processador top e mais autonomia (via TechTudo): A Dell atualizou a linha… http://ift.tt/1c4XaUO
0	TechTudo: Dell lança versão de notebook 2 em 1 com processad... http://blog.techtudo.net/2015/04/dell-lanca-versao-de-notebook-2-em-1.html?spref=tw …
0	Como consertar notebook da Dell com defeito.: http://youtu.be/XgWWBz8_RP8?a  via @YouTube
0	Notebook Dell Inspiron 14 série 3000 por R$1313. 26% de desconto! #AteAcabar http://ateacabar.com/product/15201
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada
0	#Oferta  Notebook Dell Inspiron De R$2.099,00 por R$1.749,00  Detalhes em - >http://bit.ly/1ICFaep   Link permanente da imagem incorporada
0	@ELeaojr Bom dia! O desconto de aniversário nunca é acumulativo c outras promoções! Conseguimos esse item pra vc por: http://extra.vc/1PbUGTL
0	De R$ 1.849,00 por R$ 1.699,00 em até 10x de R$ 169,90 sem juros no cartão de crédito ou R$ 1.529,10 à vista.... http://fb.me/7kxijG0WH
0	vou pedir pra minha mãe providenciar um notebook da dell pq fui instalar simcity desktop e o outro morreu
1	notebook dell muito rui cores rui brilho de tela rui
0	Notebook Dell Inspiron I14-5447-A10 com Intel Core i5 4GB (2GB Memória Dedicada) 1TB LED 14" Windows 8.1 http://oferta.vc/750T  #oferta
0	Notebook Dell com Intel® Core™ i3-4005U, Tela 14", 4GB de Memória, 1TB de HD e Windows 8.1 -... http://fb.me/35fS6coTR
0	Tem um mlk vendendo um notebook da Dell por 1000, sendo que vale 3500, lá vai um nootbook roubado
1	proximo notebook vou comprar da acer pq dell nunca mais que coisa horrivv
0	O @pontofrio ta vendendo um Notebook Dell Core I5 pela bagatela de R$9499,00. Vai Perder? #fail #SQN http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-3442-A30-com-Intel-Core-i5-4210U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Bluetooth-LED-14-e-Windows-8-1-3500187.html?utm_source=afilio&amp;utm_medium=newsferramenta&amp;utm_campaign=2015-04-01_OfertasMix_Afilio&amp;cid=009191615 …
0	amigas, vcs que entendem de hardware de notebook: é possível usar peças de um HP num Dell?
0	Hoje estaremos nas lojas Fnac da Paulista e Pinheiros, em parceria com a Dell na ação de lançamento do notebook 2... http://fb.me/2MTb0rxyt
0	De R$ 2.249,00 por R$ 1.899,00 em até 10x de R$ 189,90 sem juros no cartão de crédito ou R$ 1.709,10 à vista.... http://fb.me/3srA11aUJ
0	Notebook Dell Vostro V14T 5470-A20 Ultrafino, Processador Intel Core i5 Memória 4GB HD 500GB... http://fb.me/7vyXZrjEW
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	#SaldaoDeFeriado Notebook Dell Inspiron I14-3442-A10 4ª Geração do Processador Intel® Core i3 http://goo.gl/JY8hSC   Link permanente da imagem incorporada
0	Quero um notebook da Dell ou HP .. 1Tera de memoria.. Uns 500 RAM.. Processador Intel Core. I5. Ah E placa de video pfvr. Obrigada de nda :3
0	Gostei de um vídeo @YouTube de @btomazelli http://youtu.be/d0ijLb7nTg4?a  Recomendação de notebook para uso básico Notebook Dell Inspiron
0	até hoje os sites que normalmente funcionam vc procurar drivers com modelo pra notebook/pc são da Dell e Samsung
0	Notebook 2 em 1 Dell Inspiron 13-7347-A20 http://bit.ly/1yFSPMz   Link permanente da imagem incorporada
0	Alguns indicam a @Dell outros a @samsung mas qual notebook devo comprar???
0	Notebook dell inspiron tela touch 15.6" 16gb ram 2gb video 1tb hd win 8.1: Ainda na garantia, menos de um ano de... http://fb.me/7zV8f1fHW
0	Mainha ta de Ipad Air 2 e eu nesse notebook da Dell que já tem 20 anos
0	Notebook 2 em 1 Dell Série 7000 em oferta na loja Ricardo Eletro http://quenotebookcomprar.com.br/notebook-2-em-1-dell-serie-7000-em-oferta-na-loja-ricardo-eletro/ …
1	@rafabarbosa Ultrabook dá Dell não Ultrabook, é um monstro como todo notebook. Viaja no peso nas especificações! :s Eu curti um da LG.. :x
1	@Dann_Cardoso o foda é que o ultrabook que eu vi da Dell aqui, que vale a pena comprar, custa o DOBRO de um notebook top de linha =(
1	juntando isso aos preços atuais da dell, acho que vou ficar o resto da vida com esse notebook, porque olha..
0	Bixa eu n sei se compro notebook da Dell ou da HP! '-'
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Gostei de um vídeo @YouTube http://youtu.be/lq68jIy0JOs?aAprenda … a limpar seu notebook Dell
0	Dell Latitude E5500 15.4" Notebook http://gekoo.co/buy/01/?query=111635282361 …  Link permanente da imagem incorporada
0	Confira da ofertas de submarino: will_fsouza, recomendamos este >>> http://scup.it/8c62
0	@fabioandersonf Vemk http://pingu.im/1yvMjrG  e http://pingu.im/1yvMjrI  . No outro não consigo, pois ele não é vendido e entregue por nós.
0	[VENDO] o DELL ja foi, só falta o Samsung :v /
1	uma dica pra vida: nunca comprem notebook da Dell e nem paguem garantia estendida. @DellAjuda @DellnoBrasil @DellAjudaPRO
0	Descubra como aumentar a vida útil da bateria de seu notebook Dell  :) - http://dell.to/1urulJl   Ver foto
0	Confira o Especial Notebook Dell na loja Fast Shop aqui http://quenotebookcomprar.com.br/confira-o-especial-notebook-dell-na-loja-fast-shop-aqui/ …
0	Moderno e avançado em tecnologia, conheça esse notebook da Dell.... http://fb.me/3GwXXyiuJ
1	E aqui em casa mesmo fez a troca por uma placa novinha. E tenho meu notebook inteirinho, intacto e normal novamente ? Entao, valeu @Dell!
0	Tire tooodas as suas dúvidas sobre a bateria de seu notebook Dell - http://dell.to/1vy578U   Ver foto
0	Notebook Dell Inspiron I14-3442-A10 com Intel® Core™ i3-4005U, 4GB, 1TB, Gravador de DVD, Leitor... http://fb.me/7sPmRaal6
1	nossa como odeio esse notebook sdds o meu da dell não sei oq meu pai arrumou com ele
0	galera tenho um notebook dell e estou com problemas para instalar o driver de rede wifi nele... Já instalei tudo... http://fb.me/4lfwb27DM
0	Gostei de um vídeo do @YouTube http://youtu.be/GkzAbK5mDqc?a  The Dell XPS 13 Notebook Review - Broadwell and Battery Life
0	#SALDÃOKADRI - Notebook Dell Inspiron I14-3442-A10 Core i3 1.9GHz 4GB 1TB Windows 8.1: Confira o Menor Preço  Link permanente da imagem incorporada
0	Especialistas em Notebook Dell HP Sony Vaio Acer Referencia Nacional - Especialista Em Notebook... http://fb.me/3Z9oQ3X8U
0	#promoção #promobit Notebook 2 em 1 Dell Inspiron 13-7347-A20 Intel Core i5 4GB (1GB Memória Dedicad http://www.promobit.com.br/Promocoes/ver-promocoes/13271/ … - R$ 2.199,12
1	notebook tem q ser dell memo né mano num tem jeito
0	@iPhellipe Olá, PONTIA! Veja o valor que consigo: http://pingu.im/1FRdXan  =)
0	Meu irmão quer trocar de notebook comigo, o meu é Dell e o dele Itautec, pouco ligeiro ne? Hahah
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Aos 34 anos de idade, conquisto meu 1° Notebook! Dell Inspirion 14 - 3.000 Series @ Parque Dos Anjos https://instagram.com/p/0tSb8OwPCL/
0	@rodrigopfvr    Olá, Poatardi! Opa, vemk http://pingu.im/1HOPhwi  ;)
0	PREÇÃO! Notebook Dell que vira a tela promete virar sua cabeça também! Corre que ainda tem! >http://zoom.do/1CRGPNq   Link permanente da imagem incorporada
0	vendo notebook @Dell R$200 novo porem o scroll do touch pad parou de funcionar
0	O Inspiron Série 5000 é o #notebook do Ninja Noturno, que trabalha melhor à noite. Vc é assim? http://del.ly/60142oLe   Ver foto
0	O Notebook Dell Inspiron 14 3442 A30 Ideal para tarefas cotidianas  Link permanente da imagem incorporada
0	Gostei de um vídeo @YouTube de @kakaroto_blast http://youtu.be/uXoR-pNgkHc?a  Desmontando Notebook Dell Inspiron 15R Special Edition 7520
0	Vendo notebook Dell Inspiron 1545 com Windows 7 e Office 2007 H&S originais. Processador Intel Core 2 Duo T6500... http://fb.me/1AXsLI3jb
0	Notebook + mochila: uma dupla campeã! Veja as combinações imbatíveis do nosso Festival de Vantagens: http://del.ly/60122ov4
0	#outlet #DELL #NOTEBOOK (y) Trazemos para você a linha completa de equipamentos DELL com preços incríveis<3... http://fb.me/2Xf3jdV28
0	Novo Notebook Dell Kirara com 8 Cats Bytes de memória  Link permanente da imagem incorporada
0	O último computador q comprei, um notebook Dell, fiz questão q viesse sem Sistema Operacional, ganhei R$ 450,00 de desconto s/ Windows.
0	@kaiopfranca Opa, vemk então http://pingu.im/19ijMiw
0	Notebook Gamer de verdade: http://tdte.ch/1n0
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	ULTIMAS  UNIDADES NOTEBOOK DELL CI5-4210U-4GB-1TB-14LED-DVDR-UBUNTU--- 690  DOLARES INCLUIDO IVA  Link permanente da imagem incorporada
0	Notebook Dell Inspiron 15 Série 3000 por R$1634. 22% de desconto! #AteAcabar http://ateacabar.com/product/13452
1	Resoluções para a vida: nunca comprar notebook Dell ou celular Samsung.
0	Estamos  precisando do cabo do notebook Dell inspiron 1525- entrar em contato via in box .
0	NOTEBOOK DELL VOSTRO 1400 INTEL CORE 2 DUO 4 GB DE RAM 160 GB DE HD WINDOWS 7 ULTIMATE 64BITS $ 400,00 *BATERIA SEGURA 1 h e 10 min
0	Vendo um notebook Dell vostro um exelente preço e esta novinho tratar no fone 18991062320
0	Notebook Battery for Dell KD495 PC764 TC030 TD175 Latitude D630 http://gekoo.co/buy/01/?query=191542532123 …  Link permanente da imagem incorporada
0	Especialistas em Notebook Dell HP Sony Vaio Acer Referencia Nacional - Especialista Em Notebook... http://fb.me/6sZ6Ynd80
1	#Dell  #Lixo Tô pensando seriamente em devolver meu notebook... Ele ainda não chegou, mas pelo que vejo...  Link permanente da imagem incorporada
1	O meu notebook da Dell mal chegou e eu já tô quase arrependido da compra... Pelas reclamações que vi ele só vai me dar dor de cabeça. kkk
1	será que a dell me dá um notebook novo porque o meu do nada agora desliga sozinho mesmo com 99% de bateria
0	Dell Precision M6600 17.3" Notebook: i7 2.2GHz - 8GB - 2x 320GB - FirePro 2GB VC http://gekoo.co/buy/01/?query=141613258260 …  Link permanente da imagem incorporada
0	será que se eu mendigar meu pai um notebook da dell ele me dá #VoteFifthHarmony #KCA
1	@mediarequentada sério, um notebook top da dell q é ótimo pra edição de vídeo é METADE do preço. e tudo bem q vai ter q trabalhar com adobe
0	Esse é notebook Dell, não estava conectando a internet pelo wifi, foi feita uma análise e q correlção do problema... http://fb.me/6zpx0g1gL
0	Problemas para carregar seu notebook? Separamos algumas dicas super importantes para você ;D - http://dell.to/1GlC6UG   Ver foto
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	por favor @casasbahia baixa o preço do notebook dell moze
0	@americanascom o produto http://goo.gl/xughDl  esteve no valor de R$ 2.699,10. Abaixem pra esse preço de novo!!!
0	A gente já sabe que o Windows 10 vai vir por atualização. Então que tal se preparar com um notebook com Windows 8?  http://bit.ly/1x9Vl2b
0	Alguém por acaso tem um cabo de força de notebook Dell que não esteja usando? Aquele que liga na tomada... Tratar neste guichê.
0	Tem um técnico da dell num chat/acesso remoto no notebook da firma e eu to me mijando nas calças. #comofas?
0	Dell Latitude E5500 15.4" Notebook http://gekoo.co/buy/01/?query=111626378995 …  Link permanente da imagem incorporada
1	@giselerebelo Já tive Dell e ainda tenho um notebook HP.  Fuja da Dell e da HP. Lenovo é o melhor em tudo.
0	Monte o seu Dell personalizado com o Dell Studio - Ter um notebook personalizado pode ser muito divertido qua  http://topw.com.br/?p=83048
0	Notebook novo da minha irmã ?? Dell Intel core i5, ultra slim, AMD Radeon Graphics  Link permanente da imagem incorporada
0	Notebook da dell i5, placa de vídeo dedicada por 1900, preço tá bom demais.
1	eu queria tanto um notebook da dell ou hp
0	Notebook DELL Inspiron 14-5447-A10
0	[Ponto Frio] Notebook Dell Inspiron I14-3442-A40 i5-4210U, 8GB, 1TB 2GB Vídeo R$ 1.721,65 http://www.hardmob.com.br/promocoes/584107-ponto-frio-notebook-dell-inspiron-i14-3442-a40-i5-4210u-8gb-1tb-2gb-video-r-1-721-65-a.html …
0	Essa semana apareceu tanto notebook Dell na minha frente que sinceramente, me fez repensar de ainda quero um Asus...
0	#promoção #promobit Notebook Dell Inspiron I14-5447-A10 com Intel Core i5 4GB (2GB Memória Dedicada) http://www.promobit.com.br/Promocoes/ver-promocoes/12489/ … - R$ 1.587,00
0	Galera.. estou desapegando... vendendo este notebook Dell Inspiron 64 bits Windows 7 Ultimate, 3GB de memória, HD... http://fb.me/1TGPbjhmL
1	no momento estou eu na fila do suporte técnico online da Dell pois o microfone do meu notebook aparentemente não existe.
0	E esse notebook que compre na Dell que não chega? Deram o prazo pra entregar no dia 25...muito tempo pra ficar sem note :/
0	Promoção com notebook é a novidade da Dell. Confira http://fb.me/2AkkkfUuk
0	O #DiadoConsumidorBrasil é HOJE! E a Móveis Simonetti separou este notebook Dell com DESCONTO EXCLUSIVO para... http://fb.me/4g5CwWqqX
0	Precisando trocar meu notebook, na dúvida entre um Dell e um Asus...
0	Gostei de um vídeo do @YouTube http://youtu.be/MGRf0VFze-c?a  Desmontando notebook DELL VOSTRO 3300
0	Dia do Consumidor 2015 , Notebook Dell Inspiron i14-3442-A30, por R$ 1.599 http://bit.ly/1wXBvaa   Link permanente da imagem incorporada
0	Quer desconto? Hoje quem ganha um super descontão é você, confira: http://goo.gl/meCyj6  http://fb.me/1BgKJ7mxq
0	Notebook Dell pronta entrega para todo o Brasil Informações via zap @ magazinesmem https://instagram.com/p/0WM2I7Qcpg/
0	@OverCoDe_cl Para publicar tu aviso, ingresa aqu�:� http://goo.gl/w3dUA4 . "Notebook Dell XPS L502X -"
0	@J6x Opa, vemk:  http://pingu.im/1EnVf4u  os de amanhã são surpresa. .)
0	Precisava tanto de ajuda, to col uma duvida entre notebook da Dell e da Asus :(
0	@MarioRio eu compraria 1 dell, eu n confio mt na CCE (pelo menos n pra notebook)
0	Vendo carregador notebook da Dell, mas pode ser usado em qualquer outro notebook mais informaçoes imbox! http://fb.me/7msYCqrFc
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
1	Não vejo a hora de chegar meu notebook fodástico da @Dell direto do @submarino
0	qual marca de notebook não é mais virgem? aquela que já Dell
1	#omg Ainda ñ consigo navegar na internet no meu notebook @DellnoBrasil @Dell Atualização de drivers e troca de placa ñ resolveu o problema!
0	Tá difícil escolher notebook,  comprei um Sansung não durou 1 ano. Comprei DELL até gosto, sem reconhecer microfone externo não me atende.
1	Tenho um notebook DELL e não consigo desativar o microfone interno. Quero usar fone externo e não consigo. Suporte não consegue, como pode?
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
1	Eu nao aguento mais entrar em contato com a Dell Brasil pra resolver um problema no meu notebook. Toda vez me dão... http://fb.me/77GO3Cuzq
1	Como a assistencia tecnic sumiu com meu notebook, preciso de um novo, alguem indica uma marca boa sem ser dell  ou apple (caro demais p mim)
0	Andei Palmas toda e não acho um notebook da Dell :(
0	gostaria que a @dell entregasse meu notebook novo logo pois esse não dá mais
0	Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada
0	NOTEBOOK DELL INSPIRON 15.6'' CORE I3 DISCO 1TB DVD WIN 8.1 U$S 629 (y) VER MÁS:... http://fb.me/1umwjNarS
0	Pessoal um amigo nosso vendo um notebook Dell Latitude E6320 configur. 8 GB de Memória/ HD 256/ Placa Intel 7 2.8
1	Se forem comprar algum computador ou notebook, não comprem na Dell. Preço alto que não compensa e suporte técnico terrível. 0 retweet 1 curtiu Responder   Retweetar    Curtir  1
0	Notebook Inspiron 13 Série 7000 2 em 1 - Dois dispositivos avançados em um design elegante. O Inspiron 13 7000... http://fb.me/79wZ9BjyU
0	@rodrigopfvr  Olá, Poatardi! Opa, vemk http://pingu.im/1Ai0fGn  =)
0	@pontofrio http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-3442-A30-com-Intel-Core-i5-4210U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Bluetooth-LED-14-e-Windows-8-1-3500187.html?recsource=busca-int&rectype=busca-57 … e nes
0	passei a manha sonhando com um notebook dell olhando o site deles, mas só sonhando mesmo, 3 pila um i7..
0	Notebook Dell Inspiron 13 Série 7000 Tou... por R$2005. 28% de desconto! #AteAcabar http://ateacabar.com/product/12013
1	Meu pc de casa faleceu. Depois de tanta pesquisa comprei um notebook Dell ? Obrigada a todos pela indicação.
0	Pensando em comprar um notebook conversível da Dell que vi.
0	Vi um notebook com uma configuração legal da Dell por um preço bom. Quando vejo o processador, i5 4210U.
0	Ai como eu queria um notebook da Dell daqueles de 3000 reais
0	Preciso de um carregador de notebook dell ?
0	NOTEBOOK DELL INSPIRON 15.6'' CORE I3 DISCO 1TB DVD WIN 8.1 U$S 629 :) VER MÁS:... http://fb.me/3RCgcHF0D
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	#Dell Vostro 14 3445 Notebook (APU Dual Core E1/ 500GB) now for Rs 17,000 (MRP Rs 24,090)
0	Lote De Notebook Dell Vostro Core 2 Duo E Latitude Core I3: LOTE DE NOTEBOOK USADOS EM BOM… http://goo.gl/fb/CiCzEY
0	Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada
0	Confira no Magazine Dufrom: Notebook Dell InspironIntel Corei78GB 1TBWindows8.1LED14PlacaVídeo2GB https://www.magazinevoce.com.br/magazinedufrom/p/notebook-dell-inspiron-i14-5447-a30-intel-core-i7-8gb-1tb-windows-81-led-14-placa-de-video-2gb/93984/?utm_campaign=email-10-03-quarta&utm_medium=email&utm_source=magazinevoce&utm_content=produto-201976700?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=dufrom&utm_content=notebook-dell-inspiron-i14-5447-a30-intel-core-i7 …- via @magazinevoce
0	Inspiron 14 Série 3000 é o notebook mais barato da Dell no Brasil, mas será que o preço baixo compensa?
1	Depois da Dell, qual a melhor marca de notebook?
0	Gostei de um vídeo @YouTube de @mj1111983 http://youtu.be/nlzqzo_dPzk?a  Dell Inspiron 15-3542 Notebook Unboxing, Hands On & Review
0	Preciso de um notebook novo urgente. Acho que vou apelar em um Dell
0	Alias, meu proximo notebook é um Dell e meu proximo celular um Motorola.
1	E é por isso que meu proximo notebook vai ser um Dell: https://macmagazine.com.br/wp-content/uploads/2015/03/09-tabela-notebooks.jpg?61d3b0 … pq ó… Sem chances
1	Foi amor a primeira vista
0	http://oferta.vc/6FCt  Notebook Dell Inspiron I14-5447-A10 com Intel Core i5 4GB (2GB Memória Dedicada) 1TB LED 14"  Link permanente da imagem incorporada
1	Esperando deitado por uma promoção da @DellnoBrasil , para fechar negócio... To vendo que meu notebook não será #Dell .
0	Usado em otimo estado! Notebook Dell Core i3 (SÓ VENDA) Modelo N4050 Sist Oper Windows 7  Processador intel i3... http://fb.me/3j4X1btBq
1	Vou comprar um Notebook da HP. A Dell é uma merda, tenho um ódio fodido dessa empresa fdp
0	Dell lança notebook com sistema Ubuntu e tela 4K no Brasil http://info.abril.com.br/noticias/tecnologia-pessoal/2015/02/dell-lanca-notebook-com-sistema-ubuntu-e-tela-4k-no-brasil.shtml?utm_src=botaonoticia … via @_INFO
0	migueldorosario: Na opinião de vcs, qual melhor opção para notebook: le novo ou Dell?
0	Dell Precision M6600 17.3" Notebook: i7 2.2GHz - 8GB - 2x 320GB - FirePro 2GB VC http://gekoo.co/buy/01/?query=141597011924 …  Link permanente da imagem incorporada
0	Um Del de 15.6 polegadas por esse preço  eu nunca vi. http://fb.me/2dloWyDGn
0	Notebook Dell Vostro V14T-5470-A50: Notebook Dell Vostro V14T-5470-A50 É Perfeito para jogos e Profissionais  ... http://bit.ly/1EWYuUu
1	e os programa da dell q vem instalado no notebook  e fica travando o audio
1	@DellAjudaPRO meu monitor de notebook da Dell novo está com uma linha clara e horizontal.
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	@bruno_sandri_ Olá, PONTIA! Opa, vemk http://pingu.im/1zTNKj3
0	boa noite, boa noite queria sabe o preço da placa mãe do notebook dell inspiron 14 2620?
1	Não, nãããããããooooo!!! Dell, eu não quero comprar notebook. Comprei um novinho em folha no fim do ano passado.
0	é da Dell e foi criada especialmente para carregar notebook e eu espero que ninguém me assalte nessa esperança de ter algum dentro hahaha
0	Confira no Magazine Dufrom: Notebook Dell Inspiron IntelCorei78GB 1TB Windows8.1LED15,6PlVídeo2GB https://www.magazinevoce.com.br/magazinedufrom/p/notebook-dell-inspiron-i15-5547-a20-intel-core-i7-8gb-1tb-windows-81-led-156-placa-de-video-2gb/93761/?utm_source=divulgadores&utm_medium=email&utm_campaign=email-market&utm_content=93761?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=dufrom&utm_content=notebook-dell-inspiron-i15-5547-a20-intel-core-i7 …- via @magazinevoce
0	@SapacaxaAgreste    Veja o menor que consigo: http://pingu.im/1A1ytOb
0	gente notebook da hp ou dell ???
0	Você sabia que o símbolo do elemento químico Lítio é Li? Ele está presente na bateria do seu notebook Dell.... http://fb.me/78bN6GLXJ
0	Confira no Magazine Izabelandrade: Notebook Dell  https://www.magazinevoce.com.br/magazineizabelandrade/p/notebook-dell-inspiron-i14-3442-a40-intel-core-i5-8gb-1tb-windows-81-led-14-hdmi-placa-de-video-2gb/87840/?utm_campaign=email-04-03-quarta&utm_medium=email&utm_source=magazinevoce&utm_content=link-do-produto?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=izabelandrade&utm_content=notebook-dell-inspiron-i14-3442-a40-intel-core-i5 …- via @magazinevoce
0	34% de desconto. Aproveite! http://fb.me/3XPItjfZC
0	Como é estranho usar o notebook dos outros. Sdds do meu Dell, deveria ter buscado em casa.
0	@markosystem  Olá, POATARTI! Opa, vemk http://pingu.im/1aLr4g5
0	Não tenha desculpas para entregar depois. Com o Dell Ispiron, Intel Core i5, 8GB RAM, 1TB HD tudo é para agora: http://bit.ly/1zaLxQQ
1	Aparentemente meu notebook Dell é um dos poucos que simplesmente não funcionam con o Microsoft Wireless Display Adapter
1	O melhor desse notebook dell eh que liga e desliga tao rápido s2
0	@aragao_83 pelo que vou pagar pra consertar meu notebook, poderia ter comprado um Dell
0	Queroo trocar d notebook queroo um novo ouu Apple, Hp , Dell ou da Sony :(
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	@BlogPGA  Olá, Poatardi! Olha o valor que consigo: http://pingu.im/1AVL4q9  e http://pingu.im/1AVL5dD
0	Suporte da dell
0	Notebook Dell: Notebook Dell i3 Inspiron semi-novo em ótimo estado. Completo Detalhes do anúncio Tipo: Notebook e... http://fb.me/2JjMlS8uo
0	#manuals Dell inspiron e1705 notebook User Manual - TB006500570003 http://dlvr.it/8pQpd5
0	PAGUE R$ 1.619,10 à vista (desconto concedido no 2º passo da compra)... http://fb.me/2T2AzJqh8
1	Notebook da Dell do meu pai nem trava e rápido p crl
1	Finalmente com meu notebook funcionando novamente! - O bom da Dell (quando merece eu falo) é que todo os serviço... http://fb.me/40r8104v0
1	Comprei um notebook da DELL que não vale. Ligo na assistência, mando email e eles não retornam .. Só estou falando isso para alerta-los
0	Gostei de um vídeo @YouTube de @sigamarciocunha http://youtu.be/twhXyUwN0qE?a  Análise Notebook Híbrido Dell Inspiron 13 Series 7000
0	Notebook Touch Dell Inspiron 14 5447 A30: Notebook Touch Dell Inspiron 14 5447 A30 i7 8GB HD 1TB Placa de Víde... http://bit.ly/1EFysVF
0	Olha só esse notebook ideal para vc trabalhar, assistir filmes, ouvir musicas e muito mais! Compre aqui: http://maga.lu/1zmLhgP
0	Ainda se acha notebook da Dell de 1tb de HD, 4GB se RAM, placa de vídeo Geraforce de 2GB por simples 1 450 reaaaaalllllssss
0	Dica de Compra , Notebook Dell Inspiron I14-5447-A10, por R$ 1.999 http://goo.gl/NOxPli   Link permanente da imagem incorporada
0	Dicas de como evitar superaquecimento em seu notebook Dell - http://dell.to/1xYKWSt  Ver conteúdo multimídia
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
1	Seus notebook é uma bosta @Dell
1	Sobre o touch do mouse do meu novo notebook Dell, to achando uma droga, mas pelo custo benefício, não posso reclamar acho :/
0	@lalamis_ a única coisa é que tem uns notebook que n da pra abrir (macbook, dell)
0	Dell Inspiron - Notebook - 14 pulgadas http://compralo.ec/portatiles-y-tablets/dell-inspiron-notebook-14.html …
0	Adicionei um vídeo a uma playlist @YouTube http://youtu.be/Ksi7BLojiaY?aUnboxing … - Mochila Dell para Notebook de até 15,6"
0	Galera, também estou vendendo meu notebook. Segue Descrição!
1	vai toma no cu notebook da dell é muito bom
0	Notebook DELL Vostro V14T-5470-A50
0	Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada
0	Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada
0	meu aniversário é em setembro vcs ja pode começar a parcelar um notebook da dell pra me dar
0	Dell Vostro 14 3445 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Ubuntu) for Rs 17,800
0	Transformando um PC antigo em PC Gamer:    A pouco tempo comprei um notebook novo, um Dell Vostro 5470, talvez... http://bit.ly/1LNNIla
1	meu pai me deu um notebook Dell tão lindo que eu tô até chorando sangue <3
0	Vi na TV que um notebook Dell que se dobra todinho, i5, touch etc, custa 2500. Ele que tá barato ou os Smartphones q tão caros?
0	Notebook DELL E6220 core i5 4Gb ram 500 Gb disco. Estado 9/10. $449 Pedidos whatsapp 0993229049
0	Utimos artículos comprados por equickpack: NEW Notebook Lithium Battery for Dell Inspiron N4010 N4010D N5010 N5110 N7010
1	Dá pra comprar outro notebook novo cm o valor deste reparo da Dell.
1	P/ quem tem notebook @Dell  se prepare: qdo sua máquina fizer + de 5 anos, a DELL te vira as costas, só te resta jogar fora! #Chatiada
0	Notebook Dell Inspiron i14-5447-A30 com Intel Core i7 8GB (2GB de Memória Dedicada) 1TB LED HD 14" Touchscreen... http://fb.me/6siLdnwvv
